PLOSPaperID,round,decision_date,response_date,duration_days,stage_type
pbio.3000329,1,2019-07-08,2019-10-10,94,author_revision
pbio.3000329,2,2019-11-06,2019-11-22,16,author_revision
pbio.3000361,1,2019-07-09,2019-11-20,134,author_revision
pbio.3000361,2,2019-12-16,2020-01-16,31,author_revision
pbio.3000364,1,2019-07-08,2019-07-14,6,author_revision
pbio.3000429,1,2019-08-28,2019-09-29,32,author_revision
pbio.3000429,2,2019-10-14,2019-10-21,7,author_revision
pbio.3000433,1,2019-09-06,2019-09-24,18,author_revision
pbio.3000435,1,2019-08-22,2019-11-20,90,author_revision
pbio.3000435,2,2019-12-20,2020-02-03,45,author_revision
pbio.3000443,1,2019-06-25,2019-07-25,30,author_revision
pbio.3000456,1,2019-08-12,2019-09-10,29,author_revision
pbio.3000460,1,2019-07-02,2019-08-09,38,author_revision
pbio.3000460,2,2019-08-13,2019-09-04,22,author_revision
pbio.3000462,1,2019-09-25,2019-12-28,94,author_revision
pbio.3000462,2,2020-01-31,2020-04-21,81,author_revision
pbio.3000462,3,2020-05-13,2020-06-24,42,author_revision
pbio.3000465,1,2019-09-18,2020-01-20,124,author_revision
pbio.3000465,2,2020-02-16,2020-03-17,30,author_revision
pbio.3000466,1,2019-08-20,2019-10-02,43,author_revision
pbio.3000470,1,2019-09-11,2020-01-07,118,author_revision
pbio.3000470,2,2020-01-22,2020-02-18,27,author_revision
pbio.3000471,1,2019-09-13,2019-10-11,28,author_revision
pbio.3000471,2,2019-10-18,2019-10-31,13,author_revision
pbio.3000473,1,2019-07-10,2019-08-16,37,author_revision
pbio.3000476,1,2019-08-22,2019-09-05,14,author_revision
pbio.3000484,1,2019-07-31,2019-08-22,22,author_revision
pbio.3000484,2,2019-09-06,2019-09-23,17,author_revision
pbio.3000485,1,2019-08-01,2019-08-27,26,author_revision
pbio.3000486,1,2019-09-13,2019-10-30,47,author_revision
pbio.3000490,1,2019-07-31,2019-08-28,28,author_revision
pbio.3000490,2,2019-09-03,2019-09-11,8,author_revision
pbio.3000494,0,2019-07-29,2019-07-30,1,author_revision
pbio.3000494,1,2019-09-06,2019-10-23,47,author_revision
pbio.3000495,1,2019-09-06,2019-10-30,54,author_revision
pbio.3000500,1,2019-09-11,2019-10-02,21,author_revision
pbio.3000504,1,2019-11-13,2020-06-08,208,author_revision
pbio.3000504,2,2020-08-13,2020-08-25,12,author_revision
pbio.3000506,1,2019-10-21,2020-07-06,259,author_revision
pbio.3000506,2,2020-08-10,2020-11-13,95,author_revision
pbio.3000507,1,2019-10-03,2019-12-17,75,author_revision
pbio.3000507,2,2019-12-20,2020-01-30,41,author_revision
pbio.3000522,1,2019-08-20,2019-09-20,31,author_revision
pbio.3000522,2,2019-09-25,2019-10-23,28,author_revision
pbio.3000528,1,2019-10-02,2019-11-07,36,author_revision
pbio.3000545,0,2019-06-09,2019-06-11,2,author_revision
pbio.3000545,1,2019-08-02,2019-09-03,32,author_revision
pbio.3000545,2,2019-10-15,2019-11-06,22,author_revision
pbio.3000547,1,2019-09-03,2019-09-17,14,author_revision
pbio.3000547,2,2019-10-16,2019-10-24,8,author_revision
pbio.3000548,1,2019-11-12,2020-02-25,105,author_revision
pbio.3000548,2,2020-05-11,2020-05-20,9,author_revision
pbio.3000548,3,2020-06-09,2020-06-30,21,author_revision
pbio.3000549,0,2019-09-05,2019-09-06,1,author_revision
pbio.3000549,1,2019-10-16,2019-11-10,25,author_revision
pbio.3000551,1,2019-09-23,2019-10-11,18,author_revision
pbio.3000551,2,2019-10-18,2019-11-01,14,author_revision
pbio.3000553,0,2019-09-30,2019-10-03,3,author_revision
pbio.3000553,1,2019-10-21,2019-11-13,23,author_revision
pbio.3000554,1,2019-08-19,2019-10-18,60,author_revision
pbio.3000554,2,2019-10-29,2019-11-12,14,author_revision
pbio.3000556,1,2019-09-09,2019-10-20,41,author_revision
pbio.3000556,2,2019-10-22,2019-11-07,16,author_revision
pbio.3000560,1,2019-08-16,2019-10-12,57,author_revision
pbio.3000560,2,2019-10-25,2019-11-08,14,author_revision
pbio.3000561,1,2019-11-12,2020-05-27,197,author_revision
pbio.3000561,2,2020-06-16,2020-06-23,7,author_revision
pbio.3000563,1,2019-07-17,2019-09-20,65,author_revision
pbio.3000563,2,2019-10-29,2019-11-14,16,author_revision
pbio.3000564,1,2019-12-16,2020-03-30,105,author_revision
pbio.3000564,2,2020-05-18,2020-06-10,23,author_revision
pbio.3000567,1,2019-10-30,2020-01-08,70,author_revision
pbio.3000569,1,2019-08-08,2019-10-07,60,author_revision
pbio.3000569,2,2019-10-31,2019-11-13,13,author_revision
pbio.3000570,0,2019-11-04,2019-11-04,0,author_revision
pbio.3000570,1,2019-11-05,2019-12-01,26,author_revision
pbio.3000571,1,2019-12-13,2020-03-04,82,author_revision
pbio.3000571,2,2020-04-06,2020-05-04,28,author_revision
pbio.3000579,1,2019-10-28,2019-11-10,13,author_revision
pbio.3000579,2,2019-11-13,2019-11-21,8,author_revision
pbio.3000583,1,2019-07-15,2019-10-13,90,author_revision
pbio.3000583,2,2019-11-20,2019-12-16,26,author_revision
pbio.3000584,1,2019-12-19,2020-05-15,148,author_revision
pbio.3000584,2,2020-06-26,2020-08-18,53,author_revision
pbio.3000586,1,2019-09-12,2019-11-07,56,author_revision
pbio.3000586,2,2019-11-21,2019-12-18,27,author_revision
pbio.3000590,1,2019-09-19,2019-11-19,61,author_revision
pbio.3000590,2,2019-11-21,2020-01-07,47,author_revision
pbio.3000591,1,2019-07-16,2019-11-08,115,author_revision
pbio.3000591,2,2019-11-22,2019-12-12,20,author_revision
pbio.3000599,1,2019-09-20,2019-11-11,52,author_revision
pbio.3000599,2,2019-12-02,2019-12-11,9,author_revision
pbio.3000600,1,2019-08-23,2019-11-07,76,author_revision
pbio.3000600,2,2019-12-02,2019-12-20,18,author_revision
pbio.3000602,1,2019-07-02,2019-10-27,117,author_revision
pbio.3000602,2,2019-12-02,2020-01-14,43,author_revision
pbio.3000606,1,2019-12-20,2020-03-29,100,author_revision
pbio.3000606,2,2020-05-18,2020-06-22,35,author_revision
pbio.3000610,1,2019-09-13,2019-11-12,60,author_revision
pbio.3000610,2,2019-12-09,2020-01-22,44,author_revision
pbio.3000611,1,2019-09-04,2019-10-22,48,author_revision
pbio.3000611,2,2019-12-09,2019-12-20,11,author_revision
pbio.3000619,1,2019-09-30,2019-12-05,66,author_revision
pbio.3000619,2,2019-12-18,2020-01-24,37,author_revision
pbio.3000621,1,2020-01-24,2020-07-24,182,author_revision
pbio.3000621,2,2020-09-23,2020-10-13,20,author_revision
pbio.3000621,3,2020-11-21,2020-12-04,13,author_revision
pbio.3000622,1,2019-12-20,2020-01-23,34,author_revision
pbio.3000623,1,2020-01-30,2020-03-19,49,author_revision
pbio.3000625,1,2019-10-07,2019-12-13,67,author_revision
pbio.3000625,2,2019-12-30,2020-02-08,40,author_revision
pbio.3000626,1,2019-10-21,2019-12-17,57,author_revision
pbio.3000626,2,2019-12-30,2020-01-21,22,author_revision
pbio.3000632,1,2019-11-29,2019-12-28,29,author_revision
pbio.3000632,2,2020-01-02,2020-02-05,34,author_revision
pbio.3000633,1,2020-02-05,2020-03-09,33,author_revision
pbio.3000633,2,2020-03-31,2020-05-01,31,author_revision
pbio.3000634,1,2019-09-13,2019-12-22,100,author_revision
pbio.3000634,2,2020-01-07,2020-02-10,34,author_revision
pbio.3000635,1,2020-01-08,2020-02-19,42,author_revision
pbio.3000636,1,2020-02-07,2020-04-06,59,author_revision
pbio.3000636,2,2020-05-03,2020-05-29,26,author_revision
pbio.3000636,3,2020-07-01,2020-08-18,48,author_revision
pbio.3000638,1,2019-08-23,2019-12-04,103,author_revision
pbio.3000638,2,2020-01-09,2020-02-05,27,author_revision
pbio.3000644,1,2020-02-13,2020-04-20,67,author_revision
pbio.3000644,2,2020-04-24,2020-05-15,21,author_revision
pbio.3000654,1,2019-10-17,2019-12-17,61,author_revision
pbio.3000654,2,2020-01-15,2020-02-11,27,author_revision
pbio.3000655,1,2019-11-27,2019-12-19,22,author_revision
pbio.3000655,2,2020-01-17,2020-02-21,35,author_revision
pbio.3000656,1,2019-09-17,2019-12-30,104,author_revision
pbio.3000656,2,2020-01-20,2020-02-19,30,author_revision
pbio.3000658,1,2019-10-31,2019-12-26,56,author_revision
pbio.3000658,2,2020-01-20,2020-02-06,17,author_revision
pbio.3000659,1,2019-10-09,2019-12-12,64,author_revision
pbio.3000659,2,2020-01-22,2020-02-19,28,author_revision
pbio.3000661,1,2020-01-22,2020-02-14,23,author_revision
pbio.3000665,1,2019-09-11,2019-10-08,27,author_revision
pbio.3000665,2,2019-10-08,2019-12-03,56,author_revision
pbio.3000665,3,2020-01-28,2020-03-19,51,author_revision
pbio.3000674,1,2019-10-14,2019-12-26,73,author_revision
pbio.3000674,2,2020-02-03,2020-02-29,26,author_revision
pbio.3000675,1,2020-02-28,2020-08-12,166,author_revision
pbio.3000675,2,2020-09-18,2020-10-09,21,author_revision
pbio.3000676,0,2020-02-03,2020-02-04,1,author_revision
pbio.3000676,1,2020-03-07,2020-04-17,41,author_revision
pbio.3000678,1,2020-01-10,2020-02-04,25,author_revision
pbio.3000678,2,2020-02-07,2020-02-27,20,author_revision
pbio.3000679,1,2020-03-13,2020-04-07,25,author_revision
pbio.3000679,2,2020-04-27,2020-05-25,28,author_revision
pbio.3000680,1,2020-03-04,2020-07-24,142,author_revision
pbio.3000680,2,2020-10-06,2020-10-28,22,author_revision
pbio.3000681,1,2019-09-19,2020-01-21,124,author_revision
pbio.3000681,2,2020-02-10,2020-02-28,18,author_revision
pbio.3000684,1,2019-12-20,2020-01-14,25,author_revision
pbio.3000684,2,2020-02-12,2020-03-23,40,author_revision
pbio.3000687,1,2020-03-18,2020-05-18,61,author_revision
pbio.3000696,1,2019-12-09,2020-02-06,59,author_revision
pbio.3000696,2,2020-02-21,2020-03-10,18,author_revision
pbio.3000699,1,2020-04-18,2020-06-16,59,author_revision
pbio.3000699,2,2020-08-03,2020-09-10,38,author_revision
pbio.3000703,1,2020-04-02,2020-08-11,131,author_revision
pbio.3000703,2,2020-09-25,2020-10-28,33,author_revision
pbio.3000705,1,2019-08-09,2019-12-16,129,author_revision
pbio.3000705,2,2020-01-31,2020-03-09,38,author_revision
pbio.3000705,3,2020-03-10,2020-04-17,38,author_revision
pbio.3000708,1,2020-04-24,2020-08-07,105,author_revision
pbio.3000708,2,2020-10-09,2020-11-11,33,author_revision
pbio.3000709,1,2020-04-08,2020-11-07,213,author_revision
pbio.3000709,2,2021-01-15,2021-01-24,9,author_revision
pbio.3000709,3,2021-01-25,2021-01-30,5,author_revision
pbio.3000709,4,2021-02-02,2021-02-03,1,author_revision
pbio.3000710,1,2020-04-06,2020-05-21,45,author_revision
pbio.3000710,2,2020-05-27,2020-06-16,20,author_revision
pbio.3000711,1,2019-08-20,2020-01-03,136,author_revision
pbio.3000711,2,2020-01-31,2020-03-09,38,author_revision
pbio.3000711,3,2020-03-18,2020-04-14,27,author_revision
pbio.3000712,1,2020-01-31,2020-03-09,38,author_revision
pbio.3000712,2,2020-03-20,2020-05-14,55,author_revision
pbio.3000713,1,2019-07-28,2020-02-17,204,author_revision
pbio.3000713,2,2020-03-20,2020-04-08,19,author_revision
pbio.3000715,1,2020-04-09,2020-05-07,28,author_revision
pbio.3000717,0,2020-02-27,2020-02-28,1,author_revision
pbio.3000717,1,2020-03-26,2020-04-08,13,author_revision
pbio.3000720,1,2020-01-14,2020-03-17,63,author_revision
pbio.3000720,2,2020-04-01,2020-04-30,29,author_revision
pbio.3000721,1,2019-11-05,2020-03-06,122,author_revision
pbio.3000721,2,2020-04-01,2020-05-04,33,author_revision
pbio.3000723,1,2019-08-09,2020-02-04,179,author_revision
pbio.3000723,2,2020-03-04,2020-03-19,15,author_revision
pbio.3000723,3,2020-03-27,2020-04-30,34,author_revision
pbio.3000724,1,2020-03-25,2020-04-20,26,author_revision
pbio.3000728,1,2020-04-08,2020-05-14,36,author_revision
pbio.3000729,1,2019-08-28,2019-12-04,98,author_revision
pbio.3000729,2,2020-02-04,2020-02-29,25,author_revision
pbio.3000729,3,2020-04-07,2020-05-15,38,author_revision
pbio.3000731,1,2020-01-28,2020-03-26,58,author_revision
pbio.3000731,2,2020-04-11,2020-05-07,26,author_revision
pbio.3000733,1,2019-11-25,2020-03-23,119,author_revision
pbio.3000733,2,2020-04-22,2020-06-09,48,author_revision
pbio.3000738,1,2020-06-01,2020-07-24,53,author_revision
pbio.3000738,2,2020-09-21,2020-10-08,17,author_revision
pbio.3000739,1,2020-05-27,2020-09-15,111,author_revision
pbio.3000739,2,2020-11-04,2020-11-27,23,author_revision
pbio.3000740,1,2020-01-02,2020-02-11,40,author_revision
pbio.3000740,2,2020-03-13,2020-04-09,27,author_revision
pbio.3000740,3,2020-04-22,2020-05-22,30,author_revision
pbio.3000741,1,2020-01-10,2020-03-12,62,author_revision
pbio.3000741,2,2020-04-22,2020-05-19,27,author_revision
pbio.3000744,1,2019-12-10,2020-03-29,110,author_revision
pbio.3000744,2,2020-04-24,2020-05-21,27,author_revision
pbio.3000745,1,2019-11-20,2020-04-03,135,author_revision
pbio.3000745,2,2020-04-27,2020-05-22,25,author_revision
pbio.3000749,1,2020-05-29,2020-09-14,108,author_revision
pbio.3000749,2,2020-10-09,2020-10-28,19,author_revision
pbio.3000750,1,2020-02-28,2020-04-22,54,author_revision
pbio.3000750,2,2020-04-28,2020-05-29,31,author_revision
pbio.3000751,0,2020-04-28,2020-04-30,2,author_revision
pbio.3000751,1,2020-08-13,2020-12-24,133,author_revision
pbio.3000751,2,2021-01-29,2021-02-12,14,author_revision
pbio.3000755,1,2019-08-29,2020-02-17,172,author_revision
pbio.3000755,2,2020-03-26,2020-04-16,21,author_revision
pbio.3000755,3,2020-05-11,2020-06-18,38,author_revision
pbio.3000762,1,2020-05-12,2020-07-10,59,author_revision
pbio.3000764,0,2020-02-21,2020-03-31,39,author_revision
pbio.3000764,1,2020-05-14,2020-06-29,46,author_revision
pbio.3000774,0,2020-05-14,2020-05-18,4,author_revision
pbio.3000774,1,2020-05-18,2020-07-08,51,author_revision
pbio.3000778,1,2020-03-11,2020-05-01,51,author_revision
pbio.3000778,2,2020-05-22,2020-06-29,38,author_revision
pbio.3000780,1,2020-05-23,2020-06-24,32,author_revision
pbio.3000782,1,2019-11-21,2020-04-22,153,author_revision
pbio.3000782,2,2020-05-26,2020-07-05,40,author_revision
pbio.3000783,1,2020-04-02,2020-05-09,37,author_revision
pbio.3000783,2,2020-05-27,2020-08-07,72,author_revision
pbio.3000788,1,2020-04-09,2020-05-13,34,author_revision
pbio.3000788,2,2020-05-29,2020-07-03,35,author_revision
pbio.3000792,1,2019-10-16,2020-05-27,224,author_revision
pbio.3000792,2,2020-06-01,2020-06-30,29,author_revision
pbio.3000793,0,2020-04-20,2020-04-21,1,author_revision
pbio.3000793,1,2020-06-02,2020-08-28,87,author_revision
pbio.3000796,1,2020-06-30,2020-09-15,77,author_revision
pbio.3000796,2,2020-10-13,2020-11-04,22,author_revision
pbio.3000796,3,2020-11-09,2020-11-26,17,author_revision
pbio.3000797,1,2020-08-23,2021-01-13,143,author_revision
pbio.3000797,2,2021-02-10,2021-03-01,19,author_revision
pbio.3000797,3,2021-03-04,2021-03-15,11,author_revision
pbio.3000803,1,2020-07-08,2020-10-01,85,author_revision
pbio.3000803,2,2020-10-27,2020-11-05,9,author_revision
pbio.3000805,1,2020-01-02,2020-05-04,123,author_revision
pbio.3000805,2,2020-06-09,2020-07-01,22,author_revision
pbio.3000808,1,2020-02-05,2020-05-01,86,author_revision
pbio.3000808,2,2020-06-09,2020-07-28,49,author_revision
pbio.3000813,1,2020-03-16,2020-05-15,60,author_revision
pbio.3000813,2,2020-06-15,2020-08-18,64,author_revision
pbio.3000814,1,2020-03-19,2020-05-21,63,author_revision
pbio.3000814,2,2020-06-16,2020-07-14,28,author_revision
pbio.3000818,1,2020-04-16,2020-05-27,41,author_revision
pbio.3000818,2,2020-06-22,2020-08-10,49,author_revision
pbio.3000825,1,2020-02-18,2020-05-12,84,author_revision
pbio.3000825,2,2020-06-18,2020-06-23,5,author_revision
pbio.3000825,3,2020-06-25,2020-08-08,44,author_revision
pbio.3000826,1,2019-11-12,2020-05-11,181,author_revision
pbio.3000826,2,2020-06-23,2020-07-10,17,author_revision
pbio.3000827,1,2020-06-27,2020-08-26,60,author_revision
pbio.3000828,1,2020-03-08,2020-05-29,82,author_revision
pbio.3000828,2,2020-06-26,2020-08-08,43,author_revision
pbio.3000829,1,2020-06-30,2020-09-02,64,author_revision
pbio.3000833,1,2020-03-31,2020-06-10,71,author_revision
pbio.3000833,2,2020-07-07,2020-07-27,20,author_revision
pbio.3000834,0,2020-03-31,2020-04-01,1,author_revision
pbio.3000834,1,2020-05-15,2020-06-11,27,author_revision
pbio.3000834,2,2020-07-15,2020-08-24,40,author_revision
pbio.3000836,1,2019-11-04,2020-05-01,179,author_revision
pbio.3000836,2,2020-07-03,2020-07-27,24,author_revision
pbio.3000838,1,2019-12-17,2020-05-27,162,author_revision
pbio.3000838,2,2020-07-07,2020-07-21,14,author_revision
pbio.3000840,1,2020-04-10,2020-06-18,69,author_revision
pbio.3000840,2,2020-07-07,2020-07-31,24,author_revision
pbio.3000841,1,2020-03-19,2020-05-27,69,author_revision
pbio.3000841,2,2020-07-02,2020-07-30,28,author_revision
pbio.3000843,0,2020-04-27,2020-04-28,1,author_revision
pbio.3000843,1,2020-06-02,2020-06-22,20,author_revision
pbio.3000843,2,2020-07-09,2020-07-28,19,author_revision
pbio.3000848,1,2020-04-29,2020-06-04,36,author_revision
pbio.3000848,2,2020-07-13,2020-08-07,25,author_revision
pbio.3000850,1,2020-04-22,2020-05-07,15,author_revision
pbio.3000850,2,2020-06-03,2020-06-21,18,author_revision
pbio.3000850,3,2020-07-15,2020-08-21,37,author_revision
pbio.3000851,0,2020-03-09,2020-03-12,3,author_revision
pbio.3000851,1,2020-04-18,2020-05-29,41,author_revision
pbio.3000851,2,2020-06-25,2020-07-28,33,author_revision
pbio.3000852,1,2020-07-14,2020-08-11,28,author_revision
pbio.3000854,1,2020-03-31,2020-05-12,42,author_revision
pbio.3000854,2,2020-07-01,2020-08-03,33,author_revision
pbio.3000862,1,2020-04-06,2020-06-20,75,author_revision
pbio.3000862,2,2020-07-23,2020-09-16,55,author_revision
pbio.3000863,1,2020-03-20,2020-06-19,91,author_revision
pbio.3000863,2,2020-07-23,2020-08-10,18,author_revision
pbio.3000873,1,2020-05-06,2020-06-17,42,author_revision
pbio.3000873,2,2020-08-03,2020-08-19,16,author_revision
pbio.3000874,0,2020-05-07,2020-05-08,1,author_revision
pbio.3000874,1,2020-06-11,2020-07-15,34,author_revision
pbio.3000874,2,2020-08-13,2020-08-24,11,author_revision
pbio.3000876,1,2020-06-02,2020-07-03,31,author_revision
pbio.3000876,2,2020-08-06,2020-09-16,41,author_revision
pbio.3000877,1,2020-05-24,2020-07-21,58,author_revision
pbio.3000877,2,2020-08-06,2020-08-30,24,author_revision
pbio.3000878,1,2020-05-12,2020-07-20,69,author_revision
pbio.3000878,2,2020-08-05,2020-09-14,40,author_revision
pbio.3000881,1,2020-04-08,2020-06-08,61,author_revision
pbio.3000881,2,2020-08-07,2020-09-14,38,author_revision
pbio.3000883,1,2020-03-04,2020-06-15,103,author_revision
pbio.3000883,2,2020-08-13,2020-09-10,28,author_revision
pbio.3000885,0,2020-02-04,2020-02-15,11,author_revision
pbio.3000885,1,2020-03-20,2020-06-01,73,author_revision
pbio.3000885,2,2020-08-10,2020-09-14,35,author_revision
pbio.3000886,1,2020-09-21,2021-01-11,112,author_revision
pbio.3000886,2,2021-02-10,2021-02-16,6,author_revision
pbio.3000894,1,2020-02-04,2020-04-03,59,author_revision
pbio.3000894,2,2020-05-11,2020-06-09,29,author_revision
pbio.3000894,3,2020-07-18,2020-07-28,10,author_revision
pbio.3000894,4,2020-08-12,2020-09-01,20,author_revision
pbio.3000895,0,2019-08-20,2019-09-16,27,author_revision
pbio.3000895,1,2019-10-29,2020-05-27,211,author_revision
pbio.3000895,2,2020-05-27,2020-06-19,23,author_revision
pbio.3000895,3,2020-08-12,2020-08-30,18,author_revision
pbio.3000898,0,2020-06-29,2020-06-30,1,author_revision
pbio.3000898,1,2020-08-13,2020-09-03,21,author_revision
pbio.3000899,1,2020-01-28,2020-07-09,163,author_revision
pbio.3000899,2,2020-08-13,2020-09-14,32,author_revision
pbio.3000900,1,2020-04-08,2020-06-08,61,author_revision
pbio.3000900,2,2020-07-16,2020-08-14,29,author_revision
pbio.3000900,3,2020-08-20,2020-10-01,42,author_revision
pbio.3000902,1,2020-03-03,2020-07-22,141,author_revision
pbio.3000902,2,2020-08-19,2020-09-26,38,author_revision
pbio.3000904,1,2020-06-24,2020-07-08,14,author_revision
pbio.3000904,2,2020-08-19,2020-09-17,29,author_revision
pbio.3000908,1,2020-01-24,2020-06-05,133,author_revision
pbio.3000908,2,2020-08-21,2020-09-18,28,author_revision
pbio.3000916,1,2020-05-11,2020-07-22,72,author_revision
pbio.3000916,2,2020-09-03,2020-09-16,13,author_revision
pbio.3000917,1,2020-06-15,2020-07-20,35,author_revision
pbio.3000917,2,2020-08-29,2020-10-06,38,author_revision
pbio.3000921,1,2020-06-05,2020-07-10,35,author_revision
pbio.3000921,2,2020-09-02,2020-09-15,13,author_revision
pbio.3000923,1,2020-10-29,2021-06-15,229,author_revision
pbio.3000923,2,2021-07-08,2021-07-21,13,author_revision
pbio.3000925,1,2020-04-28,2020-06-21,54,author_revision
pbio.3000925,2,2020-08-19,2020-10-20,62,author_revision
pbio.3000926,1,2020-09-04,2020-09-25,21,author_revision
pbio.3000929,0,2020-08-17,2020-08-20,3,author_revision
pbio.3000929,1,2020-09-16,2020-09-30,14,author_revision
pbio.3000934,1,2020-07-30,2020-08-31,32,author_revision
pbio.3000934,2,2020-09-14,2020-09-15,1,author_revision
pbio.3000936,1,2020-01-08,2020-08-21,226,author_revision
pbio.3000936,2,2020-09-16,2020-10-09,23,author_revision
pbio.3000937,0,2020-03-02,2020-03-05,3,author_revision
pbio.3000937,1,2020-05-13,2020-08-27,106,author_revision
pbio.3000937,2,2020-09-15,2020-10-20,35,author_revision
pbio.3000939,0,2020-09-10,2020-09-10,0,author_revision
pbio.3000939,1,2020-09-21,2020-12-18,88,author_revision
pbio.3000939,2,2021-02-04,2021-02-20,16,author_revision
pbio.3000939,3,2021-02-26,2021-03-02,4,author_revision
pbio.3000940,1,2020-02-19,2020-07-30,162,author_revision
pbio.3000940,2,2020-09-17,2020-10-07,20,author_revision
pbio.3000941,1,2019-11-27,2020-07-27,243,author_revision
pbio.3000941,2,2020-09-17,2020-10-23,36,author_revision
pbio.3000946,1,2020-04-30,2020-07-22,83,author_revision
pbio.3000946,2,2020-09-24,2020-10-19,25,author_revision
pbio.3000951,1,2020-03-26,2020-07-24,120,author_revision
pbio.3000951,2,2020-10-01,2020-10-06,5,author_revision
pbio.3000951,3,2020-10-08,2020-10-29,21,author_revision
pbio.3000952,1,2020-07-30,2020-09-02,34,author_revision
pbio.3000952,2,2020-09-25,2020-11-08,44,author_revision
pbio.3000954,1,2020-06-06,2020-09-04,90,author_revision
pbio.3000954,2,2020-09-29,2020-10-28,29,author_revision
pbio.3000958,1,2020-09-29,2020-10-15,16,author_revision
pbio.3000959,1,2020-11-16,2021-02-04,80,author_revision
pbio.3000959,2,2021-03-01,2021-03-06,5,author_revision
pbio.3000963,1,2020-07-14,2020-09-07,55,author_revision
pbio.3000963,2,2020-10-02,2020-10-29,27,author_revision
pbio.3000965,1,2020-06-04,2020-07-31,57,author_revision
pbio.3000965,2,2020-10-03,2020-10-23,20,author_revision
pbio.3000966,1,2020-06-04,2020-08-03,60,author_revision
pbio.3000966,2,2020-10-07,2020-10-27,20,author_revision
pbio.3000968,1,2020-11-26,2021-03-29,123,author_revision
pbio.3000968,2,2021-05-07,2021-05-17,10,author_revision
pbio.3000969,1,2020-09-17,2020-09-23,6,author_revision
pbio.3000969,2,2020-10-06,2020-10-16,10,author_revision
pbio.3000970,0,2020-06-21,2020-06-22,1,author_revision
pbio.3000970,1,2020-07-30,2020-09-03,35,author_revision
pbio.3000970,2,2020-10-13,2020-10-21,8,author_revision
pbio.3000973,1,2020-08-19,2020-10-02,44,author_revision
pbio.3000973,2,2020-10-08,2020-10-23,15,author_revision
pbio.3000979,1,2020-06-04,2020-06-22,18,author_revision
pbio.3000979,2,2020-08-03,2020-10-05,63,author_revision
pbio.3000979,3,2020-10-16,2020-10-29,13,author_revision
pbio.3000981,1,2020-04-09,2020-08-14,127,author_revision
pbio.3000981,2,2020-10-13,2020-10-23,10,author_revision
pbio.3000987,1,2020-02-27,2020-09-13,199,author_revision
pbio.3000987,2,2020-10-20,2020-11-25,36,author_revision
pbio.3000991,1,2020-01-22,2020-08-03,194,author_revision
pbio.3000991,2,2020-10-16,2020-11-12,27,author_revision
pbio.3000996,1,2020-08-02,2020-10-04,63,author_revision
pbio.3000996,2,2020-10-21,2020-10-27,6,author_revision
pbio.3001001,0,2020-09-28,2020-09-29,1,author_revision
pbio.3001001,1,2020-10-22,2020-11-22,31,author_revision
pbio.3001002,0,2020-06-10,2020-06-12,2,author_revision
pbio.3001002,1,2020-08-03,2020-10-04,62,author_revision
pbio.3001002,2,2020-10-22,2020-11-12,21,author_revision
pbio.3001003,1,2020-05-07,2020-07-07,61,author_revision
pbio.3001003,2,2020-09-02,2020-10-01,29,author_revision
pbio.3001003,3,2020-10-22,2020-11-12,21,author_revision
pbio.3001007,1,2020-08-21,2020-09-08,18,author_revision
pbio.3001007,2,2020-10-26,2020-11-04,9,author_revision
pbio.3001009,1,2020-12-18,2021-04-06,109,author_revision
pbio.3001009,2,2021-04-28,2021-05-02,4,author_revision
pbio.3001010,1,2020-07-08,2020-10-11,95,author_revision
pbio.3001010,2,2020-10-27,2020-11-27,31,author_revision
pbio.3001012,1,2019-11-05,2020-08-03,272,author_revision
pbio.3001012,2,2020-10-29,2020-12-06,38,author_revision
pbio.3001016,1,2020-10-05,2020-10-28,23,author_revision
pbio.3001016,2,2020-11-03,2020-11-11,8,author_revision
pbio.3001018,1,2020-07-15,2020-09-16,63,author_revision
pbio.3001018,2,2020-11-05,2020-12-15,40,author_revision
pbio.3001019,1,2020-05-28,2020-09-12,107,author_revision
pbio.3001019,2,2020-11-06,2020-11-25,19,author_revision
pbio.3001020,0,2020-10-30,2020-11-03,4,author_revision
pbio.3001020,1,2020-11-05,2020-11-24,19,author_revision
pbio.3001023,0,2020-09-04,2020-09-05,1,author_revision
pbio.3001023,1,2020-10-16,2020-10-28,12,author_revision
pbio.3001023,2,2020-11-11,2020-11-15,4,author_revision
pbio.3001025,1,2019-11-27,2020-09-24,302,author_revision
pbio.3001025,2,2020-11-10,2020-11-30,20,author_revision
pbio.3001026,1,2020-07-20,2020-10-03,75,author_revision
pbio.3001026,2,2020-11-11,2020-12-01,20,author_revision
pbio.3001028,0,2019-11-03,2019-11-04,1,author_revision
pbio.3001028,1,2019-12-09,2020-07-01,205,author_revision
pbio.3001028,2,2020-08-27,2020-11-05,70,author_revision
pbio.3001029,1,2020-02-25,2020-10-01,219,author_revision
pbio.3001029,2,2020-11-11,2020-12-16,35,author_revision
pbio.3001030,0,2020-11-10,2020-11-10,0,author_revision
pbio.3001030,1,2020-11-11,2020-11-19,8,author_revision
pbio.3001032,1,2020-09-28,2020-10-27,29,author_revision
pbio.3001032,2,2020-11-13,2020-11-19,6,author_revision
pbio.3001034,1,2020-03-03,2020-09-15,196,author_revision
pbio.3001034,2,2020-11-18,2020-12-10,22,author_revision
pbio.3001041,1,2020-04-29,2020-07-17,79,author_revision
