PLOSPaperID,round,decision_date,response_date,duration_days,stage_type
pone.0265165,0,2021-02-16,2021-04-22,65,author_revision
pone.0265165,1,2021-05-13,2021-07-22,70,author_revision
pone.0265165,2,2021-10-26,2021-11-23,28,author_revision
pone.0265168,0,2021-08-24,2022-01-21,150,author_revision
pone.0265172,0,2021-07-08,2021-08-21,44,author_revision
pone.0265172,1,2021-11-09,2022-01-07,59,author_revision
pone.0265173,0,2021-09-15,2022-01-07,114,author_revision
pone.0265178,0,2021-07-16,2021-11-25,132,author_revision
pone.0265180,0,2021-10-09,2022-02-13,127,author_revision
pone.0265182,0,2021-08-02,2021-09-17,46,author_revision
pone.0265182,1,2021-11-22,2021-11-24,2,author_revision
pone.0265182,2,2022-01-25,2022-02-02,8,author_revision
pone.0265184,0,2021-11-16,2021-12-11,25,author_revision
pone.0265184,1,2021-12-30,2021-12-31,1,author_revision
pone.0265184,2,2022-01-17,2022-01-20,3,author_revision
pone.0265190,0,2021-12-02,2022-01-25,54,author_revision
pone.0265191,0,2021-12-01,2021-12-15,14,author_revision
pone.0265192,0,2021-09-03,2021-09-30,27,author_revision
pone.0265192,1,2021-10-26,2021-10-29,3,author_revision
pone.0265192,2,2021-11-24,2021-11-30,6,author_revision
pone.0265192,3,2022-01-04,2022-02-13,40,author_revision
pone.0265195,0,2021-12-06,2022-01-20,45,author_revision
pone.0265196,0,2021-10-01,2022-01-30,121,author_revision
pone.0265196,1,2022-02-22,2022-02-24,2,author_revision
pone.0265197,0,2021-12-09,2022-02-17,70,author_revision
pone.0265198,0,2021-10-05,2021-11-06,32,author_revision
pone.0265205,0,2022-01-13,2022-02-11,29,author_revision
pone.0265205,1,2022-02-21,2022-02-22,1,author_revision
pone.0265209,0,2022-01-28,2022-02-04,7,author_revision
pone.0265211,0,2021-10-26,2022-01-07,73,author_revision
pone.0265211,1,2022-01-24,2022-02-16,23,author_revision
pone.0265212,0,2022-09-01,2022-10-17,46,author_revision
pone.0265214,0,2021-11-05,2022-01-04,60,author_revision
pone.0265214,1,2022-02-10,2022-02-16,6,author_revision
pone.0265215,0,2022-02-11,2022-02-20,9,author_revision
pone.0265217,0,2021-11-29,2022-01-19,51,author_revision
pone.0265217,1,2022-02-02,2022-02-07,5,author_revision
pone.0265220,0,2022-01-10,2022-02-12,33,author_revision
pone.0265221,0,2022-01-17,2022-02-07,21,author_revision
pone.0265223,0,2021-12-01,2022-02-10,71,author_revision
pone.0265229,0,2021-12-23,2022-02-02,41,author_revision
pone.0265232,0,2021-10-22,2021-12-15,54,author_revision
pone.0265232,1,2022-01-12,2022-02-14,33,author_revision
pone.0265233,0,2022-02-15,2022-02-23,8,author_revision
pone.0265234,0,2021-11-01,2021-11-25,24,author_revision
pone.0265234,1,2022-01-13,2022-02-11,29,author_revision
pone.0265236,0,2021-12-26,2022-01-06,11,author_revision
pone.0265237,0,2021-12-21,2022-02-08,49,author_revision
pone.0265241,0,2021-11-16,2022-01-19,64,author_revision
pone.0265244,0,2021-11-02,2022-02-17,107,author_revision
pone.0265246,0,2021-11-19,2021-12-31,42,author_revision
pone.0265246,1,2022-02-11,2022-02-24,13,author_revision
pone.0265249,0,2021-12-09,2022-01-22,44,author_revision
pone.0265262,0,2022-01-31,2022-02-03,3,author_revision
pone.0265262,1,2022-02-21,2022-02-24,3,author_revision
pone.0265263,0,2022-01-13,2022-02-12,30,author_revision
pone.0265267,0,2022-01-11,2022-02-09,29,author_revision
pone.0265271,0,2022-01-17,2022-02-18,32,author_revision
pone.0265275,0,2022-01-19,2022-01-25,6,author_revision
pone.0265276,0,2022-01-05,2022-02-22,48,author_revision
pone.0265282,0,2022-01-03,2022-02-17,45,author_revision
pone.0265283,0,2021-12-02,2022-02-04,64,author_revision
pone.0265290,0,2022-06-23,2022-08-26,64,author_revision
pone.0265290,1,2022-10-17,2022-11-20,34,author_revision
pone.0265292,0,2022-05-26,2022-10-09,136,author_revision
pone.0265292,1,2023-01-17,2023-03-03,45,author_revision
pone.0265293,0,2022-06-30,2022-09-09,71,author_revision
pone.0265297,0,2022-05-26,2023-01-05,224,author_revision
pone.0265297,1,2023-03-06,2023-03-26,20,author_revision
pone.0265299,0,2022-04-01,2022-06-26,86,author_revision
pone.0265301,0,2020-11-25,2021-05-19,175,author_revision
pone.0265301,1,2022-01-10,2022-02-20,41,author_revision
pone.0265305,0,2020-12-30,2021-06-28,180,author_revision
pone.0265305,1,2021-07-28,2021-10-19,83,author_revision
pone.0265305,2,2021-10-28,2021-12-07,40,author_revision
pone.0265305,3,2021-12-21,2022-02-24,65,author_revision
pone.0265306,0,2021-06-29,2022-01-04,189,author_revision
pone.0265307,0,2021-06-22,2021-08-04,43,author_revision
pone.0265307,1,2022-01-11,2022-02-25,45,author_revision
pone.0265311,0,2021-11-12,2022-01-18,67,author_revision
pone.0265312,0,2021-12-13,2022-02-03,52,author_revision
pone.0265313,0,2021-06-09,2021-07-23,44,author_revision
pone.0265313,1,2021-08-31,2021-10-26,56,author_revision
pone.0265313,2,2021-12-01,2022-01-14,44,author_revision
pone.0265315,0,2021-11-02,2021-12-21,49,author_revision
pone.0265315,1,2022-01-21,2022-01-31,10,author_revision
pone.0265319,0,2021-06-14,2021-07-29,45,author_revision
pone.0265319,1,2021-09-06,2021-10-04,28,author_revision
pone.0265319,2,2022-01-20,2022-02-22,33,author_revision
pone.0265321,0,2021-09-03,2021-10-19,46,author_revision
pone.0265321,1,2021-12-10,2022-01-24,45,author_revision
pone.0265322,0,2021-12-01,2022-01-12,42,author_revision
pone.0265323,0,2021-08-10,2021-09-23,44,author_revision
pone.0265323,1,2021-12-14,2022-01-23,40,author_revision
pone.0265324,0,2021-12-10,2022-01-05,26,author_revision
pone.0265324,1,2022-01-18,2022-02-05,18,author_revision
pone.0265325,0,2022-01-10,2022-02-23,44,author_revision
pone.0265328,0,2021-12-13,2021-12-30,17,author_revision
pone.0265332,0,2021-12-13,2021-12-21,8,author_revision
pone.0265334,0,2021-09-10,2021-11-05,56,author_revision
pone.0265334,1,2021-11-22,2022-01-20,59,author_revision
pone.0265337,0,2021-12-10,2022-01-23,44,author_revision
pone.0265347,0,2021-12-22,2022-02-17,57,author_revision
pone.0265348,0,2021-12-29,2022-01-15,17,author_revision
pone.0265353,0,2022-01-13,2022-01-28,15,author_revision
pone.0265355,0,2021-12-02,2022-02-16,76,author_revision
pone.0265357,0,2021-11-14,2021-12-22,38,author_revision
pone.0265358,0,2021-12-10,2022-01-26,47,author_revision
pone.0265359,0,2021-12-28,2022-02-23,57,author_revision
pone.0265360,0,2021-11-09,2022-01-28,80,author_revision
pone.0265362,0,2022-01-05,2022-02-11,37,author_revision
pone.0265367,0,2022-01-06,2022-02-18,43,author_revision
pone.0265372,0,2022-06-24,2022-08-16,53,author_revision
pone.0265372,1,2022-10-02,2022-11-17,46,author_revision
pone.0265377,0,2021-08-31,2021-10-15,45,author_revision
pone.0265377,1,2021-11-16,2022-02-15,91,author_revision
pone.0265378,0,2021-03-17,2021-07-20,125,author_revision
pone.0265378,1,2021-11-10,2022-02-10,92,author_revision
pone.0265381,0,2021-08-27,2021-09-15,19,author_revision
pone.0265384,0,2021-12-09,2022-01-12,34,author_revision
pone.0265388,0,2020-11-10,2021-04-01,142,author_revision
pone.0265388,1,2021-05-12,2021-06-25,44,author_revision
pone.0265388,2,2021-07-11,2021-07-31,20,author_revision
pone.0265388,3,2021-10-05,2021-11-18,44,author_revision
pone.0265389,0,2021-03-04,2021-11-16,257,author_revision
pone.0265390,0,2021-06-18,2021-08-30,73,author_revision
pone.0265390,1,2021-10-15,2021-11-26,42,author_revision
pone.0265390,2,2021-12-17,2022-02-15,60,author_revision
pone.0265391,0,2021-05-04,2021-11-04,184,author_revision
pone.0265391,1,2021-12-20,2022-02-15,57,author_revision
pone.0265391,2,2022-02-22,2022-02-24,2,author_revision
pone.0265396,0,2021-10-21,2021-12-29,69,author_revision
pone.0265400,0,2021-08-26,2022-02-24,182,author_revision
pone.0265402,0,2021-10-11,2022-01-12,93,author_revision
pone.0265402,1,2022-01-26,2022-02-03,8,author_revision
pone.0265402,2,2022-02-22,2022-02-24,2,author_revision
pone.0265404,0,2021-12-22,2022-02-01,41,author_revision
pone.0265408,0,2021-12-22,2022-02-02,42,author_revision
pone.0265409,0,2021-12-28,2022-01-20,23,author_revision
pone.0265410,0,2022-01-05,2022-01-19,14,author_revision
pone.0265410,1,2022-02-23,2022-02-24,1,author_revision
pone.0265411,0,2021-10-13,2022-02-18,128,author_revision
pone.0265412,0,2021-08-17,2021-10-02,46,author_revision
pone.0265412,1,2021-11-29,2021-12-29,30,author_revision
pone.0265413,0,2021-07-21,2021-10-18,89,author_revision
pone.0265414,0,2021-10-21,2022-01-06,77,author_revision
pone.0265416,0,2021-09-29,2021-10-13,14,author_revision
pone.0265416,1,2021-11-10,2021-11-11,1,author_revision
pone.0265416,2,2022-02-16,2022-02-17,1,author_revision
pone.0265417,0,2021-10-06,2021-12-23,78,author_revision
pone.0265417,1,2022-01-25,2022-02-07,13,author_revision
pone.0265417,2,2022-02-08,2022-03-01,21,author_revision
pone.0265418,0,2022-01-03,2022-02-21,49,author_revision
pone.0265421,0,2021-12-23,2022-02-18,57,author_revision
pone.0265429,0,2022-01-10,2022-01-27,17,author_revision
pone.0265434,0,2021-10-12,2021-12-09,58,author_revision
pone.0265435,0,2021-11-08,2021-12-22,44,author_revision
pone.0265442,0,2021-12-20,2022-02-16,58,author_revision
pone.0265450,0,2022-01-04,2022-02-26,53,author_revision
pone.0265458,0,2022-01-06,2022-02-07,32,author_revision
pone.0265463,0,2021-04-12,2022-02-10,304,author_revision
pone.0265465,0,2021-12-01,2021-12-28,27,author_revision
pone.0265469,0,2021-12-06,2022-02-19,75,author_revision
pone.0265471,0,2021-12-21,2022-01-28,38,author_revision
pone.0265471,1,2022-02-28,2022-03-01,1,author_revision
pone.0265473,0,2022-01-27,2022-02-03,7,author_revision
pone.0265475,0,2022-04-04,2022-05-16,42,author_revision
pone.0265476,0,2021-10-12,2022-02-03,114,author_revision
pone.0265478,0,2022-05-27,2022-07-21,55,author_revision
pone.0265480,0,2021-12-13,2022-02-19,68,author_revision
pone.0265483,0,2021-07-26,2021-10-20,86,author_revision
pone.0265485,0,2021-10-14,2021-11-02,19,author_revision
pone.0265485,1,2021-12-19,2022-01-20,32,author_revision
pone.0265486,0,2021-07-27,2021-09-26,61,author_revision
pone.0265486,1,2022-01-24,2022-02-21,28,author_revision
pone.0265487,0,2021-07-13,2021-07-17,4,author_revision
pone.0265487,1,2021-09-09,2021-09-18,9,author_revision
pone.0265487,2,2021-10-25,2021-10-27,2,author_revision
pone.0265487,3,2021-12-06,2022-01-11,36,author_revision
pone.0265487,4,2022-02-02,2022-02-08,6,author_revision
pone.0265487,5,2022-02-28,2022-03-02,2,author_revision
pone.0265492,0,2021-11-23,2022-02-28,97,author_revision
pone.0265493,0,2022-01-11,2022-02-15,35,author_revision
pone.0265496,0,2021-10-12,2022-02-10,121,author_revision
pone.0265498,0,2021-12-13,2022-02-05,54,author_revision
pone.0265501,0,2021-12-16,2022-01-28,43,author_revision
pone.0265505,0,2021-10-26,2021-12-09,44,author_revision
pone.0265505,1,2022-01-10,2022-01-24,14,author_revision
pone.0265505,2,2022-02-18,2022-03-02,12,author_revision
pone.0265506,0,2022-02-04,2022-02-17,13,author_revision
pone.0265508,0,2022-01-06,2022-02-13,38,author_revision
pone.0265513,0,2022-01-19,2022-02-26,38,author_revision
pone.0265516,0,2022-01-21,2022-02-07,17,author_revision
pone.0265517,0,2022-01-12,2022-02-11,30,author_revision
pone.0265525,0,2021-05-27,2021-08-18,83,author_revision
pone.0265525,1,2021-11-08,2021-12-21,43,author_revision
pone.0265526,0,2021-05-18,2021-08-19,93,author_revision
pone.0265526,1,2021-10-11,2021-11-23,43,author_revision
pone.0265526,2,2022-01-24,2022-02-21,28,author_revision
pone.0265528,0,2021-09-30,2022-02-08,131,author_revision
pone.0265529,0,2022-02-02,2022-02-16,14,author_revision
pone.0265530,0,2022-01-28,2022-02-05,8,author_revision
pone.0265530,1,2022-02-22,2022-03-02,8,author_revision
pone.0265543,0,2021-08-27,2021-10-07,41,author_revision
pone.0265543,1,2022-01-07,2022-01-20,13,author_revision
pone.0265551,0,2022-02-23,2022-03-02,7,author_revision
pone.0265559,0,2022-01-20,2022-02-09,20,author_revision
pone.0265560,0,2022-02-02,2022-03-01,27,author_revision
pone.0265561,0,2021-10-13,2021-12-18,66,author_revision
pone.0265561,1,2022-02-03,2022-03-02,27,author_revision
pone.0265562,0,2021-12-01,2021-12-08,7,author_revision
pone.0265562,1,2022-02-11,2022-02-14,3,author_revision
pone.0265563,0,2021-09-20,2021-10-28,38,author_revision
pone.0265563,1,2022-02-07,2022-02-22,15,author_revision
pone.0265565,0,2021-11-26,2022-01-07,42,author_revision
pone.0265573,0,2022-01-21,2022-02-22,32,author_revision
pone.0265575,0,2021-12-20,2022-01-22,33,author_revision
pone.0265576,0,2022-02-08,2022-03-02,22,author_revision
pone.0265579,0,2021-08-27,2021-11-08,73,author_revision
pone.0265581,0,2021-12-26,2022-01-21,26,author_revision
pone.0265582,0,2021-11-26,2022-02-09,75,author_revision
pone.0265584,0,2022-01-05,2022-02-20,46,author_revision
pone.0265593,0,2021-05-04,2021-09-24,143,author_revision
pone.0265593,1,2021-11-18,2022-02-28,102,author_revision
pone.0265594,0,2021-08-14,2021-08-27,13,author_revision
pone.0265596,0,2021-12-01,2021-12-19,18,author_revision
pone.0265596,1,2022-01-21,2022-02-17,27,author_revision
pone.0265597,0,2021-10-06,2022-03-02,147,author_revision
pone.0265601,0,2021-10-15,2021-11-27,43,author_revision
pone.0265601,1,2021-12-20,2022-02-02,44,author_revision
pone.0265601,2,2022-02-23,2022-02-28,5,author_revision
pone.0265602,0,2021-07-16,2021-07-28,12,author_revision
pone.0265602,1,2021-12-20,2021-12-22,2,author_revision
pone.0265605,0,2021-10-26,2021-12-09,44,author_revision
pone.0265608,0,2021-11-15,2021-12-29,44,author_revision
pone.0265611,0,2021-12-16,2022-01-17,32,author_revision
pone.0265612,0,2021-11-05,2021-12-20,45,author_revision
pone.0265614,0,2021-11-25,2022-01-10,46,author_revision
pone.0265616,0,2021-12-04,2022-01-26,53,author_revision
pone.0265619,0,2021-10-26,2021-12-26,61,author_revision
pone.0265619,1,2022-01-19,2022-01-22,3,author_revision
pone.0265619,2,2022-02-14,2022-02-27,13,author_revision
pone.0265620,0,2021-12-19,2022-02-01,44,author_revision
pone.0265621,0,2021-10-05,2021-11-15,41,author_revision
pone.0265621,1,2022-01-03,2022-01-31,28,author_revision
pone.0265622,0,2022-01-20,2022-02-08,19,author_revision
pone.0265623,0,2021-09-10,2021-11-02,53,author_revision
pone.0265623,1,2021-12-01,2022-02-12,73,author_revision
pone.0265629,0,2021-11-24,2022-01-13,50,author_revision
pone.0265629,1,2022-01-31,2022-02-11,11,author_revision
pone.0265631,0,2021-10-26,2021-12-07,42,author_revision
pone.0265631,1,2022-02-08,2022-02-22,14,author_revision
pone.0265633,0,2022-01-18,2022-01-28,10,author_revision
pone.0265634,0,2022-01-04,2022-02-28,55,author_revision
pone.0265635,0,2021-12-09,2022-01-27,49,author_revision
pone.0265637,0,2021-11-01,2021-12-29,58,author_revision
pone.0265637,1,2022-01-21,2022-02-24,34,author_revision
pone.0265640,0,2022-01-26,2022-02-01,6,author_revision
pone.0265648,0,2021-11-24,2022-01-05,42,author_revision
pone.0265648,1,2022-01-27,2022-02-08,12,author_revision
pone.0265649,0,2022-01-10,2022-02-22,43,author_revision
pone.0265653,0,2022-01-25,2022-02-02,8,author_revision
pone.0265653,1,2022-02-28,2022-03-03,3,author_revision
pone.0265656,0,2022-01-19,2022-02-17,29,author_revision
pone.0265659,0,2021-12-13,2022-02-02,51,author_revision
pone.0265659,1,2022-02-21,2022-02-26,5,author_revision
pone.0265663,0,2022-01-06,2022-02-18,43,author_revision
pone.0265666,0,2021-12-19,2022-02-23,66,author_revision
pone.0265669,0,2022-01-05,2022-01-28,23,author_revision
pone.0265671,0,2021-11-11,2021-12-15,34,author_revision
pone.0265671,1,2022-01-26,2022-02-09,14,author_revision
pone.0265674,0,2021-11-05,2022-02-20,107,author_revision
pone.0265677,0,2021-11-19,2022-02-11,84,author_revision
pone.0265678,0,2021-11-19,2022-02-28,101,author_revision
pone.0265680,0,2021-12-10,2022-01-28,49,author_revision
pone.0265682,0,2022-01-10,2022-02-27,48,author_revision
pone.0265683,0,2021-12-20,2022-02-24,66,author_revision
pone.0265684,0,2021-12-23,2022-02-10,49,author_revision
pone.0265685,0,2022-01-20,2022-02-08,19,author_revision
pone.0265687,0,2022-01-14,2022-02-28,45,author_revision
pone.0265691,0,2022-02-16,2022-03-03,15,author_revision
pone.0265698,0,2022-06-20,2022-12-30,193,author_revision
pone.0265698,1,2023-02-01,2023-02-23,22,author_revision
pone.0265703,0,2022-05-12,2022-07-26,75,author_revision
pone.0265709,0,2022-05-02,2022-06-21,50,author_revision
pone.0265716,0,2021-10-20,2022-01-09,81,author_revision
pone.0265716,1,2022-02-18,2022-03-03,13,author_revision
pone.0265721,0,2021-07-26,2021-09-24,60,author_revision
pone.0265723,0,2022-02-02,2022-02-28,26,author_revision
pone.0265724,0,2021-12-02,2022-02-11,71,author_revision
pone.0265725,0,2021-12-13,2022-02-14,63,author_revision
pone.0265726,0,2021-12-16,2022-02-09,55,author_revision
pone.0265728,0,2022-01-03,2022-02-20,48,author_revision
pone.0265733,0,2021-06-25,2021-07-18,23,author_revision
pone.0265733,1,2021-08-23,2021-08-26,3,author_revision
pone.0265733,2,2021-11-15,2021-12-10,25,author_revision
pone.0265733,3,2022-01-24,2022-02-07,14,author_revision
pone.0265734,0,2021-09-01,2022-01-09,130,author_revision
pone.0265738,0,2022-01-10,2022-02-20,41,author_revision
pone.0265739,0,2021-12-21,2022-01-09,19,author_revision
pone.0265739,1,2022-02-16,2022-03-07,19,author_revision
pone.0265740,0,2022-01-06,2022-02-17,42,author_revision
pone.0265747,0,2022-01-21,2022-02-16,26,author_revision
pone.0265750,0,2021-11-01,2021-11-22,21,author_revision
pone.0265750,1,2021-12-19,2022-02-09,52,author_revision
pone.0265757,0,2022-02-09,2022-03-05,24,author_revision
pone.0265758,0,2022-01-14,2022-02-10,27,author_revision
pone.0265765,0,2021-10-15,2022-02-22,130,author_revision
pone.0265768,0,2022-01-11,2022-02-16,36,author_revision
pone.0265769,0,2022-01-10,2022-02-01,22,author_revision
pone.0265769,1,2022-02-18,2022-02-21,3,author_revision
pone.0265770,0,2021-12-30,2022-01-31,32,author_revision
pone.0265771,0,2022-01-14,2022-01-23,9,author_revision
pone.0265778,0,2022-01-14,2022-02-03,20,author_revision
pone.0265780,0,2022-01-21,2022-02-05,15,author_revision
pone.0265781,0,2022-01-12,2022-02-01,20,author_revision
pone.0265782,0,2022-06-15,2022-08-03,49,author_revision
pone.0265782,1,2022-09-19,2023-03-02,164,author_revision
pone.0265784,0,2022-07-20,2022-09-15,57,author_revision
pone.0265792,0,2022-04-18,2022-05-11,23,author_revision
pone.0265792,1,2022-07-13,2022-08-23,41,author_revision
pone.0265812,0,2022-01-10,2022-03-02,51,author_revision
pone.0265812,1,2022-03-04,2022-03-07,3,author_revision
pone.0265818,0,2021-10-11,2021-12-02,52,author_revision
pone.0265822,0,2021-12-01,2022-01-22,52,author_revision
pone.0265828,0,2021-08-10,2021-09-24,45,author_revision
pone.0265830,0,2021-11-26,2022-01-20,55,author_revision
pone.0265831,0,2021-08-16,2021-10-18,63,author_revision
pone.0265831,1,2021-12-13,2022-02-15,64,author_revision
pone.0265832,0,2021-11-01,2021-12-28,57,author_revision
pone.0265832,1,2022-02-02,2022-03-06,32,author_revision
pone.0265836,0,2022-02-10,2022-03-04,22,author_revision
pone.0265837,0,2021-09-11,2022-01-20,131,author_revision
pone.0265838,0,2021-11-29,2021-12-21,22,author_revision
pone.0265838,1,2022-01-27,2022-02-07,11,author_revision
pone.0265841,0,2021-12-21,2022-01-14,24,author_revision
pone.0265844,0,2022-02-28,2022-03-04,4,author_revision
pone.0265847,0,2021-12-13,2022-02-06,55,author_revision
pone.0265850,0,2021-10-19,2021-12-01,43,author_revision
pone.0265850,1,2022-02-02,2022-02-17,15,author_revision
pone.0265852,0,2021-12-02,2022-02-04,64,author_revision
pone.0265858,0,2022-05-18,2022-05-31,13,author_revision
pone.0265860,0,2022-05-05,2022-06-03,29,author_revision
pone.0265860,1,2022-06-10,2022-06-10,0,author_revision
pone.0265861,0,2022-04-07,2022-04-21,14,author_revision
pone.0265869,0,2021-06-09,2021-10-13,126,author_revision
pone.0265869,1,2021-12-21,2022-02-25,66,author_revision
pone.0265871,0,2021-11-03,2021-12-11,38,author_revision
pone.0265871,1,2022-02-14,2022-03-01,15,author_revision
pone.0265874,0,2021-12-06,2022-01-21,46,author_revision
pone.0265874,1,2022-02-16,2022-03-04,16,author_revision
pone.0265875,0,2022-01-19,2022-02-06,18,author_revision
pone.0265877,0,2021-05-18,2021-07-08,51,author_revision
pone.0265877,1,2022-02-08,2022-03-06,26,author_revision
pone.0265880,0,2021-12-02,2022-03-03,91,author_revision
pone.0265888,0,2021-12-01,2022-02-04,65,author_revision
pone.0265892,0,2022-01-20,2022-02-21,32,author_revision
pone.0265893,0,2021-12-01,2022-02-28,89,author_revision
pone.0265895,0,2022-01-07,2022-02-08,32,author_revision
pone.0265896,0,2021-10-12,2021-11-25,44,author_revision
pone.0265896,1,2022-01-04,2022-01-17,13,author_revision
pone.0265896,2,2022-02-03,2022-02-15,12,author_revision
pone.0265899,0,2021-11-22,2022-01-14,53,author_revision
pone.0265899,1,2022-03-01,2022-03-07,6,author_revision
pone.0265901,0,2021-10-22,2021-12-03,42,author_revision
pone.0265902,0,2022-01-19,2022-02-18,30,author_revision
pone.0265904,0,2022-01-07,2022-01-15,8,author_revision
pone.0265904,1,2022-02-18,2022-02-19,1,author_revision
pone.0265906,0,2021-12-15,2022-01-25,41,author_revision
pone.0265914,0,2021-12-01,2022-01-17,47,author_revision
pone.0265914,1,2022-01-27,2022-02-12,16,author_revision
pone.0265914,2,2022-02-21,2022-02-27,6,author_revision
pone.0265914,3,2022-03-07,2022-03-08,1,author_revision
pone.0265921,0,2022-06-15,2022-08-02,48,author_revision
pone.0265921,1,2022-10-19,2022-11-01,13,author_revision
pone.0265931,0,2021-06-17,2022-03-02,258,author_revision
pone.0265932,0,2021-05-04,2021-09-16,135,author_revision
pone.0265932,1,2021-10-08,2022-02-10,125,author_revision
pone.0265932,2,2022-02-14,2022-02-23,9,author_revision
pone.0265933,0,2021-11-26,2022-01-06,41,author_revision
pone.0265934,0,2021-11-09,2022-01-26,78,author_revision
pone.0265934,1,2022-02-24,2022-03-07,11,author_revision
pone.0265947,0,2021-11-26,2022-01-13,48,author_revision
pone.0265947,1,2022-02-09,2022-02-22,13,author_revision
pone.0265951,0,2021-09-13,2022-02-21,161,author_revision
pone.0265953,0,2022-02-09,2022-02-21,12,author_revision
pone.0265955,0,2022-01-04,2022-02-28,55,author_revision
pone.0265959,0,2021-11-29,2022-02-13,76,author_revision
pone.0265963,0,2021-11-08,2021-12-12,34,author_revision
pone.0265963,1,2022-02-23,2022-02-28,5,author_revision
pone.0265965,0,2021-12-23,2022-01-13,21,author_revision
pone.0265966,0,2021-12-30,2022-02-18,50,author_revision
pone.0265967,0,2021-12-22,2022-01-24,33,author_revision
pone.0265967,1,2022-02-22,2022-03-04,10,author_revision
pone.0265968,0,2022-01-19,2022-01-31,12,author_revision
pone.0265968,1,2022-03-06,2022-03-10,4,author_revision
pone.0265969,0,2022-01-26,2022-02-06,11,author_revision
pone.0265969,1,2022-03-03,2022-03-05,2,author_revision
pone.0265971,0,2022-02-25,2022-03-02,5,author_revision
pone.0265977,0,2022-06-06,2022-11-27,174,author_revision
pone.0265977,1,2022-12-13,2022-12-20,7,author_revision
pone.0265977,2,2022-12-26,2023-01-10,15,author_revision
pone.0265979,0,2022-03-23,2022-03-28,5,author_revision
pone.0265979,1,2022-05-06,2022-05-16,10,author_revision
pone.0265981,0,2022-05-16,2022-07-13,58,author_revision
pone.0265987,0,2021-10-06,2021-11-03,28,author_revision
pone.0265987,1,2022-02-03,2022-03-02,27,author_revision
pone.0265991,0,2022-02-04,2022-02-14,10,author_revision
pone.0265993,0,2020-10-20,2020-12-15,56,author_revision
pone.0265993,1,2021-05-11,2021-10-16,158,author_revision
pone.0265993,2,2021-10-20,2022-03-10,141,author_revision
pone.0265995,0,2021-03-25,2021-06-02,69,author_revision
pone.0265995,1,2021-10-19,2021-11-23,35,author_revision
pone.0265995,2,2022-02-07,2022-03-02,23,author_revision
pone.0265995,3,2022-03-07,2022-03-08,1,author_revision
pone.0265998,0,2021-05-18,2022-02-15,273,author_revision
pone.0265999,0,2022-02-04,2022-03-07,31,author_revision
pone.0266001,0,2021-11-04,2021-12-16,42,author_revision
pone.0266003,0,2021-12-15,2022-03-02,77,author_revision
pone.0266005,0,2021-12-23,2022-02-04,43,author_revision
pone.0266005,1,2022-03-04,2022-03-09,5,author_revision
pone.0266007,0,2021-04-26,2021-06-30,65,author_revision
pone.0266009,0,2021-08-17,2021-09-13,27,author_revision
pone.0266009,1,2021-11-08,2022-01-06,59,author_revision
pone.0266009,2,2022-02-23,2022-03-07,12,author_revision
pone.0266010,0,2021-05-27,2021-12-14,201,author_revision
pone.0266010,1,2022-01-20,2022-03-05,44,author_revision
pone.0266015,0,2021-12-23,2021-12-28,5,author_revision
pone.0266019,0,2022-01-28,2022-02-20,23,author_revision
pone.0266020,0,2021-11-22,2022-01-22,61,author_revision
pone.0266020,1,2022-03-07,2022-03-09,2,author_revision
pone.0266021,0,2022-02-07,2022-02-21,14,author_revision
pone.0266025,0,2022-01-24,2022-02-02,9,author_revision
pone.0266026,0,2021-11-04,2021-12-28,54,author_revision
pone.0266029,0,2022-02-22,2022-03-08,14,author_revision
pone.0266032,0,2021-11-24,2022-01-18,55,author_revision
pone.0266034,0,2021-09-28,2021-12-09,72,author_revision
pone.0266034,1,2022-02-16,2022-02-21,5,author_revision
pone.0266035,0,2021-09-21,2022-01-31,132,author_revision
pone.0266036,0,2021-12-02,2022-01-26,55,author_revision
pone.0266038,0,2021-10-19,2021-12-29,71,author_revision
pone.0266041,0,2022-02-14,2022-03-07,21,author_revision
pone.0266043,0,2022-01-31,2022-03-04,32,author_revision
pone.0266044,0,2021-11-01,2022-02-27,118,author_revision
pone.0266047,0,2021-11-24,2022-02-09,77,author_revision
pone.0266047,1,2022-03-07,2022-03-08,1,author_revision
pone.0266047,2,2022-03-10,2022-03-10,0,author_revision
pone.0266051,0,2021-11-23,2022-01-06,44,author_revision
pone.0266051,1,2022-03-07,2022-03-10,3,author_revision
pone.0266054,0,2021-12-21,2022-01-18,28,author_revision
pone.0266054,1,2022-02-10,2022-03-01,19,author_revision
pone.0266055,0,2021-12-22,2022-03-03,71,author_revision
pone.0266056,0,2022-01-05,2022-02-17,43,author_revision
pone.0266060,0,2022-02-01,2022-02-28,27,author_revision
pone.0266061,0,2022-01-28,2022-03-09,40,author_revision
pone.0266064,0,2022-01-25,2022-03-10,44,author_revision
pone.0266066,0,2021-10-27,2021-11-17,21,author_revision
pone.0266076,0,2021-03-16,2021-05-06,51,author_revision
pone.0266076,1,2021-08-05,2021-10-28,84,author_revision
pone.0266076,2,2021-12-27,2022-02-16,51,author_revision
pone.0266078,0,2022-01-11,2022-02-10,30,author_revision
pone.0266079,0,2021-10-04,2022-01-12,100,author_revision
pone.0266080,0,2021-06-14,2021-07-29,45,author_revision
pone.0266080,1,2021-12-21,2022-03-02,71,author_revision
pone.0266082,0,2021-09-15,2021-10-20,35,author_revision
