pmid,pmc,publisher-id,doi,File,other,pii
17068080,PMC1635299,,10.1093/nar/gkl689,PMC001xxxxxx/PMC1635299.xml,,
17020914,PMC1635300,,10.1093/nar/gkl691,PMC001xxxxxx/PMC1635300.xml,,
17062631,PMC1635301,,10.1093/nar/gkl697,PMC001xxxxxx/PMC1635301.xml,,
17053100,PMC1635302,,10.1093/nar/gkl699,PMC001xxxxxx/PMC1635302.xml,,
17062618,PMC1635303,,10.1093/nar/gkl703,PMC001xxxxxx/PMC1635303.xml,,
17020913,PMC1635304,,10.1093/nar/gkl704,PMC001xxxxxx/PMC1635304.xml,,
17062628,PMC1635305,,10.1093/nar/gkl708,PMC001xxxxxx/PMC1635305.xml,,
17040894,PMC1635306,,10.1093/nar/gkl710,PMC001xxxxxx/PMC1635306.xml,,
17040893,PMC1635307,,10.1093/nar/gkl722,PMC001xxxxxx/PMC1635307.xml,,
17040899,PMC1635308,,10.1093/nar/gkl726,PMC001xxxxxx/PMC1635308.xml,,
17062627,PMC1635309,,10.1093/nar/gkl728,PMC001xxxxxx/PMC1635309.xml,,
17068079,PMC1635310,,10.1093/nar/gkl731,PMC001xxxxxx/PMC1635310.xml,,
17062630,PMC1635311,,10.1093/nar/gkl732,PMC001xxxxxx/PMC1635311.xml,,
17074746,PMC1635312,,10.1093/nar/gkl733,PMC001xxxxxx/PMC1635312.xml,,
17068078,PMC1635313,,10.1093/nar/gkl734,PMC001xxxxxx/PMC1635313.xml,,
17053099,PMC1635314,,10.1093/nar/gkl736,PMC001xxxxxx/PMC1635314.xml,,
17071718,PMC1635315,,10.1093/nar/gkl739,PMC001xxxxxx/PMC1635315.xml,,
17071717,PMC1635316,,10.1093/nar/gkl740,PMC001xxxxxx/PMC1635316.xml,,
17062626,PMC1635317,,10.1093/nar/gkl741,PMC001xxxxxx/PMC1635317.xml,,
17062625,PMC1635318,,10.1093/nar/gkl743,PMC001xxxxxx/PMC1635318.xml,,
17071716,PMC1635319,,10.1093/nar/gkl744,PMC001xxxxxx/PMC1635319.xml,,
17068077,PMC1635320,,10.1093/nar/gkl746,PMC001xxxxxx/PMC1635320.xml,,
17062624,PMC1635321,,10.1093/nar/gkl747,PMC001xxxxxx/PMC1635321.xml,,
17062629,PMC1635322,,10.1093/nar/gkl749,PMC001xxxxxx/PMC1635322.xml,,
17065468,PMC1635323,,10.1093/nar/gkl750,PMC001xxxxxx/PMC1635323.xml,,
17053098,PMC1635324,,10.1093/nar/gkl751,PMC001xxxxxx/PMC1635324.xml,,
17062623,PMC1635325,,10.1093/nar/gkl752,PMC001xxxxxx/PMC1635325.xml,,
17071963,PMC1635326,,10.1093/nar/gkl757,PMC001xxxxxx/PMC1635326.xml,,
17065466,PMC1635327,,10.1093/nar/gkl763,PMC001xxxxxx/PMC1635327.xml,,
17068076,PMC1635328,,10.1093/nar/gkl764,PMC001xxxxxx/PMC1635328.xml,,
17071714,PMC1635329,,10.1093/nar/gkl765,PMC001xxxxxx/PMC1635329.xml,,
17068075,PMC1635330,,10.1093/nar/gkl767,PMC001xxxxxx/PMC1635330.xml,,
17071962,PMC1635331,,10.1093/nar/gkl768,PMC001xxxxxx/PMC1635331.xml,,
17071961,PMC1635332,,10.1093/nar/gkl769,PMC001xxxxxx/PMC1635332.xml,,
17062621,PMC1635333,,10.1093/nar/gkl771,PMC001xxxxxx/PMC1635333.xml,,
17062620,PMC1635334,,10.1093/nar/gkl773,PMC001xxxxxx/PMC1635334.xml,,
17071960,PMC1635335,,10.1093/nar/gkl780,PMC001xxxxxx/PMC1635335.xml,,
17082204,PMC1635336,,10.1093/nar/gkl782,PMC001xxxxxx/PMC1635336.xml,,
17082203,PMC1635337,,10.1093/nar/gkl796,PMC001xxxxxx/PMC1635337.xml,,
17065464,PMC1635338,,10.1093/nar/gkl809,PMC001xxxxxx/PMC1635338.xml,,
17071959,PMC1635339,,10.1093/nar/gkl863,PMC001xxxxxx/PMC1635339.xml,,
16956971,PMC1636342,,10.1093/nar/gkl376,PMC001xxxxxx/PMC1636342.xml,,
16954151,PMC1636343,,10.1093/nar/gkl394,PMC001xxxxxx/PMC1636343.xml,,
16936322,PMC1636344,,10.1093/nar/gkl403,PMC001xxxxxx/PMC1636344.xml,,
16923775,PMC1636345,,10.1093/nar/gkl420,PMC001xxxxxx/PMC1636345.xml,,
16936320,PMC1636346,,10.1093/nar/gkl440,PMC001xxxxxx/PMC1636346.xml,,
16936319,PMC1636347,,10.1093/nar/gkl443,PMC001xxxxxx/PMC1636347.xml,,
16963491,PMC1636348,,10.1093/nar/gkl457,PMC001xxxxxx/PMC1636348.xml,,
16963499,PMC1636349,,10.1093/nar/gkl458,PMC001xxxxxx/PMC1636349.xml,,
16936316,PMC1636350,,10.1093/nar/gkl514,PMC001xxxxxx/PMC1636350.xml,,
16963498,PMC1636351,,10.1093/nar/gkl535,PMC001xxxxxx/PMC1636351.xml,,
16963779,PMC1636352,,10.1093/nar/gkl542,PMC001xxxxxx/PMC1636352.xml,,
16936314,PMC1636353,,10.1093/nar/gkl558,PMC001xxxxxx/PMC1636353.xml,,
16945962,PMC1636354,,10.1093/nar/gkl562,PMC001xxxxxx/PMC1636354.xml,,
16936313,PMC1636355,,10.1093/nar/gkl569,PMC001xxxxxx/PMC1636355.xml,,
16936312,PMC1636356,,10.1093/nar/gkl570,PMC001xxxxxx/PMC1636356.xml,,
16936311,PMC1636357,,10.1093/nar/gkl572,PMC001xxxxxx/PMC1636357.xml,,
16945961,PMC1636358,,10.1093/nar/gkl576,PMC001xxxxxx/PMC1636358.xml,,
16936310,PMC1636359,,10.1093/nar/gkl578,PMC001xxxxxx/PMC1636359.xml,,
16945960,PMC1636360,,10.1093/nar/gkl582,PMC001xxxxxx/PMC1636360.xml,,
16945959,PMC1636361,,10.1093/nar/gkl587,PMC001xxxxxx/PMC1636361.xml,,
16945958,PMC1636362,,10.1093/nar/gkl589,PMC001xxxxxx/PMC1636362.xml,,
16945957,PMC1636363,,10.1093/nar/gkl590,PMC001xxxxxx/PMC1636363.xml,,
16945953,PMC1636364,,10.1093/nar/gkl591,PMC001xxxxxx/PMC1636364.xml,,
16963497,PMC1636365,,10.1093/nar/gkl597,PMC001xxxxxx/PMC1636365.xml,,
16963496,PMC1636366,,10.1093/nar/gkl603,PMC001xxxxxx/PMC1636366.xml,,
16945952,PMC1636367,,10.1093/nar/gkl605,PMC001xxxxxx/PMC1636367.xml,,
16945951,PMC1636368,,10.1093/nar/gkl609,PMC001xxxxxx/PMC1636368.xml,,
16945950,PMC1636369,,10.1093/nar/gkl614,PMC001xxxxxx/PMC1636369.xml,,
16945956,PMC1636370,,10.1093/nar/gkl616,PMC001xxxxxx/PMC1636370.xml,,
16945955,PMC1636371,,10.1093/nar/gkl623,PMC001xxxxxx/PMC1636371.xml,,
16945954,PMC1636372,,10.1093/nar/gkl628,PMC001xxxxxx/PMC1636372.xml,,
16951289,PMC1636373,,10.1093/nar/gkl630,PMC001xxxxxx/PMC1636373.xml,,
16945949,PMC1636374,,10.1093/nar/gkl632,PMC001xxxxxx/PMC1636374.xml,,
16945948,PMC1636375,,10.1093/nar/gkl634,PMC001xxxxxx/PMC1636375.xml,,
16963494,PMC1636376,,10.1093/nar/gkl640,PMC001xxxxxx/PMC1636376.xml,,
16963493,PMC1636377,,10.1093/nar/gkl641,PMC001xxxxxx/PMC1636377.xml,,
16963492,PMC1636378,,10.1093/nar/gkl642,PMC001xxxxxx/PMC1636378.xml,,
16966337,PMC1636404,,10.1093/nar/gkl638,PMC001xxxxxx/PMC1636404.xml,,
17000641,PMC1636412,,10.1093/nar/gkl478,PMC001xxxxxx/PMC1636412.xml,,
17012287,PMC1636413,,10.1093/nar/gkl489,PMC001xxxxxx/PMC1636413.xml,,
17012286,PMC1636414,,10.1093/nar/gkl519,PMC001xxxxxx/PMC1636414.xml,,
17012285,PMC1636415,,10.1093/nar/gkl526,PMC001xxxxxx/PMC1636415.xml,,
17012284,PMC1636417,,10.1093/nar/gkl565,PMC001xxxxxx/PMC1636417.xml,,
16990255,PMC1636418,,10.1093/nar/gkl575,PMC001xxxxxx/PMC1636418.xml,,
16990254,PMC1636419,,10.1093/nar/gkl586,PMC001xxxxxx/PMC1636419.xml,,
17012283,PMC1636420,,10.1093/nar/gkl598,PMC001xxxxxx/PMC1636420.xml,,
17012282,PMC1636421,,10.1093/nar/gkl604,PMC001xxxxxx/PMC1636421.xml,,
16998187,PMC1636422,,10.1093/nar/gkl610,PMC001xxxxxx/PMC1636422.xml,,
17012281,PMC1636423,,10.1093/nar/gkl611,PMC001xxxxxx/PMC1636423.xml,,
16990253,PMC1636424,,10.1093/nar/gkl613,PMC001xxxxxx/PMC1636424.xml,,
16998186,PMC1636425,,10.1093/nar/gkl624,PMC001xxxxxx/PMC1636425.xml,,
16998185,PMC1636426,,10.1093/nar/gkl626,PMC001xxxxxx/PMC1636426.xml,,
16990252,PMC1636430,,10.1093/nar/gkl652,PMC001xxxxxx/PMC1636430.xml,,
16998184,PMC1636431,,10.1093/nar/gkl654,PMC001xxxxxx/PMC1636431.xml,,
16990251,PMC1636432,,10.1093/nar/gkl659,PMC001xxxxxx/PMC1636432.xml,,
17000640,PMC1636434,,10.1093/nar/gkl664,PMC001xxxxxx/PMC1636434.xml,,
16990250,PMC1636435,,10.1093/nar/gkl665,PMC001xxxxxx/PMC1636435.xml,,
16998183,PMC1636436,,10.1093/nar/gkl667,PMC001xxxxxx/PMC1636436.xml,,
17003055,PMC1636437,,10.1093/nar/gkl669,PMC001xxxxxx/PMC1636437.xml,,
16990249,PMC1636438,,10.1093/nar/gkl670,PMC001xxxxxx/PMC1636438.xml,,
16990248,PMC1636439,,10.1093/nar/gkl671,PMC001xxxxxx/PMC1636439.xml,,
16990247,PMC1636440,,10.1093/nar/gkl672,PMC001xxxxxx/PMC1636440.xml,,
16998182,PMC1636441,,10.1093/nar/gkl673,PMC001xxxxxx/PMC1636441.xml,,
16998181,PMC1636442,,10.1093/nar/gkl674,PMC001xxxxxx/PMC1636442.xml,,
16990246,PMC1636444,,10.1093/nar/gkl676,PMC001xxxxxx/PMC1636444.xml,,
17003054,PMC1636446,,10.1093/nar/gkl680,PMC001xxxxxx/PMC1636446.xml,,
17000639,PMC1636447,,10.1093/nar/gkl682,PMC001xxxxxx/PMC1636447.xml,,
17003053,PMC1636448,,10.1093/nar/gkl688,PMC001xxxxxx/PMC1636448.xml,,
17003052,PMC1636449,,10.1093/nar/gkl690,PMC001xxxxxx/PMC1636449.xml,,
17003050,PMC1636450,,10.1093/nar/gkl694,PMC001xxxxxx/PMC1636450.xml,,
17000638,PMC1636451,,10.1093/nar/gkl702,PMC001xxxxxx/PMC1636451.xml,,
17028102,PMC1636454,,10.1093/nar/gkl447,PMC001xxxxxx/PMC1636454.xml,,
17038334,PMC1636455,,10.1093/nar/gkl462,PMC001xxxxxx/PMC1636455.xml,,
17012272,PMC1636456,,10.1093/nar/gkl522,PMC001xxxxxx/PMC1636456.xml,,
17028095,PMC1636458,,10.1093/nar/gkl534,PMC001xxxxxx/PMC1636458.xml,,
17028101,PMC1636459,,10.1093/nar/gkl573,PMC001xxxxxx/PMC1636459.xml,,
17012271,PMC1636460,,10.1093/nar/gkl580,PMC001xxxxxx/PMC1636460.xml,,
17020926,PMC1636462,,10.1093/nar/gkl596,PMC001xxxxxx/PMC1636462.xml,,
17012280,PMC1636463,,10.1093/nar/gkl612,PMC001xxxxxx/PMC1636463.xml,,
17012279,PMC1636464,,10.1093/nar/gkl618,PMC001xxxxxx/PMC1636464.xml,,
17028100,PMC1636465,,10.1093/nar/gkl619,PMC001xxxxxx/PMC1636465.xml,,
17012278,PMC1636466,,10.1093/nar/gkl637,PMC001xxxxxx/PMC1636466.xml,,
17012277,PMC1636467,,10.1093/nar/gkl649,PMC001xxxxxx/PMC1636467.xml,,
17012276,PMC1636468,,10.1093/nar/gkl655,PMC001xxxxxx/PMC1636468.xml,,
17012269,PMC1636469,,10.1093/nar/gkl657,PMC001xxxxxx/PMC1636469.xml,,
17012275,PMC1636470,,10.1093/nar/gkl668,PMC001xxxxxx/PMC1636470.xml,,
17012273,PMC1636471,,10.1093/nar/gkl678,PMC001xxxxxx/PMC1636471.xml,,
17012270,PMC1636472,,10.1093/nar/gkl679,PMC001xxxxxx/PMC1636472.xml,,
17038333,PMC1636474,,10.1093/nar/gkl683,PMC001xxxxxx/PMC1636474.xml,,
17040898,PMC1636475,,10.1093/nar/gkl684,PMC001xxxxxx/PMC1636475.xml,,
17020925,PMC1636477,,10.1093/nar/gkl687,PMC001xxxxxx/PMC1636477.xml,,
17020924,PMC1636479,,10.1093/nar/gkl692,PMC001xxxxxx/PMC1636479.xml,,
17003051,PMC1636480,,10.1093/nar/gkl693,PMC001xxxxxx/PMC1636480.xml,,
17038336,PMC1636481,,10.1093/nar/gkl695,PMC001xxxxxx/PMC1636481.xml,,
17040897,PMC1636482,,10.1093/nar/gkl698,PMC001xxxxxx/PMC1636482.xml,,
17020923,PMC1636483,,10.1093/nar/gkl700,PMC001xxxxxx/PMC1636483.xml,,
17020922,PMC1636484,,10.1093/nar/gkl701,PMC001xxxxxx/PMC1636484.xml,,
17020921,PMC1636486,,10.1093/nar/gkl706,PMC001xxxxxx/PMC1636486.xml,,
17020920,PMC1636487,,10.1093/nar/gkl707,PMC001xxxxxx/PMC1636487.xml,,
17020919,PMC1636488,,10.1093/nar/gkl709,PMC001xxxxxx/PMC1636488.xml,,
17020918,PMC1636489,,10.1093/nar/gkl711,PMC001xxxxxx/PMC1636489.xml,,
17020917,PMC1636490,,10.1093/nar/gkl712,PMC001xxxxxx/PMC1636490.xml,,
17020916,PMC1636491,,10.1093/nar/gkl713,PMC001xxxxxx/PMC1636491.xml,,
17028099,PMC1636492,,10.1093/nar/gkl714,PMC001xxxxxx/PMC1636492.xml,,
17038332,PMC1636493,,10.1093/nar/gkl715,PMC001xxxxxx/PMC1636493.xml,,
17028098,PMC1636494,,10.1093/nar/gkl716,PMC001xxxxxx/PMC1636494.xml,,
17028097,PMC1636495,,10.1093/nar/gkl717,PMC001xxxxxx/PMC1636495.xml,,
17038331,PMC1636496,,10.1093/nar/gkl718,PMC001xxxxxx/PMC1636496.xml,,
17038330,PMC1636497,,10.1093/nar/gkl721,PMC001xxxxxx/PMC1636497.xml,,
17028096,PMC1636498,,10.1093/nar/gkl723,PMC001xxxxxx/PMC1636498.xml,,
16982797,PMC1666580,200511134,10.1083/jcb.200511134,PMC001xxxxxx/PMC1666580.xml,,
17090595,PMC1669707,,10.1093/nar/gkl776,PMC001xxxxxx/PMC1669707.xml,,
17099229,PMC1669708,,10.1093/nar/gkl851,PMC001xxxxxx/PMC1669708.xml,,
17108355,PMC1669709,,10.1093/nar/gkl884,PMC001xxxxxx/PMC1669709.xml,,
17142241,PMC1669710,,10.1093/nar/gkl762,PMC001xxxxxx/PMC1669710.xml,,
17142226,PMC1669711,,10.1093/nar/gkl795,PMC001xxxxxx/PMC1669711.xml,,
17108360,PMC1669712,,10.1093/nar/gkl781,PMC001xxxxxx/PMC1669712.xml,,
17108353,PMC1669713,,10.1093/nar/gkl908,PMC001xxxxxx/PMC1669713.xml,,
17090584,PMC1669714,,10.1093/nar/gkl886,PMC001xxxxxx/PMC1669714.xml,,
17090591,PMC1669715,,10.1093/nar/gkl803,PMC001xxxxxx/PMC1669715.xml,,
17099235,PMC1669716,,10.1093/nar/gkl797,PMC001xxxxxx/PMC1669716.xml,,
17108357,PMC1669717,,10.1093/nar/gkl855,PMC001xxxxxx/PMC1669717.xml,,
17088282,PMC1669718,,10.1093/nar/gkl805,PMC001xxxxxx/PMC1669718.xml,,
17098933,PMC1669719,,10.1093/nar/gkl838,PMC001xxxxxx/PMC1669719.xml,,
17098937,PMC1669720,,10.1093/nar/gkl799,PMC001xxxxxx/PMC1669720.xml,,
17142230,PMC1669721,,10.1093/nar/gkl929,PMC001xxxxxx/PMC1669721.xml,,
17088284,PMC1669722,,10.1093/nar/gkl785,PMC001xxxxxx/PMC1669722.xml,,
17098931,PMC1669723,,10.1093/nar/gkl876,PMC001xxxxxx/PMC1669723.xml,,
17142238,PMC1669724,,10.1093/nar/gkl826,PMC001xxxxxx/PMC1669724.xml,,
17108358,PMC1669725,,10.1093/nar/gkl787,PMC001xxxxxx/PMC1669725.xml,,
17142220,PMC1669726,,10.1093/nar/gkl967,PMC001xxxxxx/PMC1669726.xml,,
17090594,PMC1669727,,10.1093/nar/gkl790,PMC001xxxxxx/PMC1669727.xml,,
17142240,PMC1669728,,10.1093/nar/gkl812,PMC001xxxxxx/PMC1669728.xml,,
17142229,PMC1669729,,10.1093/nar/gkl970,PMC001xxxxxx/PMC1669729.xml,,
17098932,PMC1669730,,10.1093/nar/gkl845,PMC001xxxxxx/PMC1669730.xml,,
17090588,PMC1669731,,10.1093/nar/gkl828,PMC001xxxxxx/PMC1669731.xml,,
17090585,PMC1669732,,10.1093/nar/gkl881,PMC001xxxxxx/PMC1669732.xml,,
17142233,PMC1669733,,10.1093/nar/gkl903,PMC001xxxxxx/PMC1669733.xml,,
17108356,PMC1669734,,10.1093/nar/gkl864,PMC001xxxxxx/PMC1669734.xml,,
17142239,PMC1669735,,10.1093/nar/gkl814,PMC001xxxxxx/PMC1669735.xml,,
17088281,PMC1669736,,10.1093/nar/gkl847,PMC001xxxxxx/PMC1669736.xml,,
17142231,PMC1669737,,10.1093/nar/gkl922,PMC001xxxxxx/PMC1669737.xml,,
17108361,PMC1669738,,10.1093/nar/gkl775,PMC001xxxxxx/PMC1669738.xml,,
17099230,PMC1669739,,10.1093/nar/gkl850,PMC001xxxxxx/PMC1669739.xml,,
17088283,PMC1669740,,10.1093/nar/gkl800,PMC001xxxxxx/PMC1669740.xml,,
17142236,PMC1669741,,10.1093/nar/gkl833,PMC001xxxxxx/PMC1669741.xml,,
17090586,PMC1669742,,10.1093/nar/gkl866,PMC001xxxxxx/PMC1669742.xml,,
17098938,PMC1669743,,10.1093/nar/gkl794,PMC001xxxxxx/PMC1669743.xml,,
17090589,PMC1669744,,10.1093/nar/gkl816,PMC001xxxxxx/PMC1669744.xml,,
17090582,PMC1669745,,10.1093/nar/gkl899,PMC001xxxxxx/PMC1669745.xml,,
17090587,PMC1669746,,10.1093/nar/gkl849,PMC001xxxxxx/PMC1669746.xml,,
17142227,PMC1669747,,10.1093/nar/gkl777,PMC001xxxxxx/PMC1669747.xml,,
17099232,PMC1669748,,10.1093/nar/gkl835,PMC001xxxxxx/PMC1669748.xml,,
17098927,PMC1669749,,10.1093/nar/gkl910,PMC001xxxxxx/PMC1669749.xml,,
17099234,PMC1669750,,10.1093/nar/gkl818,PMC001xxxxxx/PMC1669750.xml,,
17099236,PMC1669751,,10.1093/nar/gkl729,PMC001xxxxxx/PMC1669751.xml,,
17099226,PMC1669752,,10.1093/nar/gkl887,PMC001xxxxxx/PMC1669752.xml,,
17099231,PMC1669753,,10.1093/nar/gkl837,PMC001xxxxxx/PMC1669753.xml,,
17098929,PMC1669754,,10.1093/nar/gkl890,PMC001xxxxxx/PMC1669754.xml,,
17090592,PMC1669755,,10.1093/nar/gkl798,PMC001xxxxxx/PMC1669755.xml,,
17099227,PMC1669756,,10.1093/nar/gkl873,PMC001xxxxxx/PMC1669756.xml,,
17142222,PMC1669757,,10.1093/nar/gkl928,PMC001xxxxxx/PMC1669757.xml,,
17099228,PMC1669758,,10.1093/nar/gkl856,PMC001xxxxxx/PMC1669758.xml,,
17142221,PMC1669759,,10.1093/nar/gkl931,PMC001xxxxxx/PMC1669759.xml,,
17090583,PMC1669760,,10.1093/nar/gkl889,PMC001xxxxxx/PMC1669760.xml,,
17099224,PMC1669761,,10.1093/nar/gkl914,PMC001xxxxxx/PMC1669761.xml,,
17098935,PMC1669762,,10.1093/nar/gkl825,PMC001xxxxxx/PMC1669762.xml,,
17142235,PMC1669763,,10.1093/nar/gkl858,PMC001xxxxxx/PMC1669763.xml,,
17098928,PMC1669764,,10.1093/nar/gkl900,PMC001xxxxxx/PMC1669764.xml,,
17090590,PMC1669765,,10.1093/nar/gkl808,PMC001xxxxxx/PMC1669765.xml,,
17108359,PMC1669766,,10.1093/nar/gkl786,PMC001xxxxxx/PMC1669766.xml,,
17099225,PMC1669767,,10.1093/nar/gkl894,PMC001xxxxxx/PMC1669767.xml,,
17099233,PMC1669768,,10.1093/nar/gkl827,PMC001xxxxxx/PMC1669768.xml,,
17098939,PMC1669769,,10.1093/nar/gkl755,PMC001xxxxxx/PMC1669769.xml,,
17098930,PMC1669770,,10.1093/nar/gkl880,PMC001xxxxxx/PMC1669770.xml,,
17142237,PMC1669771,,10.1093/nar/gkl830,PMC001xxxxxx/PMC1669771.xml,,
17090593,PMC1669772,,10.1093/nar/gkl791,PMC001xxxxxx/PMC1669772.xml,,
17142225,PMC1669773,,10.1093/nar/gkl813,PMC001xxxxxx/PMC1669773.xml,,
17142234,PMC1669774,,10.1093/nar/gkl896,PMC001xxxxxx/PMC1669774.xml,,
17142228,PMC1669775,,10.1093/nar/gkl971,PMC001xxxxxx/PMC1669775.xml,,
17142224,PMC1669776,,10.1093/nar/gkl846,PMC001xxxxxx/PMC1669776.xml,,
17142232,PMC1669777,,10.1093/nar/gkl921,PMC001xxxxxx/PMC1669777.xml,,
17098934,PMC1669778,,10.1093/nar/gkl829,PMC001xxxxxx/PMC1669778.xml,,
17108354,PMC1669779,,10.1093/nar/gkl904,PMC001xxxxxx/PMC1669779.xml,,
17142223,PMC1669780,,10.1093/nar/gkl865,PMC001xxxxxx/PMC1669780.xml,,
17088292,PMC1693877,,10.1093/nar/gkl725,PMC001xxxxxx/PMC1693877.xml,,
17088291,PMC1693880,,10.1093/nar/gkl737,PMC001xxxxxx/PMC1693880.xml,,
17088290,PMC1693883,,10.1093/nar/gkl772,PMC001xxxxxx/PMC1693883.xml,,
17090600,PMC1693886,,10.1093/nar/gkl789,PMC001xxxxxx/PMC1693886.xml,,
17098936,PMC1693888,,10.1093/nar/gkl801,PMC001xxxxxx/PMC1693888.xml,,
17090599,PMC1693892,,10.1093/nar/gkl832,PMC001xxxxxx/PMC1693892.xml,,
17088287,PMC1693893,,10.1093/nar/gkl834,PMC001xxxxxx/PMC1693893.xml,,
17088286,PMC1693894,,10.1093/nar/gkl840,PMC001xxxxxx/PMC1693894.xml,,
17090598,PMC1693895,,10.1093/nar/gkl843,PMC001xxxxxx/PMC1693895.xml,,
17090597,PMC1693896,,10.1093/nar/gkl844,PMC001xxxxxx/PMC1693896.xml,,
17088285,PMC1693898,,10.1093/nar/gkl852,PMC001xxxxxx/PMC1693898.xml,,
17085478,PMC1693899,,10.1093/nar/gkl862,PMC001xxxxxx/PMC1693899.xml,,
17085477,PMC1693901,,10.1093/nar/gkl875,PMC001xxxxxx/PMC1693901.xml,,
17090596,PMC1693906,,10.1093/nar/gkl902,PMC001xxxxxx/PMC1693906.xml,,
17041234,PMC1694020,,10.1093/nar/gkl617,PMC001xxxxxx/PMC1694020.xml,,
17040896,PMC1694025,,10.1093/nar/gkl705,PMC001xxxxxx/PMC1694025.xml,,
17071713,PMC1694028,,10.1093/nar/gkl719,PMC001xxxxxx/PMC1694028.xml,,
17071964,PMC1694044,,10.1093/nar/gkl756,PMC001xxxxxx/PMC1694044.xml,,
17173102,PMC1697738,,10.1093/ecam/nel086,PMC001xxxxxx/PMC1697738.xml,,
17173107,PMC1697739,,10.1093/ecam/nel071,PMC001xxxxxx/PMC1697739.xml,,
,PMC1697742,,10.1093/ecam/nel063,PMC001xxxxxx/PMC1697742.xml,,
17173104,PMC1697743,,10.1093/ecam/nel072,PMC001xxxxxx/PMC1697743.xml,,
17173103,PMC1697745,,10.1093/ecam/nel046,PMC001xxxxxx/PMC1697745.xml,,
17173116,PMC1697747,,10.1093/ecam/nel040,PMC001xxxxxx/PMC1697747.xml,,
17173119,PMC1697748,,10.1093/ecam/nel073,PMC001xxxxxx/PMC1697748.xml,,
17173121,PMC1697751,,10.1093/ecam/nel074,PMC001xxxxxx/PMC1697751.xml,,
17173108,PMC1697755,,10.1093/ecam/nel075,PMC001xxxxxx/PMC1697755.xml,,
17173106,PMC1697757,,10.1093/ecam/nel058,PMC001xxxxxx/PMC1697757.xml,,
17130169,PMC1702486,,10.1093/nar/gkl658,PMC001xxxxxx/PMC1702486.xml,,
17130168,PMC1702487,,10.1093/nar/gkl720,PMC001xxxxxx/PMC1702487.xml,,
17130167,PMC1702488,,10.1093/nar/gkl724,PMC001xxxxxx/PMC1702488.xml,,
17130166,PMC1702489,,10.1093/nar/gkl727,PMC001xxxxxx/PMC1702489.xml,,
17130155,PMC1702490,,10.1093/nar/gkl738,PMC001xxxxxx/PMC1702490.xml,,
17130164,PMC1702491,,10.1093/nar/gkl754,PMC001xxxxxx/PMC1702491.xml,,
17130163,PMC1702492,,10.1093/nar/gkl761,PMC001xxxxxx/PMC1702492.xml,,
17130162,PMC1702493,,10.1093/nar/gkl766,PMC001xxxxxx/PMC1702493.xml,,
17130161,PMC1702494,,10.1093/nar/gkl788,PMC001xxxxxx/PMC1702494.xml,,
17130159,PMC1702495,,10.1093/nar/gkl820,PMC001xxxxxx/PMC1702495.xml,,
17130158,PMC1702496,,10.1093/nar/gkl839,PMC001xxxxxx/PMC1702496.xml,,
17130157,PMC1702497,,10.1093/nar/gkl861,PMC001xxxxxx/PMC1702497.xml,,
17130156,PMC1702498,,10.1093/nar/gkl867,PMC001xxxxxx/PMC1702498.xml,,
17130174,PMC1702499,,10.1093/nar/gkl877,PMC001xxxxxx/PMC1702499.xml,,
17130173,PMC1702500,,10.1093/nar/gkl888,PMC001xxxxxx/PMC1702500.xml,,
17130170,PMC1702501,,10.1093/nar/gkl892,PMC001xxxxxx/PMC1702501.xml,,
17130154,PMC1702502,,10.1093/nar/gkl895,PMC001xxxxxx/PMC1702502.xml,,
17130172,PMC1702503,,10.1093/nar/gkl901,PMC001xxxxxx/PMC1702503.xml,,
17130171,PMC1702504,,10.1093/nar/gkl911,PMC001xxxxxx/PMC1702504.xml,,
17130153,PMC1702505,,10.1093/nar/gkl916,PMC001xxxxxx/PMC1702505.xml,,
14662743,PMC1705953,200308071,10.1083/jcb.200308071,PMC001xxxxxx/PMC1705953.xml,,
17132831,PMC1716714,,10.1093/nar/gkl898,PMC001xxxxxx/PMC1716714.xml,,
17130143,PMC1716715,,10.1093/nar/gkl874,PMC001xxxxxx/PMC1716715.xml,,
17130151,PMC1716716,,10.1093/nar/gkl1003,PMC001xxxxxx/PMC1716716.xml,,
17130146,PMC1716717,,10.1093/nar/gkl857,PMC001xxxxxx/PMC1716717.xml,,
17130148,PMC1716718,,10.1093/nar/gkl842,PMC001xxxxxx/PMC1716718.xml,,
17132829,PMC1716719,,10.1093/nar/gkl992,PMC001xxxxxx/PMC1716719.xml,,
17130145,PMC1716720,,10.1093/nar/gkl859,PMC001xxxxxx/PMC1716720.xml,,
17130152,PMC1716721,,10.1093/nar/gkl1000,PMC001xxxxxx/PMC1716721.xml,,
17130147,PMC1716722,,10.1093/nar/gkl854,PMC001xxxxxx/PMC1716722.xml,,
17130144,PMC1716723,,10.1093/nar/gkl869,PMC001xxxxxx/PMC1716723.xml,,
17130149,PMC1716724,,10.1093/nar/gkl822,PMC001xxxxxx/PMC1716724.xml,,
17132828,PMC1716725,,10.1093/nar/gkl995,PMC001xxxxxx/PMC1716725.xml,,
17130150,PMC1716726,,10.1093/nar/gkl783,PMC001xxxxxx/PMC1716726.xml,,
17130142,PMC1716727,,10.1093/nar/gkl882,PMC001xxxxxx/PMC1716727.xml,,
17132832,PMC1716728,,10.1093/nar/gkl897,PMC001xxxxxx/PMC1716728.xml,,
17132830,PMC1716729,,10.1093/nar/gkl990,PMC001xxxxxx/PMC1716729.xml,,
