pmid,pmc,doi,File,publisher-id,pii,other
12929205,PMC176545,10.1371/journal.pbio.0000005,PMC000xxxxxx/PMC176545.xml,,,
12929206,PMC176546,10.1371/journal.pbio.0000006,PMC000xxxxxx/PMC176546.xml,,,
,PMC176547,10.1371/journal.pbio.0000007,PMC000xxxxxx/PMC176547.xml,,,
,PMC176548,10.1371/journal.pbio.0000011,PMC000xxxxxx/PMC176548.xml,,,
12975658,PMC193604,10.1371/journal.pbio.0000013,PMC000xxxxxx/PMC193604.xml,,,
12975657,PMC193605,10.1371/journal.pbio.0000019,PMC000xxxxxx/PMC193605.xml,,,
,PMC193606,10.1371/journal.pbio.0000023,PMC000xxxxxx/PMC193606.xml,,,
,PMC193607,10.1371/journal.pbio.0000031,PMC000xxxxxx/PMC193607.xml,,,
12969509,PMC212319,10.1186/1471-2121-4-13,PMC000xxxxxx/PMC212319.xml,72,,
14551903,PMC212687,10.1371/journal.pbio.0000001,PMC000xxxxxx/PMC212687.xml,,,
,PMC212688,10.1371/journal.pbio.0000004,PMC000xxxxxx/PMC212688.xml,,,
14551906,PMC212689,10.1371/journal.pbio.0000008,PMC000xxxxxx/PMC212689.xml,,,
14551907,PMC212690,10.1371/journal.pbio.0000009,PMC000xxxxxx/PMC212690.xml,,,
14551908,PMC212691,10.1371/journal.pbio.0000010,PMC000xxxxxx/PMC212691.xml,,,
14551910,PMC212692,10.1371/journal.pbio.0000012,PMC000xxxxxx/PMC212692.xml,,,
14551911,PMC212693,10.1371/journal.pbio.0000014,PMC000xxxxxx/PMC212693.xml,,,
14551912,PMC212694,10.1371/journal.pbio.0000015,PMC000xxxxxx/PMC212694.xml,,,
14551913,PMC212695,10.1371/journal.pbio.0000016,PMC000xxxxxx/PMC212695.xml,,,
14551914,PMC212696,10.1371/journal.pbio.0000017,PMC000xxxxxx/PMC212696.xml,,,
14551915,PMC212697,10.1371/journal.pbio.0000018,PMC000xxxxxx/PMC212697.xml,,,
14551916,PMC212698,10.1371/journal.pbio.0000020,PMC000xxxxxx/PMC212698.xml,,,
14551917,PMC212699,10.1371/journal.pbio.0000021,PMC000xxxxxx/PMC212699.xml,,,
,PMC212700,10.1371/journal.pbio.0000024,PMC000xxxxxx/PMC212700.xml,,,
,PMC212701,10.1371/journal.pbio.0000026,PMC000xxxxxx/PMC212701.xml,,,
14551921,PMC212702,10.1371/journal.pbio.0000027,PMC000xxxxxx/PMC212702.xml,,,
,PMC212703,10.1371/journal.pbio.0000030,PMC000xxxxxx/PMC212703.xml,,,
,PMC212704,10.1371/journal.pbio.0000032,PMC000xxxxxx/PMC212704.xml,,,
14551925,PMC212705,10.1371/journal.pbio.0000034,PMC000xxxxxx/PMC212705.xml,,,
14551926,PMC212706,10.1371/journal.pbio.0000036,PMC000xxxxxx/PMC212706.xml,,,
14624234,PMC261870,10.1371/journal.pbio.0000002,PMC000xxxxxx/PMC261870.xml,,,
,PMC300675,10.1371/journal.pbio.0000029,PMC000xxxxxx/PMC300675.xml,,,
,PMC300700,10.1371/journal.pbio.0000092,PMC000xxxxxx/PMC300700.xml,,,
14737182,PMC300881,10.1371/journal.pbio.0020002,PMC000xxxxxx/PMC300881.xml,,,
14737187,PMC300882,10.1371/journal.pbio.0020009,PMC000xxxxxx/PMC300882.xml,,,
14737191,PMC300883,10.1371/journal.pbio.0020015,PMC000xxxxxx/PMC300883.xml,,,
,PMC300884,10.1371/journal.pbio.0020017,PMC000xxxxxx/PMC300884.xml,,,
,PMC300885,10.1371/journal.pbio.0020018,PMC000xxxxxx/PMC300885.xml,,,
,PMC300886,10.1371/journal.pbio.0020034,PMC000xxxxxx/PMC300886.xml,,,
14737219,PMC314300,10.1371/journal.pbio.0020007,PMC000xxxxxx/PMC314300.xml,,,
,PMC314301,10.1371/journal.pbio.0020039,PMC000xxxxxx/PMC314301.xml,,,
14737181,PMC314462,10.1371/journal.pbio.0020001,PMC000xxxxxx/PMC314462.xml,,,
14737183,PMC314463,10.1371/journal.pbio.0020003,PMC000xxxxxx/PMC314463.xml,,,
14737184,PMC314464,10.1371/journal.pbio.0020004,PMC000xxxxxx/PMC314464.xml,,,
14737185,PMC314465,10.1371/journal.pbio.0020005,PMC000xxxxxx/PMC314465.xml,,,
14737186,PMC314466,10.1371/journal.pbio.0020006,PMC000xxxxxx/PMC314466.xml,,,
,PMC314467,10.1371/journal.pbio.0020010,PMC000xxxxxx/PMC314467.xml,,,
14737189,PMC314468,10.1371/journal.pbio.0020013,PMC000xxxxxx/PMC314468.xml,,,
14737190,PMC314469,10.1371/journal.pbio.0020014,PMC000xxxxxx/PMC314469.xml,,,
,PMC314470,10.1371/journal.pbio.0020016,PMC000xxxxxx/PMC314470.xml,,,
14737195,PMC314471,10.1371/journal.pbio.0020019,PMC000xxxxxx/PMC314471.xml,,,
14737196,PMC314472,10.1371/journal.pbio.0020021,PMC000xxxxxx/PMC314472.xml,,,
,PMC314473,10.1371/journal.pbio.0020023,PMC000xxxxxx/PMC314473.xml,,,
14737198,PMC314474,10.1371/journal.pbio.0020024,PMC000xxxxxx/PMC314474.xml,,,
14737199,PMC314475,10.1371/journal.pbio.0020025,PMC000xxxxxx/PMC314475.xml,,,
,PMC314476,10.1371/journal.pbio.0020026,PMC000xxxxxx/PMC314476.xml,,,
14737201,PMC314477,10.1371/journal.pbio.0020028,PMC000xxxxxx/PMC314477.xml,,,
,PMC314478,10.1371/journal.pbio.0020032,PMC000xxxxxx/PMC314478.xml,,,
,PMC314479,10.1371/journal.pbio.0020033,PMC000xxxxxx/PMC314479.xml,,,
,PMC314480,10.1371/journal.pbio.0020037,PMC000xxxxxx/PMC314480.xml,,,
,PMC314481,10.1371/journal.pbio.0020038,PMC000xxxxxx/PMC314481.xml,,,
,PMC314482,10.1371/journal.pbio.0020074,PMC000xxxxxx/PMC314482.xml,,,
14737188,PMC314483,10.1371/journal.pbio.0020011,PMC000xxxxxx/PMC314483.xml,,,
14758368,PMC317275,10.1371/journal.pbio.0020008,PMC000xxxxxx/PMC317275.xml,,,
14758367,PMC322746,10.1371/journal.pbio.0020012,PMC000xxxxxx/PMC322746.xml,,,
15024404,PMC338072,10.1371/journal.pbio.0020095,PMC000xxxxxx/PMC338072.xml,,,
,PMC340127,10.1371/journal.pbio.0020102,PMC000xxxxxx/PMC340127.xml,,,
14966528,PMC340937,10.1371/journal.pbio.0020020,PMC000xxxxxx/PMC340937.xml,,,
14966529,PMC340938,10.1371/journal.pbio.0020022,PMC000xxxxxx/PMC340938.xml,,,
14966530,PMC340939,10.1371/journal.pbio.0020027,PMC000xxxxxx/PMC340939.xml,,,
14966531,PMC340940,10.1371/journal.pbio.0020029,PMC000xxxxxx/PMC340940.xml,,,
14966532,PMC340941,10.1371/journal.pbio.0020030,PMC000xxxxxx/PMC340941.xml,,,
14966533,PMC340942,10.1371/journal.pbio.0020031,PMC000xxxxxx/PMC340942.xml,,,
14966534,PMC340943,10.1371/journal.pbio.0020035,PMC000xxxxxx/PMC340943.xml,,,
14966535,PMC340944,10.1371/journal.pbio.0020036,PMC000xxxxxx/PMC340944.xml,,,
14966536,PMC340945,10.1371/journal.pbio.0020040,PMC000xxxxxx/PMC340945.xml,,,
,PMC340946,10.1371/journal.pbio.0020041,PMC000xxxxxx/PMC340946.xml,,,
14966538,PMC340947,10.1371/journal.pbio.0020044,PMC000xxxxxx/PMC340947.xml,,,
14966539,PMC340948,10.1371/journal.pbio.0020045,PMC000xxxxxx/PMC340948.xml,,,
14966540,PMC340949,10.1371/journal.pbio.0020046,PMC000xxxxxx/PMC340949.xml,,,
,PMC340950,10.1371/journal.pbio.0020047,PMC000xxxxxx/PMC340950.xml,,,
14966541,PMC340951,10.1371/journal.pbio.0020048,PMC000xxxxxx/PMC340951.xml,,,
14966542,PMC340952,10.1371/journal.pbio.0020049,PMC000xxxxxx/PMC340952.xml,,,
,PMC340953,10.1371/journal.pbio.0020051,PMC000xxxxxx/PMC340953.xml,,,
14966544,PMC340954,10.1371/journal.pbio.0020052,PMC000xxxxxx/PMC340954.xml,,,
14966545,PMC340955,10.1371/journal.pbio.0020053,PMC000xxxxxx/PMC340955.xml,,,
14966546,PMC340956,10.1371/journal.pbio.0020054,PMC000xxxxxx/PMC340956.xml,,,
,PMC340957,10.1371/journal.pbio.0020056,PMC000xxxxxx/PMC340957.xml,,,
,PMC340958,10.1371/journal.pbio.0020058,PMC000xxxxxx/PMC340958.xml,,,
,PMC340959,10.1371/journal.pbio.0020059,PMC000xxxxxx/PMC340959.xml,,,
,PMC340960,10.1371/journal.pbio.0020060,PMC000xxxxxx/PMC340960.xml,,,
,PMC340961,10.1371/journal.pbio.0020061,PMC000xxxxxx/PMC340961.xml,,,
,PMC340962,10.1371/journal.pbio.0020062,PMC000xxxxxx/PMC340962.xml,,,
14966553,PMC340963,10.1371/journal.pbio.0020063,PMC000xxxxxx/PMC340963.xml,,,
,PMC340964,10.1371/journal.pbio.0020066,PMC000xxxxxx/PMC340964.xml,,,
15024405,PMC350664,10.1371/journal.pbio.0020098,PMC000xxxxxx/PMC350664.xml,,,
15024409,PMC350667,10.1371/journal.pbio.0020104,PMC000xxxxxx/PMC350667.xml,,,
,PMC350672,10.1371/journal.pbio.0020107,PMC000xxxxxx/PMC350672.xml,,,
,PMC350674,10.1371/journal.pbio.0020114,PMC000xxxxxx/PMC350674.xml,,,
15024408,PMC359389,10.1371/journal.pbio.0020116,PMC000xxxxxx/PMC359389.xml,,,
15024411,PMC368155,10.1371/journal.pbio.0020042,PMC000xxxxxx/PMC368155.xml,,,
15024412,PMC368156,10.1371/journal.pbio.0020043,PMC000xxxxxx/PMC368156.xml,,,
15024413,PMC368157,10.1371/journal.pbio.0020050,PMC000xxxxxx/PMC368157.xml,,,
15024414,PMC368158,10.1371/journal.pbio.0020055,PMC000xxxxxx/PMC368158.xml,,,
15024415,PMC368159,10.1371/journal.pbio.0020057,PMC000xxxxxx/PMC368159.xml,,,
15024416,PMC368160,10.1371/journal.pbio.0020064,PMC000xxxxxx/PMC368160.xml,,,
15024417,PMC368161,10.1371/journal.pbio.0020065,PMC000xxxxxx/PMC368161.xml,,,
,PMC368162,10.1371/journal.pbio.0020067,PMC000xxxxxx/PMC368162.xml,,,
15024418,PMC368163,10.1371/journal.pbio.0020068,PMC000xxxxxx/PMC368163.xml,,,
15024419,PMC368164,10.1371/journal.pbio.0020069,PMC000xxxxxx/PMC368164.xml,,,
,PMC368165,10.1371/journal.pbio.0020070,PMC000xxxxxx/PMC368165.xml,,,
,PMC368166,10.1371/journal.pbio.0020071,PMC000xxxxxx/PMC368166.xml,,,
15024421,PMC368167,10.1371/journal.pbio.0020072,PMC000xxxxxx/PMC368167.xml,,,
15024422,PMC368168,10.1371/journal.pbio.0020073,PMC000xxxxxx/PMC368168.xml,,,
15024423,PMC368169,10.1371/journal.pbio.0020075,PMC000xxxxxx/PMC368169.xml,,,
,PMC368170,10.1371/journal.pbio.0020076,PMC000xxxxxx/PMC368170.xml,,,
15024425,PMC368171,10.1371/journal.pbio.0020077,PMC000xxxxxx/PMC368171.xml,,,
15024426,PMC368172,10.1371/journal.pbio.0020078,PMC000xxxxxx/PMC368172.xml,,,
15024427,PMC368173,10.1371/journal.pbio.0020079,PMC000xxxxxx/PMC368173.xml,,,
,PMC368174,10.1371/journal.pbio.0020080,PMC000xxxxxx/PMC368174.xml,,,
,PMC368175,10.1371/journal.pbio.0020082,PMC000xxxxxx/PMC368175.xml,,,
,PMC368176,10.1371/journal.pbio.0020083,PMC000xxxxxx/PMC368176.xml,,,
,PMC368177,10.1371/journal.pbio.0020084,PMC000xxxxxx/PMC368177.xml,,,
,PMC368178,10.1371/journal.pbio.0020085,PMC000xxxxxx/PMC368178.xml,,,
,PMC368179,10.1371/journal.pbio.0020087,PMC000xxxxxx/PMC368179.xml,,,
,PMC368180,10.1371/journal.pbio.0020088,PMC000xxxxxx/PMC368180.xml,,,
,PMC368181,10.1371/journal.pbio.0020089,PMC000xxxxxx/PMC368181.xml,,,
15045026,PMC374241,10.1371/journal.pbio.0020086,PMC000xxxxxx/PMC374241.xml,,,
,PMC374242,10.1371/journal.pbio.0020093,PMC000xxxxxx/PMC374242.xml,,,
15045028,PMC374243,10.1371/journal.pbio.0020126,PMC000xxxxxx/PMC374243.xml,,,
15045029,PMC374244,10.1371/journal.pbio.0020131,PMC000xxxxxx/PMC374244.xml,,,
,PMC374245,10.1371/journal.pbio.0020134,PMC000xxxxxx/PMC374245.xml,,,
,PMC374246,10.1371/journal.pbio.0020136,PMC000xxxxxx/PMC374246.xml,,,
15069472,PMC385219,10.1371/journal.pbio.0020109,PMC000xxxxxx/PMC385219.xml,,,
,PMC385220,10.1371/journal.pbio.0020143,PMC000xxxxxx/PMC385220.xml,,,
15094797,PMC387263,10.1371/journal.pbio.0020081,PMC000xxxxxx/PMC387263.xml,,,
15094798,PMC387264,10.1371/journal.pbio.0020090,PMC000xxxxxx/PMC387264.xml,,,
15094799,PMC387265,10.1371/journal.pbio.0020091,PMC000xxxxxx/PMC387265.xml,,,
,PMC387266,10.1371/journal.pbio.0020094,PMC000xxxxxx/PMC387266.xml,,,
15094801,PMC387267,10.1371/journal.pbio.0020096,PMC000xxxxxx/PMC387267.xml,,,
15094802,PMC387268,10.1371/journal.pbio.0020097,PMC000xxxxxx/PMC387268.xml,,,
15094803,PMC387269,10.1371/journal.pbio.0020099,PMC000xxxxxx/PMC387269.xml,,,
15094804,PMC387270,10.1371/journal.pbio.0020100,PMC000xxxxxx/PMC387270.xml,,,
15094805,PMC387271,10.1371/journal.pbio.0020101,PMC000xxxxxx/PMC387271.xml,,,
,PMC387272,10.1371/journal.pbio.0020103,PMC000xxxxxx/PMC387272.xml,,,
15094807,PMC387273,10.1371/journal.pbio.0020105,PMC000xxxxxx/PMC387273.xml,,,
15094808,PMC387274,10.1371/journal.pbio.0020106,PMC000xxxxxx/PMC387274.xml,,,
15094809,PMC387275,10.1371/journal.pbio.0020108,PMC000xxxxxx/PMC387275.xml,,,
,PMC387276,10.1371/journal.pbio.0020111,PMC000xxxxxx/PMC387276.xml,,,
,PMC387277,10.1371/journal.pbio.0020112,PMC000xxxxxx/PMC387277.xml,,,
15094811,PMC387278,10.1371/journal.pbio.0020113,PMC000xxxxxx/PMC387278.xml,,,
,PMC387279,10.1371/journal.pbio.0020115,PMC000xxxxxx/PMC387279.xml,,,
,PMC387280,10.1371/journal.pbio.0020117,PMC000xxxxxx/PMC387280.xml,,,
,PMC387282,10.1371/journal.pbio.0020119,PMC000xxxxxx/PMC387282.xml,,,
15094816,PMC387283,10.1371/journal.pbio.0020120,PMC000xxxxxx/PMC387283.xml,,,
15094817,PMC387284,10.1371/journal.pbio.0020121,PMC000xxxxxx/PMC387284.xml,,,
15094818,PMC387285,10.1371/journal.pbio.0020122,PMC000xxxxxx/PMC387285.xml,,,
15094820,PMC387287,10.1371/journal.pbio.0020125,PMC000xxxxxx/PMC387287.xml,,,
,PMC387822,10.1371/journal.pbio.0020118,PMC000xxxxxx/PMC387822.xml,,,
,PMC387823,10.1371/journal.pbio.0020124,PMC000xxxxxx/PMC387823.xml,,,
15103394,PMC393292,10.1371/journal.pbio.0020162,PMC000xxxxxx/PMC393292.xml,,,
,PMC393293,10.1371/journal.pbio.0020166,PMC000xxxxxx/PMC393293.xml,,,
15124029,PMC400249,10.1371/journal.pbio.0020137,PMC000xxxxxx/PMC400249.xml,,,
15138495,PMC406387,10.1371/journal.pbio.0020092,PMC000xxxxxx/PMC406387.xml,,,
15138496,PMC406388,10.1371/journal.pbio.0020110,PMC000xxxxxx/PMC406388.xml,,,
15138497,PMC406389,10.1371/journal.pbio.0020127,PMC000xxxxxx/PMC406389.xml,,,
15138498,PMC406390,10.1371/journal.pbio.0020128,PMC000xxxxxx/PMC406390.xml,,,
15138499,PMC406391,10.1371/journal.pbio.0020129,PMC000xxxxxx/PMC406391.xml,,,
15138500,PMC406392,10.1371/journal.pbio.0020130,PMC000xxxxxx/PMC406392.xml,,,
15138501,PMC406393,10.1371/journal.pbio.0020132,PMC000xxxxxx/PMC406393.xml,,,
15138502,PMC406394,10.1371/journal.pbio.0020133,PMC000xxxxxx/PMC406394.xml,,,
,PMC406395,10.1371/journal.pbio.0020135,PMC000xxxxxx/PMC406395.xml,,,
,PMC406396,10.1371/journal.pbio.0020138,PMC000xxxxxx/PMC406396.xml,,,
15138505,PMC406397,10.1371/journal.pbio.0020139,PMC000xxxxxx/PMC406397.xml,,,
15138506,PMC406398,10.1371/journal.pbio.0020140,PMC000xxxxxx/PMC406398.xml,,,
,PMC406399,10.1371/journal.pbio.0020144,PMC000xxxxxx/PMC406399.xml,,,
15138508,PMC406400,10.1371/journal.pbio.0020145,PMC000xxxxxx/PMC406400.xml,,,
15138509,PMC406401,10.1371/journal.pbio.0020146,PMC000xxxxxx/PMC406401.xml,,,
,PMC406402,10.1371/journal.pbio.0020147,PMC000xxxxxx/PMC406402.xml,,,
15138510,PMC406403,10.1371/journal.pbio.0020148,PMC000xxxxxx/PMC406403.xml,,,
,PMC406404,10.1371/journal.pbio.0020149,PMC000xxxxxx/PMC406404.xml,,,
,PMC406405,10.1371/journal.pbio.0020151,PMC000xxxxxx/PMC406405.xml,,,
,PMC406406,10.1371/journal.pbio.0020154,PMC000xxxxxx/PMC406406.xml,,,
15138514,PMC406407,10.1371/journal.pbio.0020156,PMC000xxxxxx/PMC406407.xml,,,
,PMC406408,10.1371/journal.pbio.0020159,PMC000xxxxxx/PMC406408.xml,,,
15138516,PMC406409,10.1371/journal.pbio.0020161,PMC000xxxxxx/PMC406409.xml,,,
,PMC406410,10.1371/journal.pbio.0020201,PMC000xxxxxx/PMC406410.xml,,,
15068486,PMC406512,10.1186/1472-6785-4-3,PMC000xxxxxx/PMC406512.xml,1472-6785-4-3,,
,PMC406520,10.1371/journal.pbio.0020191,PMC000xxxxxx/PMC406520.xml,,,
15208707,PMC423129,10.1371/journal.pbio.0020123,PMC000xxxxxx/PMC423129.xml,,,
15208708,PMC423130,10.1371/journal.pbio.0020141,PMC000xxxxxx/PMC423130.xml,,,
15208709,PMC423131,10.1371/journal.pbio.0020142,PMC000xxxxxx/PMC423131.xml,,,
15208710,PMC423132,10.1371/journal.pbio.0020150,PMC000xxxxxx/PMC423132.xml,,,
15208711,PMC423133,10.1371/journal.pbio.0020152,PMC000xxxxxx/PMC423133.xml,,,
15208712,PMC423134,10.1371/journal.pbio.0020153,PMC000xxxxxx/PMC423134.xml,,,
15208713,PMC423135,10.1371/journal.pbio.0020155,PMC000xxxxxx/PMC423135.xml,,,
15208714,PMC423136,10.1371/journal.pbio.0020157,PMC000xxxxxx/PMC423136.xml,,,
15208715,PMC423137,10.1371/journal.pbio.0020160,PMC000xxxxxx/PMC423137.xml,,,
15208716,PMC423138,10.1371/journal.pbio.0020163,PMC000xxxxxx/PMC423138.xml,,,
15208717,PMC423139,10.1371/journal.pbio.0020164,PMC000xxxxxx/PMC423139.xml,,,
,PMC423140,10.1371/journal.pbio.0020165,PMC000xxxxxx/PMC423140.xml,,,
15208719,PMC423141,10.1371/journal.pbio.0020167,PMC000xxxxxx/PMC423141.xml,,,
,PMC423142,10.1371/journal.pbio.0020168,PMC000xxxxxx/PMC423142.xml,,,
15208721,PMC423143,10.1371/journal.pbio.0020169,PMC000xxxxxx/PMC423143.xml,,,
15208722,PMC423144,10.1371/journal.pbio.0020170,PMC000xxxxxx/PMC423144.xml,,,
,PMC423145,10.1371/journal.pbio.0020172,PMC000xxxxxx/PMC423145.xml,,,
15208723,PMC423146,10.1371/journal.pbio.0020176,PMC000xxxxxx/PMC423146.xml,,,
15208724,PMC423147,10.1371/journal.pbio.0020177,PMC000xxxxxx/PMC423147.xml,,,
,PMC423148,10.1371/journal.pbio.0020180,PMC000xxxxxx/PMC423148.xml,,,
15208726,PMC423149,10.1371/journal.pbio.0020181,PMC000xxxxxx/PMC423149.xml,,,
15208727,PMC423150,10.1371/journal.pbio.0020182,PMC000xxxxxx/PMC423150.xml,,,
15208728,PMC423151,10.1371/journal.pbio.0020183,PMC000xxxxxx/PMC423151.xml,,,
,PMC423152,10.1371/journal.pbio.0020184,PMC000xxxxxx/PMC423152.xml,,,
,PMC423153,10.1371/journal.pbio.0020185,PMC000xxxxxx/PMC423153.xml,,,
,PMC423154,10.1371/journal.pbio.0020186,PMC000xxxxxx/PMC423154.xml,,,
,PMC423155,10.1371/journal.pbio.0020187,PMC000xxxxxx/PMC423155.xml,,,
15208732,PMC423156,10.1371/journal.pbio.0020188,PMC000xxxxxx/PMC423156.xml,,,
15208733,PMC423157,10.1371/journal.pbio.0020189,PMC000xxxxxx/PMC423157.xml,,,
15208734,PMC423158,10.1371/journal.pbio.0020190,PMC000xxxxxx/PMC423158.xml,,,
,PMC423159,10.1371/journal.pbio.0020192,PMC000xxxxxx/PMC423159.xml,,,
,PMC423160,10.1371/journal.pbio.0020193,PMC000xxxxxx/PMC423160.xml,,,
,PMC423161,10.1371/journal.pbio.0020194,PMC000xxxxxx/PMC423161.xml,,,
,PMC423162,10.1371/journal.pbio.0020195,PMC000xxxxxx/PMC423162.xml,,,
,PMC423163,10.1371/journal.pbio.0020229,PMC000xxxxxx/PMC423163.xml,,,
15221027,PMC434148,10.1371/journal.pbio.0020173,PMC000xxxxxx/PMC434148.xml,,,
15221028,PMC434149,10.1371/journal.pbio.0020174,PMC000xxxxxx/PMC434149.xml,,,
15221029,PMC434150,10.1371/journal.pbio.0020175,PMC000xxxxxx/PMC434150.xml,,,
15221030,PMC434151,10.1371/journal.pbio.0020203,PMC000xxxxxx/PMC434151.xml,,,
,PMC434152,10.1371/journal.pbio.0020222,PMC000xxxxxx/PMC434152.xml,,,
15221031,PMC434153,10.1371/journal.pbio.0020230,PMC000xxxxxx/PMC434153.xml,,,
,PMC434154,10.1371/journal.pbio.0020249,PMC000xxxxxx/PMC434154.xml,,,
,PMC434155,10.1371/journal.pbio.0020251,PMC000xxxxxx/PMC434155.xml,,,
,PMC439008,10.1371/journal.pbio.0020253,PMC000xxxxxx/PMC439008.xml,,,
,PMC439009,10.1371/journal.pbio.0020265,PMC000xxxxxx/PMC439009.xml,,,
15226824,PMC439782,10.1371/journal.pbio.0020233,PMC000xxxxxx/PMC439782.xml,,,
15226823,PMC439783,10.1371/journal.pbio.0020247,PMC000xxxxxx/PMC439783.xml,,,
15252441,PMC449784,10.1371/journal.pbio.0020158,PMC000xxxxxx/PMC449784.xml,,,
15252442,PMC449785,10.1371/journal.pbio.0020171,PMC000xxxxxx/PMC449785.xml,,,
15252443,PMC449821,10.1371/journal.pbio.0020178,PMC000xxxxxx/PMC449821.xml,,,
15252444,PMC449846,10.1371/journal.pbio.0020179,PMC000xxxxxx/PMC449846.xml,,,
15252445,PMC449851,10.1371/journal.pbio.0020197,PMC000xxxxxx/PMC449851.xml,,,
15252446,PMC449855,10.1371/journal.pbio.0020198,PMC000xxxxxx/PMC449855.xml,,,
,PMC449864,10.1371/journal.pbio.0020204,PMC000xxxxxx/PMC449864.xml,,,
,PMC449866,10.1371/journal.pbio.0020205,PMC000xxxxxx/PMC449866.xml,,,
15252449,PMC449868,10.1371/journal.pbio.0020206,PMC000xxxxxx/PMC449868.xml,,,
15252450,PMC449870,10.1371/journal.pbio.0020207,PMC000xxxxxx/PMC449870.xml,,,
,PMC449891,10.1371/journal.pbio.0020208,PMC000xxxxxx/PMC449891.xml,,,
,PMC449894,10.1371/journal.pbio.0020209,PMC000xxxxxx/PMC449894.xml,,,
15252453,PMC449895,10.1371/journal.pbio.0020210,PMC000xxxxxx/PMC449895.xml,,,
15252454,PMC449896,10.1371/journal.pbio.0020211,PMC000xxxxxx/PMC449896.xml,,,
15252455,PMC449897,10.1371/journal.pbio.0020212,PMC000xxxxxx/PMC449897.xml,,,
15252456,PMC449898,10.1371/journal.pbio.0020213,PMC000xxxxxx/PMC449898.xml,,,
15252457,PMC449899,10.1371/journal.pbio.0020214,PMC000xxxxxx/PMC449899.xml,,,
15252458,PMC449900,10.1371/journal.pbio.0020215,PMC000xxxxxx/PMC449900.xml,,,
15252459,PMC449901,10.1371/journal.pbio.0020216,PMC000xxxxxx/PMC449901.xml,,,
,PMC449902,10.1371/journal.pbio.0020221,PMC000xxxxxx/PMC449902.xml,,,
15252462,PMC449903,10.1371/journal.pbio.0020223,PMC000xxxxxx/PMC449903.xml,,,
,PMC449904,10.1371/journal.pbio.0020226,PMC000xxxxxx/PMC449904.xml,,,
,PMC449905,10.1371/journal.pbio.0020227,PMC000xxxxxx/PMC449905.xml,,,
15252465,PMC449906,10.1371/journal.pbio.0020228,PMC000xxxxxx/PMC449906.xml,,,
,PMC449907,10.1371/journal.pbio.0020236,PMC000xxxxxx/PMC449907.xml,,,
,PMC449908,10.1371/journal.pbio.0020238,PMC000xxxxxx/PMC449908.xml,,,
,PMC450293,10.1371/journal.pbio.0020256,PMC000xxxxxx/PMC450293.xml,,,
39018401,PMC466940,10.1126/sciadv.adn5899,PMC000xxxxxx/PMC466940.xml,adn5899,,
39018389,PMC466941,10.1126/sciadv.adn7053,PMC000xxxxxx/PMC466941.xml,adn7053,,
39018403,PMC466944,10.1126/sciadv.ado6759,PMC000xxxxxx/PMC466944.xml,ado6759,,
39018400,PMC466951,10.1126/sciadv.ado0082,PMC000xxxxxx/PMC466951.xml,ado0082,,
39018396,PMC466953,10.1126/sciadv.ado1218,PMC000xxxxxx/PMC466953.xml,ado1218,,
39018414,PMC466957,10.1126/sciadv.adl5638,PMC000xxxxxx/PMC466957.xml,adl5638,,
39018406,PMC466958,10.1126/sciadv.adn5142,PMC000xxxxxx/PMC466958.xml,adn5142,,
39022114,PMC466966,10.1016/j.radcr.2024.04.076,PMC000xxxxxx/PMC466966.xml,,S1930-0433(24)00375-3,
39022689,PMC466970,10.1016/j.dib.2024.110600,PMC000xxxxxx/PMC466970.xml,110600,S2352-3409(24)00567-5,
39022775,PMC466976,10.1016/j.aninu.2024.03.017,PMC000xxxxxx/PMC466976.xml,,S2405-6545(24)00065-9,
38836821,PMC466997,10.1590/2317-1782/20232023023en,PMC000xxxxxx/PMC466997.xml,codasCB20230023_PT,,00502
38896744,PMC466998,10.1590/2317-1782/20242023098en,PMC000xxxxxx/PMC466998.xml,codasAO20230098_PT-EN,,00314
38896743,PMC466999,10.1590/2317-1782/20242023094en,PMC000xxxxxx/PMC466999.xml,codasAO20230094_PT-EN,,00315
38836822,PMC467000,10.1590/2317-1782/20242023091en,PMC000xxxxxx/PMC467000.xml,codasAO20230091_PT,,00313
38922259,PMC467001,10.1590/2317-1782/20242023108en,PMC000xxxxxx/PMC467001.xml,codasAO20230108_PT-EN,,00316
,PMC467042,10.1016/j.heliyon.2024.e32457,PMC000xxxxxx/PMC467042.xml,e32457,S2405-8440(24)08488-3,
,PMC467045,10.1016/j.heliyon.2024.e33415,PMC000xxxxxx/PMC467045.xml,e33415,S2405-8440(24)09446-5,
,PMC467046,10.1016/j.heliyon.2024.e32755,PMC000xxxxxx/PMC467046.xml,e32755,S2405-8440(24)08786-3,
,PMC467047,10.1016/j.heliyon.2024.e32524,PMC000xxxxxx/PMC467047.xml,e32524,S2405-8440(24)08555-4,
,PMC467051,10.1016/j.heliyon.2024.e32683,PMC000xxxxxx/PMC467051.xml,e32683,S2405-8440(24)08714-0,
39021481,PMC467053,10.1016/j.lansea.2024.100433,PMC000xxxxxx/PMC467053.xml,100433,S2772-3682(24)00083-0,
39022613,PMC467055,10.1016/j.ejro.2024.100547,PMC000xxxxxx/PMC467055.xml,100547,S2352-0477(24)00002-9,
,PMC467058,10.1016/j.heliyon.2024.e33427,PMC000xxxxxx/PMC467058.xml,e33427,S2405-8440(24)09458-1,
