pmid,pmc,doi,File,publisher-id,pii,other
15679894,PMC548513,10.1186/1472-6920-5-4,PMC000xxxxxx/PMC548513.xml,1472-6920-5-4,,
15679889,PMC548514,10.1186/1476-7120-3-2,PMC000xxxxxx/PMC548514.xml,1476-7120-3-2,,
15670335,PMC548515,10.1186/1472-6963-5-9,PMC000xxxxxx/PMC548515.xml,1472-6963-5-9,,
15667662,PMC548516,10.1186/1471-2334-5-4,PMC000xxxxxx/PMC548516.xml,1471-2334-5-4,,
15651991,PMC548517,10.1186/1477-7525-3-5,PMC000xxxxxx/PMC548517.xml,1477-7525-3-5,,
15667651,PMC548518,10.1186/1478-4505-3-2,PMC000xxxxxx/PMC548518.xml,1478-4505-3-2,,
15663794,PMC548519,10.1186/1465-9921-6-11,PMC000xxxxxx/PMC548519.xml,1465-9921-6-11,,
15676071,PMC548520,10.1186/1471-2202-6-5,PMC000xxxxxx/PMC548520.xml,1471-2202-6-5,,
15667665,PMC548521,10.1186/1472-6750-5-4,PMC000xxxxxx/PMC548521.xml,1472-6750-5-4,,
15691369,PMC548522,10.1186/1471-2393-5-2,PMC000xxxxxx/PMC548522.xml,1471-2393-5-2,,
15679885,PMC548523,10.1186/1476-069X-4-1,PMC000xxxxxx/PMC548523.xml,1476-069X-4-1,,
15647105,PMC548524,10.1186/1471-2334-5-2,PMC000xxxxxx/PMC548524.xml,1471-2334-5-2,,
15661070,PMC548665,10.1186/1475-2875-4-5,PMC000xxxxxx/PMC548665.xml,1475-2875-4-5,,
15659247,PMC548666,10.1186/1476-0711-4-3,PMC000xxxxxx/PMC548666.xml,1476-0711-4-3,,
15689240,PMC548667,10.1186/1743-7075-2-3,PMC000xxxxxx/PMC548667.xml,1743-7075-2-3,,
15676073,PMC548668,10.1186/1475-2875-4-8,PMC000xxxxxx/PMC548668.xml,1475-2875-4-8,,
15683542,PMC548669,10.1186/1478-811X-3-1,PMC000xxxxxx/PMC548669.xml,1478-811X-3-1,,
15670336,PMC548670,10.1186/1742-2094-2-4,PMC000xxxxxx/PMC548670.xml,1742-2094-2-4,,
15691383,PMC548671,10.1186/1476-4598-4-8,PMC000xxxxxx/PMC548671.xml,1476-4598-4-8,,
15642119,PMC548672,10.1186/1742-4755-2-1,PMC000xxxxxx/PMC548672.xml,1742-4755-2-1,,
15661076,PMC548673,10.1186/1477-3155-3-1,PMC000xxxxxx/PMC548673.xml,1477-3155-3-1,,
15701164,PMC548674,10.1186/1475-2867-5-1,PMC000xxxxxx/PMC548674.xml,1475-2867-5-1,,
15689239,PMC548675,10.1186/1475-2859-4-5,PMC000xxxxxx/PMC548675.xml,1475-2859-4-5,,
15667666,PMC548676,10.1186/1475-2875-4-7,PMC000xxxxxx/PMC548676.xml,1475-2875-4-7,,
15679892,PMC548677,10.1186/1742-2094-2-5,PMC000xxxxxx/PMC548677.xml,1742-2094-2-5,,
15691373,PMC548678,10.1186/1478-811X-3-3,PMC000xxxxxx/PMC548678.xml,1478-811X-3-3,,
15673470,PMC548679,10.1186/1471-230X-5-4,PMC000xxxxxx/PMC548679.xml,1471-230X-5-4,,
15683541,PMC548680,10.1186/1471-244X-5-6,PMC000xxxxxx/PMC548680.xml,1471-244X-5-6,,
15676077,PMC548681,10.1186/1472-6947-5-2,PMC000xxxxxx/PMC548681.xml,1472-6947-5-2,,
15679899,PMC548682,10.1186/1471-2334-5-5,PMC000xxxxxx/PMC548682.xml,1471-2334-5-5,,
15676076,PMC548683,10.1186/1471-2164-6-11,PMC000xxxxxx/PMC548683.xml,1471-2164-6-11,,
15694005,PMC548684,10.1186/1471-2172-6-3,PMC000xxxxxx/PMC548684.xml,1471-2172-6-3,,
15701171,PMC548685,10.1186/1743-422X-2-4,PMC000xxxxxx/PMC548685.xml,1743-422X-2-4,,
15689236,PMC548686,10.1186/1472-6785-5-1,PMC000xxxxxx/PMC548686.xml,1472-6785-5-1,,
15691372,PMC548687,10.1186/1471-2180-5-6,PMC000xxxxxx/PMC548687.xml,1471-2180-5-6,,
15691376,PMC548688,10.1186/1471-2261-5-4,PMC000xxxxxx/PMC548688.xml,1471-2261-5-4,,
15661071,PMC548689,10.1186/1471-2458-5-7,PMC000xxxxxx/PMC548689.xml,1471-2458-5-7,,
15676072,PMC548690,10.1186/1471-2121-6-5,PMC000xxxxxx/PMC548690.xml,1471-2121-6-5,,
15693999,PMC548691,10.1186/1471-2164-6-12,PMC000xxxxxx/PMC548691.xml,1471-2164-6-12,,
15679886,PMC548692,10.1186/1471-2288-5-6,PMC000xxxxxx/PMC548692.xml,1471-2288-5-6,,
15676078,PMC548693,10.1186/1472-6955-4-1,PMC000xxxxxx/PMC548693.xml,1472-6955-4-1,,
15679900,PMC548694,10.1186/1471-2377-5-2,PMC000xxxxxx/PMC548694.xml,1471-2377-5-2,,
15694002,PMC548695,10.1186/1471-2148-5-12,PMC000xxxxxx/PMC548695.xml,1471-2148-5-12,,
15683543,PMC548696,10.1186/1471-2407-5-13,PMC000xxxxxx/PMC548696.xml,1471-2407-5-13,,
15694009,PMC548701,10.1186/1471-2105-6-21,PMC000xxxxxx/PMC548701.xml,1471-2105-6-21,,
15719066,PMC548793,10.1371/journal.pmed.0020059,PMC000xxxxxx/PMC548793.xml,,,
,PMC548794,10.1371/journal.pmed.0020065,PMC000xxxxxx/PMC548794.xml,,,
15701165,PMC548940,10.1186/1475-9276-4-3,PMC000xxxxxx/PMC548940.xml,1475-9276-4-3,,
15719059,PMC548951,10.1371/journal.pbio.0030051,PMC000xxxxxx/PMC548951.xml,,,
15719062,PMC548952,10.1371/journal.pbio.0030056,PMC000xxxxxx/PMC548952.xml,,,
15719063,PMC548953,10.1371/journal.pbio.0030059,PMC000xxxxxx/PMC548953.xml,,,
,PMC548954,10.1371/journal.pbio.0030062,PMC000xxxxxx/PMC548954.xml,,,
15719064,PMC548955,10.1371/journal.pbio.0030065,PMC000xxxxxx/PMC548955.xml,,,
15719065,PMC548956,10.1371/journal.pbio.0030076,PMC000xxxxxx/PMC548956.xml,,,
,PMC548957,10.1371/journal.pbio.0030080,PMC000xxxxxx/PMC548957.xml,,,
,PMC548958,10.1371/journal.pbio.0030090,PMC000xxxxxx/PMC548958.xml,,,
15683545,PMC549028,10.1186/1465-9921-6-12,PMC000xxxxxx/PMC549028.xml,1465-9921-6-12,,
15686596,PMC549029,10.1186/1476-4598-4-6,PMC000xxxxxx/PMC549029.xml,1476-4598-4-6,,
15686600,PMC549030,10.1186/1476-7961-3-3,PMC000xxxxxx/PMC549030.xml,1476-7961-3-3,,
15691385,PMC549031,10.1186/1477-7525-3-8,PMC000xxxxxx/PMC549031.xml,1477-7525-3-8,,
15679888,PMC549032,10.1186/1475-925X-4-7,PMC000xxxxxx/PMC549032.xml,1475-925X-4-7,,
15676080,PMC549033,10.1186/1479-5876-3-4,PMC000xxxxxx/PMC549033.xml,1479-5876-3-4,,
15679901,PMC549034,10.1186/1471-2458-5-12,PMC000xxxxxx/PMC549034.xml,1471-2458-5-12,,
15676079,PMC549035,10.1186/1471-2148-5-8,PMC000xxxxxx/PMC549035.xml,1471-2148-5-8,,
15698477,PMC549036,10.1186/1477-7525-3-9,PMC000xxxxxx/PMC549036.xml,1477-7525-3-9,,
15693998,PMC549037,10.1186/1471-2148-5-11,PMC000xxxxxx/PMC549037.xml,1471-2148-5-11,,
15694004,PMC549038,10.1186/1471-2210-5-3,PMC000xxxxxx/PMC549038.xml,1471-2210-5-3,,
15686592,PMC549039,10.1186/1471-2393-5-1,PMC000xxxxxx/PMC549039.xml,1471-2393-5-1,,
15683549,PMC549040,10.1186/1479-5876-3-6,PMC000xxxxxx/PMC549040.xml,1479-5876-3-6,,
15679883,PMC549041,10.1186/1471-2407-5-12,PMC000xxxxxx/PMC549041.xml,1471-2407-5-12,,
15698476,PMC549042,10.1186/1742-4690-2-7,PMC000xxxxxx/PMC549042.xml,1742-4690-2-7,,
15694008,PMC549043,10.1186/1471-244X-5-9,PMC000xxxxxx/PMC549043.xml,1471-244X-5-9,,
15701174,PMC549044,10.1186/1743-422X-2-3,PMC000xxxxxx/PMC549044.xml,1743-422X-2-3,,
15689238,PMC549045,10.1186/1471-2202-6-8,PMC000xxxxxx/PMC549045.xml,1471-2202-6-8,,
15701172,PMC549046,10.1186/1476-5926-4-2,PMC000xxxxxx/PMC549046.xml,1476-5926-4-2,,
15691382,PMC549047,10.1186/1478-811X-3-4,PMC000xxxxxx/PMC549047.xml,1478-811X-3-4,,
15683548,PMC549048,10.1186/1472-6963-5-11,PMC000xxxxxx/PMC549048.xml,1472-6963-5-11,,
15698481,PMC549049,10.1186/1479-5876-3-8,PMC000xxxxxx/PMC549049.xml,1479-5876-3-8,,
15686595,PMC549050,10.1186/1742-4690-2-4,PMC000xxxxxx/PMC549050.xml,1742-4690-2-4,,
15679891,PMC549051,10.1186/1479-5876-3-5,PMC000xxxxxx/PMC549051.xml,1479-5876-3-5,,
15642092,PMC549061,10.1186/gb-2004-6-1-r1,PMC000xxxxxx/PMC549061.xml,gb-2004-6-1-r1,,
15642093,PMC549062,10.1186/gb-2004-6-1-r10,PMC000xxxxxx/PMC549062.xml,gb-2004-6-1-r10,,
15642094,PMC549063,10.1186/gb-2004-6-1-r2,PMC000xxxxxx/PMC549063.xml,gb-2004-6-1-r2,,
15642095,PMC549064,10.1186/gb-2004-6-1-r3,PMC000xxxxxx/PMC549064.xml,gb-2004-6-1-r3,,
15642096,PMC549065,10.1186/gb-2004-6-1-r4,PMC000xxxxxx/PMC549065.xml,gb-2004-6-1-r4,,
15642097,PMC549066,10.1186/gb-2004-6-1-r5,PMC000xxxxxx/PMC549066.xml,gb-2004-6-1-r5,,
15642098,PMC549067,10.1186/gb-2004-6-1-r6,PMC000xxxxxx/PMC549067.xml,gb-2004-6-1-r6,,
15642099,PMC549068,10.1186/gb-2004-6-1-r7,PMC000xxxxxx/PMC549068.xml,gb-2004-6-1-r7,,
15642100,PMC549069,10.1186/gb-2004-6-1-r8,PMC000xxxxxx/PMC549069.xml,gb-2004-6-1-r8,,
15642101,PMC549070,10.1186/gb-2004-6-1-r9,PMC000xxxxxx/PMC549070.xml,gb-2004-6-1-r9,,
15701173,PMC549072,10.1186/1742-6413-2-2,PMC000xxxxxx/PMC549072.xml,1742-6413-2-2,,
15701169,PMC549073,10.1186/1465-9921-6-13,PMC000xxxxxx/PMC549073.xml,1465-9921-6-13,,
15686601,PMC549074,10.1186/1476-4598-4-7,PMC000xxxxxx/PMC549074.xml,1476-4598-4-7,,
15691386,PMC549075,10.1186/1742-4690-2-5,PMC000xxxxxx/PMC549075.xml,1742-4690-2-5,,
15703073,PMC549076,10.1186/1475-2891-4-6,PMC000xxxxxx/PMC549076.xml,1475-2891-4-6,,
15703080,PMC549077,10.1186/1477-5751-4-1,PMC000xxxxxx/PMC549077.xml,1477-5751-4-1,,
15705199,PMC549078,10.1186/1742-6413-2-3,PMC000xxxxxx/PMC549078.xml,1742-6413-2-3,,
15705200,PMC549079,10.1186/1743-422X-2-7,PMC000xxxxxx/PMC549079.xml,1743-422X-2-7,,
15707490,PMC549080,10.1186/1743-422X-2-8,PMC000xxxxxx/PMC549080.xml,1743-422X-2-8,,
15705205,PMC549081,10.1186/1475-2891-4-7,PMC000xxxxxx/PMC549081.xml,1475-2891-4-7,,
15705201,PMC549082,10.1186/1475-925X-4-9,PMC000xxxxxx/PMC549082.xml,1475-925X-4-9,,
15683544,PMC549083,10.1186/1477-7819-3-6,PMC000xxxxxx/PMC549083.xml,1477-7819-3-6,,
15691381,PMC549185,10.1186/1476-4598-4-9,PMC000xxxxxx/PMC549185.xml,1476-4598-4-9,,
15693995,PMC549186,10.1186/1471-2458-5-13,PMC000xxxxxx/PMC549186.xml,1471-2458-5-13,,
15694000,PMC549187,10.1186/1472-6874-5-1,PMC000xxxxxx/PMC549187.xml,1472-6874-5-1,,
15698480,PMC549188,10.1186/1472-6920-5-5,PMC000xxxxxx/PMC549188.xml,1472-6920-5-5,,
15694006,PMC549189,10.1186/1471-2156-6-4,PMC000xxxxxx/PMC549189.xml,1471-2156-6-4,,
15686594,PMC549190,10.1186/1471-2334-5-6,PMC000xxxxxx/PMC549190.xml,1471-2334-5-6,,
15683546,PMC549191,10.1186/1471-2156-6-3,PMC000xxxxxx/PMC549191.xml,1471-2156-6-3,,
15693996,PMC549192,10.1186/1471-2474-6-5,PMC000xxxxxx/PMC549192.xml,1471-2474-6-5,,
15686598,PMC549193,10.1186/1471-2202-6-6,PMC000xxxxxx/PMC549193.xml,1471-2202-6-6,,
15691374,PMC549194,10.1186/1471-244X-5-7,PMC000xxxxxx/PMC549194.xml,1471-244X-5-7,,
15686599,PMC549195,10.1186/1472-6963-5-12,PMC000xxxxxx/PMC549195.xml,1472-6963-5-12,,
15703070,PMC549196,10.1186/1471-2407-5-15,PMC000xxxxxx/PMC549196.xml,1471-2407-5-15,,
15691375,PMC549197,10.1186/1471-2199-6-3,PMC000xxxxxx/PMC549197.xml,1471-2199-6-3,,
15689237,PMC549198,10.1186/1471-2202-6-7,PMC000xxxxxx/PMC549198.xml,1471-2202-6-7,,
15698469,PMC549199,10.1186/1471-2105-6-22,PMC000xxxxxx/PMC549199.xml,1471-2105-6-22,,
15663789,PMC549200,10.1186/1471-2105-6-14,PMC000xxxxxx/PMC549200.xml,1471-2105-6-14,,
15686593,PMC549201,10.1186/1471-2105-6-20,PMC000xxxxxx/PMC549201.xml,1471-2105-6-20,,
15676070,PMC549202,10.1186/1471-2105-6-19,PMC000xxxxxx/PMC549202.xml,1471-2105-6-19,,
15673468,PMC549203,10.1186/1471-2105-6-17,PMC000xxxxxx/PMC549203.xml,1471-2105-6-17,,
15649332,PMC549204,10.1186/1471-2105-6-8,PMC000xxxxxx/PMC549204.xml,1471-2105-6-8,,
15701176,PMC549205,10.1186/1471-2407-5-14,PMC000xxxxxx/PMC549205.xml,1471-2407-5-14,,
15679890,PMC549206,10.1186/1741-7007-3-2,PMC000xxxxxx/PMC549206.xml,1741-7007-3-2,,
15679884,PMC549207,10.1186/1471-2474-6-3,PMC000xxxxxx/PMC549207.xml,1471-2474-6-3,,
15649327,PMC549208,10.1186/1475-925X-4-5,PMC000xxxxxx/PMC549208.xml,1475-925X-4-5,,
15691384,PMC549209,10.1186/1468-6708-6-1,PMC000xxxxxx/PMC549209.xml,1468-6708-6-1,,
15656912,PMC549210,10.1186/1743-7075-2-2,PMC000xxxxxx/PMC549210.xml,1743-7075-2-2,,
15667654,PMC549211,10.1186/1475-925X-4-6,PMC000xxxxxx/PMC549211.xml,1475-925X-4-6,,
15698478,PMC549212,10.1186/1742-4682-2-3,PMC000xxxxxx/PMC549212.xml,1742-4682-2-3,,
15676066,PMC549213,10.1186/1471-2164-6-9,PMC000xxxxxx/PMC549213.xml,1471-2164-6-9,,
15691387,PMC549214,10.1186/1471-2202-6-9,PMC000xxxxxx/PMC549214.xml,1471-2202-6-9,,
15694001,PMC549215,10.1186/1471-213X-5-2,PMC000xxxxxx/PMC549215.xml,1471-213X-5-2,,
15693997,PMC549216,10.1186/1472-6963-5-13,PMC000xxxxxx/PMC549216.xml,1472-6963-5-13,,
15698475,PMC549217,10.1186/1742-4690-2-6,PMC000xxxxxx/PMC549217.xml,1742-4690-2-6,,
15703077,PMC549512,10.1186/1475-2891-4-5,PMC000xxxxxx/PMC549512.xml,1475-2891-4-5,,
15705204,PMC549513,10.1186/1465-9921-6-16,PMC000xxxxxx/PMC549513.xml,1465-9921-6-16,,
15703072,PMC549514,10.1186/1475-2875-4-9,PMC000xxxxxx/PMC549514.xml,1475-2875-4-9,,
15703082,PMC549515,10.1186/1477-7517-2-1,PMC000xxxxxx/PMC549515.xml,1477-7517-2-1,,
15701175,PMC549516,10.1186/1477-7800-2-3,PMC000xxxxxx/PMC549516.xml,1477-7800-2-3,,
15705198,PMC549517,10.1186/1742-4933-2-3,PMC000xxxxxx/PMC549517.xml,1742-4933-2-3,,
15707498,PMC549518,10.1186/1477-3163-4-5,PMC000xxxxxx/PMC549518.xml,1477-3163-4-5,,
15703068,PMC549519,10.1186/1477-7819-3-8,PMC000xxxxxx/PMC549519.xml,1477-7819-3-8,,
15703085,PMC549520,10.1186/1743-422X-2-5,PMC000xxxxxx/PMC549520.xml,1743-422X-2-5,,
15705190,PMC549521,10.1186/1465-9921-6-14,PMC000xxxxxx/PMC549521.xml,1465-9921-6-14,,
15707494,PMC549522,10.1186/1475-925X-4-10,PMC000xxxxxx/PMC549522.xml,1475-925X-4-10,,
15705203,PMC549523,10.1186/1743-422X-2-6,PMC000xxxxxx/PMC549523.xml,1743-422X-2-6,,
15710049,PMC549524,10.1186/1743-7075-2-4,PMC000xxxxxx/PMC549524.xml,1743-7075-2-4,,
15691389,PMC549525,10.1186/1479-5876-3-7,PMC000xxxxxx/PMC549525.xml,1479-5876-3-7,,
15703076,PMC549526,10.1186/1475-2875-4-10,PMC000xxxxxx/PMC549526.xml,1475-2875-4-10,,
15703074,PMC549527,10.1186/1743-1050-2-3,PMC000xxxxxx/PMC549527.xml,1743-1050-2-3,,
15691370,PMC549528,10.1186/1471-2474-6-4,PMC000xxxxxx/PMC549528.xml,1471-2474-6-4,,
15701170,PMC549529,10.1186/1476-069X-4-2,PMC000xxxxxx/PMC549529.xml,1476-069X-4-2,,
15686597,PMC549530,10.1186/1742-4933-2-2,PMC000xxxxxx/PMC549530.xml,1742-4933-2-2,,
15710045,PMC549531,10.1186/1465-9921-6-18,PMC000xxxxxx/PMC549531.xml,1465-9921-6-18,,
15683547,PMC549532,10.1186/1471-2210-5-2,PMC000xxxxxx/PMC549532.xml,1471-2210-5-2,,
15705196,PMC549533,10.1186/1476-072X-4-5,PMC000xxxxxx/PMC549533.xml,1476-072X-4-5,,
15703084,PMC549534,10.1186/1477-7827-3-7,PMC000xxxxxx/PMC549534.xml,1477-7827-3-7,,
15694003,PMC549535,10.1186/1471-2164-6-13,PMC000xxxxxx/PMC549535.xml,1471-2164-6-13,,
15703065,PMC549536,10.1186/1475-2867-5-2,PMC000xxxxxx/PMC549536.xml,1475-2867-5-2,,
15701180,PMC549537,10.1186/1471-2229-5-1,PMC000xxxxxx/PMC549537.xml,1471-2229-5-1,,
15705191,PMC549538,10.1186/1476-511X-4-4,PMC000xxxxxx/PMC549538.xml,1476-511X-4-4,,
15705193,PMC549539,10.1186/1472-6920-5-7,PMC000xxxxxx/PMC549539.xml,1472-6920-5-7,,
15707495,PMC549540,10.1186/1477-5956-3-1,PMC000xxxxxx/PMC549540.xml,1477-5956-3-1,,
15713236,PMC549541,10.1186/1477-7819-3-11,PMC000xxxxxx/PMC549541.xml,1477-7819-3-11,,
15686591,PMC549542,10.1186/1472-6955-4-2,PMC000xxxxxx/PMC549542.xml,1472-6955-4-2,,
15705194,PMC549543,10.1186/1477-7819-3-9,PMC000xxxxxx/PMC549543.xml,1477-7819-3-9,,
15691388,PMC549544,10.1186/1471-244X-5-8,PMC000xxxxxx/PMC549544.xml,1471-244X-5-8,,
15703078,PMC549545,10.1186/1472-6750-5-6,PMC000xxxxxx/PMC549545.xml,1472-6750-5-6,,
15701163,PMC549546,10.1186/1472-6920-5-6,PMC000xxxxxx/PMC549546.xml,1472-6920-5-6,,
15701178,PMC549547,10.1186/1471-2105-6-23,PMC000xxxxxx/PMC549547.xml,1471-2105-6-23,,
15698473,PMC549548,10.1186/1471-2148-5-13,PMC000xxxxxx/PMC549548.xml,1471-2148-5-13,,
15707499,PMC549549,10.1186/1471-2202-6-10,PMC000xxxxxx/PMC549549.xml,1471-2202-6-10,,
15691378,PMC549550,10.1186/1471-2148-5-10,PMC000xxxxxx/PMC549550.xml,1471-2148-5-10,,
15698479,PMC549551,10.1186/1471-2156-6-5,PMC000xxxxxx/PMC549551.xml,1471-2156-6-5,,
15694007,PMC549552,10.1186/1472-6793-5-3,PMC000xxxxxx/PMC549552.xml,1472-6793-5-3,,
15701177,PMC549553,10.1186/1472-6807-5-3,PMC000xxxxxx/PMC549553.xml,1472-6807-5-3,,
15707497,PMC549554,10.1186/1471-2261-5-5,PMC000xxxxxx/PMC549554.xml,1471-2261-5-5,,
15703081,PMC549555,10.1186/1471-2407-5-16,PMC000xxxxxx/PMC549555.xml,1471-2407-5-16,,
15698472,PMC549556,10.1186/1471-2458-5-14,PMC000xxxxxx/PMC549556.xml,1471-2458-5-14,,
15703066,PMC549557,10.1186/1471-2318-5-4,PMC000xxxxxx/PMC549557.xml,1471-2318-5-4,,
15703083,PMC549558,10.1186/1472-6904-5-1,PMC000xxxxxx/PMC549558.xml,1472-6904-5-1,,
15705208,PMC549559,10.1186/1471-2105-6-27,PMC000xxxxxx/PMC549559.xml,1471-2105-6-27,,
15698474,PMC549560,10.1186/1471-2164-6-14,PMC000xxxxxx/PMC549560.xml,1471-2164-6-14,,
15698470,PMC549561,10.1186/1471-2288-5-7,PMC000xxxxxx/PMC549561.xml,1471-2288-5-7,,
15673471,PMC549562,10.1186/1471-2180-5-5,PMC000xxxxxx/PMC549562.xml,1471-2180-5-5,,
15683540,PMC549563,10.1186/1471-2466-5-2,PMC000xxxxxx/PMC549563.xml,1471-2466-5-2,,
15736990,PMC549582,10.1371/journal.pmed.0020011,PMC000xxxxxx/PMC549582.xml,,,
15736991,PMC549583,10.1371/journal.pmed.0020014,PMC000xxxxxx/PMC549583.xml,,,
15736992,PMC549584,10.1371/journal.pmed.0020033,PMC000xxxxxx/PMC549584.xml,,,
15736993,PMC549585,10.1371/journal.pmed.0020034,PMC000xxxxxx/PMC549585.xml,,,
15736994,PMC549586,10.1371/journal.pmed.0020037,PMC000xxxxxx/PMC549586.xml,,,
15736995,PMC549587,10.1371/journal.pmed.0020038,PMC000xxxxxx/PMC549587.xml,,,
15736996,PMC549588,10.1371/journal.pmed.0020040,PMC000xxxxxx/PMC549588.xml,,,
15736997,PMC549589,10.1371/journal.pmed.0020041,PMC000xxxxxx/PMC549589.xml,,,
15736998,PMC549590,10.1371/journal.pmed.0020042,PMC000xxxxxx/PMC549590.xml,,,
15736999,PMC549591,10.1371/journal.pmed.0020043,PMC000xxxxxx/PMC549591.xml,,,
15737000,PMC549592,10.1371/journal.pmed.0020044,PMC000xxxxxx/PMC549592.xml,,,
15737001,PMC549593,10.1371/journal.pmed.0020045,PMC000xxxxxx/PMC549593.xml,,,
15737002,PMC549594,10.1371/journal.pmed.0020047,PMC000xxxxxx/PMC549594.xml,,,
15737003,PMC549595,10.1371/journal.pmed.0020048,PMC000xxxxxx/PMC549595.xml,,,
15737004,PMC549596,10.1371/journal.pmed.0020049,PMC000xxxxxx/PMC549596.xml,,,
15737005,PMC549597,10.1371/journal.pmed.0020050,PMC000xxxxxx/PMC549597.xml,,,
,PMC549598,10.1371/journal.pmed.0020052,PMC000xxxxxx/PMC549598.xml,,,
,PMC549599,10.1371/journal.pmed.0020053,PMC000xxxxxx/PMC549599.xml,,,
,PMC549600,10.1371/journal.pmed.0020054,PMC000xxxxxx/PMC549600.xml,,,
15737010,PMC549601,10.1371/journal.pmed.0020055,PMC000xxxxxx/PMC549601.xml,,,
,PMC549602,10.1371/journal.pmed.0020056,PMC000xxxxxx/PMC549602.xml,,,
,PMC549603,10.1371/journal.pmed.0020057,PMC000xxxxxx/PMC549603.xml,,,
15737013,PMC549605,10.1371/journal.pmed.0020069,PMC000xxxxxx/PMC549605.xml,,,
15737014,PMC549606,10.1371/journal.pmed.0020073,PMC000xxxxxx/PMC549606.xml,,,
,PMC549607,10.1371/journal.pmed.0020074,PMC000xxxxxx/PMC549607.xml,,,
15736989,PMC549608,10.1371/journal.pmed.0020075,PMC000xxxxxx/PMC549608.xml,,,
15701179,PMC549630,10.1186/1471-2156-6-6,PMC000xxxxxx/PMC549630.xml,1471-2156-6-6,,
15703067,PMC549631,10.1186/1471-2474-6-6,PMC000xxxxxx/PMC549631.xml,1471-2474-6-6,,
15345036,PMC549712,10.1186/jbiol10,PMC000xxxxxx/PMC549712.xml,jbiol10,,
15345035,PMC549713,10.1186/jbiol11,PMC000xxxxxx/PMC549713.xml,jbiol11,,
15588312,PMC549719,10.1186/jbiol16,PMC000xxxxxx/PMC549719.xml,jbiol16,,
15691379,PMC550645,10.1186/1471-2148-5-9,PMC000xxxxxx/PMC550645.xml,1471-2148-5-9,,
15717931,PMC550646,10.1186/1471-2164-6-18,PMC000xxxxxx/PMC550646.xml,1471-2164-6-18,,
15715918,PMC550647,10.1186/1471-2369-6-2,PMC000xxxxxx/PMC550647.xml,1471-2369-6-2,,
15713230,PMC550648,10.1186/1471-2458-5-16,PMC000xxxxxx/PMC550648.xml,1471-2458-5-16,,
15710036,PMC550649,10.1186/1472-6793-5-4,PMC000xxxxxx/PMC550649.xml,1472-6793-5-4,,
15701166,PMC550650,10.1186/1471-2458-5-15,PMC000xxxxxx/PMC550650.xml,1471-2458-5-15,,
15698471,PMC550651,10.1186/1471-2296-6-6,PMC000xxxxxx/PMC550651.xml,1471-2296-6-6,,
15701168,PMC550652,10.1186/1471-2172-6-4,PMC000xxxxxx/PMC550652.xml,1471-2172-6-4,,
15710038,PMC550653,10.1186/1471-2350-6-8,PMC000xxxxxx/PMC550653.xml,1471-2350-6-8,,
15717922,PMC550654,10.1186/1471-2474-6-9,PMC000xxxxxx/PMC550654.xml,1471-2474-6-9,,
15717932,PMC550655,10.1186/1471-2164-6-19,PMC000xxxxxx/PMC550655.xml,1471-2164-6-19,,
15707487,PMC550656,10.1186/1471-2105-6-29,PMC000xxxxxx/PMC550656.xml,1471-2105-6-29,,
15705189,PMC550657,10.1186/1471-2105-6-25,PMC000xxxxxx/PMC550657.xml,1471-2105-6-25,,
15720707,PMC550658,10.1186/1471-2164-6-23,PMC000xxxxxx/PMC550658.xml,1471-2164-6-23,,
15705192,PMC550659,10.1186/1471-2105-6-26,PMC000xxxxxx/PMC550659.xml,1471-2105-6-26,,
15720719,PMC550660,10.1186/1471-2105-6-33,PMC000xxxxxx/PMC550660.xml,1471-2105-6-33,,
15710043,PMC550661,10.1186/1471-213X-5-3,PMC000xxxxxx/PMC550661.xml,1471-213X-5-3,,
15691377,PMC550662,10.1186/1471-2180-5-7,PMC000xxxxxx/PMC550662.xml,1471-2180-5-7,,
15720706,PMC550663,10.1186/1471-2466-5-4,PMC000xxxxxx/PMC550663.xml,1471-2466-5-4,,
15689241,PMC550664,10.1186/1472-6750-5-5,PMC000xxxxxx/PMC550664.xml,1472-6750-5-5,,
15691380,PMC550665,10.1186/1477-7819-3-7,PMC000xxxxxx/PMC550665.xml,1477-7819-3-7,,
15705195,PMC550666,10.1186/1477-7525-3-10,PMC000xxxxxx/PMC550666.xml,1477-7525-3-10,,
15717936,PMC550667,10.1186/1476-7120-3-4,PMC000xxxxxx/PMC550667.xml,1476-7120-3-4,,
15713226,PMC550668,10.1186/1477-7517-2-2,PMC000xxxxxx/PMC550668.xml,1477-7517-2-2,,
15707493,PMC550669,10.1186/1475-2875-4-11,PMC000xxxxxx/PMC550669.xml,1475-2875-4-11,,
15715903,PMC550670,10.1186/1477-7819-3-12,PMC000xxxxxx/PMC550670.xml,1477-7819-3-12,,
15710046,PMC550671,10.1186/1742-4682-2-5,PMC000xxxxxx/PMC550671.xml,1742-4682-2-5,,
15705202,PMC550672,10.1186/1476-7120-3-3,PMC000xxxxxx/PMC550672.xml,1476-7120-3-3,,
15703075,PMC550673,10.1186/1742-4682-2-4,PMC000xxxxxx/PMC550673.xml,1742-4682-2-4,,
15717929,PMC550674,10.1186/1476-9433-4-1,PMC000xxxxxx/PMC550674.xml,1476-9433-4-1,,
15720712,PMC550675,10.1186/1475-925X-4-11,PMC000xxxxxx/PMC550675.xml,1475-925X-4-11,,
15725354,PMC550676,10.1186/1742-4690-2-12,PMC000xxxxxx/PMC550676.xml,1742-4690-2-12,,
