pmid,pmc,doi,File,publisher-id,sici,pii,other,medline,manuscript
16725032,PMC1524761,10.1186/1746-4811-2-9,PMC001xxxxxx/PMC1524761.xml,1746-4811-2-9,,,,,
16729891,PMC1524762,10.1186/1746-4811-2-10,PMC001xxxxxx/PMC1524762.xml,1746-4811-2-10,,,,,
16762071,PMC1524763,10.1186/1471-2474-7-50,PMC001xxxxxx/PMC1524763.xml,1471-2474-7-50,,,,,
16749935,PMC1524764,10.1186/1471-2474-7-48,PMC001xxxxxx/PMC1524764.xml,1471-2474-7-48,,,,,
16674809,PMC1524765,10.1186/1471-2474-7-40,PMC001xxxxxx/PMC1524765.xml,1471-2474-7-40,,,,,
16729887,PMC1524766,10.1186/1742-5573-3-6,PMC001xxxxxx/PMC1524766.xml,1742-5573-3-6,,,,,
16573818,PMC1524767,10.1186/1477-7819-4-19,PMC001xxxxxx/PMC1524767.xml,1477-7819-4-19,,,,,
16749931,PMC1524768,10.1186/1477-7819-4-29,PMC001xxxxxx/PMC1524768.xml,1477-7819-4-29,,,,,
16504046,PMC1524769,10.1186/1471-2229-6-3,PMC001xxxxxx/PMC1524769.xml,1471-2229-6-3,,,,,
16707025,PMC1524770,10.1186/1475-925X-5-31,PMC001xxxxxx/PMC1524770.xml,1475-925X-5-31,,,,,
16759387,PMC1524771,10.1186/1475-925X-5-37,PMC001xxxxxx/PMC1524771.xml,1475-925X-5-37,,,,,
16597324,PMC1524772,10.1186/1475-9276-5-3,PMC001xxxxxx/PMC1524772.xml,1475-9276-5-3,,,,,
16737529,PMC1524773,10.1186/1748-7188-1-9,PMC001xxxxxx/PMC1524773.xml,1748-7188-1-9,,,,,
16684358,PMC1524774,10.1186/1471-2296-7-31,PMC001xxxxxx/PMC1524774.xml,1471-2296-7-31,,,,,
16707016,PMC1524775,10.1186/1477-7827-4-28,PMC001xxxxxx/PMC1524775.xml,1477-7827-4-28,,,,,
16611365,PMC1524776,10.1186/1477-7827-4-20,PMC001xxxxxx/PMC1524776.xml,1477-7827-4-20,,,,,
16787538,PMC1524777,10.1186/1477-7827-4-33,PMC001xxxxxx/PMC1524777.xml,1477-7827-4-33,,,,,
16790071,PMC1524778,10.1186/1477-7827-4-34,PMC001xxxxxx/PMC1524778.xml,1477-7827-4-34,,,,,
16729893,PMC1524779,10.1186/1471-2091-7-17,PMC001xxxxxx/PMC1524779.xml,1471-2091-7-17,,,,,
16803636,PMC1524780,10.1186/1471-2091-7-19,PMC001xxxxxx/PMC1524780.xml,1471-2091-7-19,,,,,
16803626,PMC1524781,10.1186/1471-2180-6-59,PMC001xxxxxx/PMC1524781.xml,1471-2180-6-59,,,,,
16704734,PMC1524782,10.1186/1743-0003-3-10,PMC001xxxxxx/PMC1524782.xml,1743-0003-3-10,,,,,
16762074,PMC1524783,10.1186/1471-2334-6-95,PMC001xxxxxx/PMC1524783.xml,1471-2334-6-95,,,,,
16762050,PMC1524784,10.1186/1471-2334-6-93,PMC001xxxxxx/PMC1524784.xml,1471-2334-6-93,,,,,
16725022,PMC1524785,10.1186/1471-2334-6-87,PMC001xxxxxx/PMC1524785.xml,1471-2334-6-87,,,,,
16606447,PMC1524786,10.1186/1471-2334-6-69,PMC001xxxxxx/PMC1524786.xml,1471-2334-6-69,,,,,
16732892,PMC1524787,10.1186/1743-8462-3-5,PMC001xxxxxx/PMC1524787.xml,1743-8462-3-5,,,,,
16756657,PMC1524788,10.1186/1745-6673-1-9,PMC001xxxxxx/PMC1524788.xml,1745-6673-1-9,,,,,
16756675,PMC1524789,10.1186/1745-6673-1-10,PMC001xxxxxx/PMC1524789.xml,1745-6673-1-10,,,,,
16749927,PMC1524790,10.1186/1475-2875-5-45,PMC001xxxxxx/PMC1524790.xml,1475-2875-5-45,,,,,
16817953,PMC1524791,10.1186/1475-2875-5-54,PMC001xxxxxx/PMC1524791.xml,1475-2875-5-54,,,,,
16674802,PMC1524792,10.1186/1860-5397-2-9,PMC001xxxxxx/PMC1524792.xml,,,,,,
16725051,PMC1524793,10.1186/1860-5397-2-10,PMC001xxxxxx/PMC1524793.xml,,,,,,
16729883,PMC1524794,10.1186/1744-9081-2-18,PMC001xxxxxx/PMC1524794.xml,1744-9081-2-18,,,,,
16764719,PMC1524795,10.1186/1472-6939-7-7,PMC001xxxxxx/PMC1524795.xml,1472-6939-7-7,,,,,
16623955,PMC1524796,10.1186/1476-7961-4-6,PMC001xxxxxx/PMC1524796.xml,1476-7961-4-6,,,,,
16762062,PMC1524797,10.1186/1742-4690-3-31,PMC001xxxxxx/PMC1524797.xml,1742-4690-3-31,,,,,
16684341,PMC1524798,10.1186/1742-4690-3-25,PMC001xxxxxx/PMC1524798.xml,1742-4690-3-25,,,,,
16792805,PMC1524799,10.1186/1742-4690-3-35,PMC001xxxxxx/PMC1524799.xml,1742-4690-3-35,,,,,
16759391,PMC1524800,10.1186/1471-2407-6-152,PMC001xxxxxx/PMC1524800.xml,1471-2407-6-152,,,,,
16681848,PMC1524801,10.1186/1471-2407-6-122,PMC001xxxxxx/PMC1524801.xml,1471-2407-6-122,,,,,
16709241,PMC1524802,10.1186/1476-4598-5-20,PMC001xxxxxx/PMC1524802.xml,1476-4598-5-20,,,,,
16784539,PMC1524803,10.1186/1476-4598-5-25,PMC001xxxxxx/PMC1524803.xml,1476-4598-5-25,,,,,
16630363,PMC1524804,10.1186/1478-4491-4-10,PMC001xxxxxx/PMC1524804.xml,1478-4491-4-10,,,,,
16723032,PMC1524805,10.1186/1743-8977-3-9,PMC001xxxxxx/PMC1524805.xml,1743-8977-3-9,,,,,
16725055,PMC1524806,10.1186/1479-5868-3-10,PMC001xxxxxx/PMC1524806.xml,1479-5868-3-10,,,,,
16740167,PMC1524807,10.1186/1471-2377-6-20,PMC001xxxxxx/PMC1524807.xml,1471-2377-6-20,,,,,
16759394,PMC1524808,10.1186/1472-6815-6-12,PMC001xxxxxx/PMC1524808.xml,1472-6815-6-12,,,,,
16803631,PMC1524809,10.1186/1471-2156-7-40,PMC001xxxxxx/PMC1524809.xml,1471-2156-7-40,,,,,
16725036,PMC1524810,10.1186/1745-6215-7-18,PMC001xxxxxx/PMC1524810.xml,1745-6215-7-18,,,,,
16756671,PMC1524811,10.1186/1471-2466-6-12,PMC001xxxxxx/PMC1524811.xml,1471-2466-6-12,,,,,
16595011,PMC1524812,10.1186/1471-2415-6-15,PMC001xxxxxx/PMC1524812.xml,1471-2415-6-15,,,,,
16623958,PMC1524813,10.1186/1471-2415-6-17,PMC001xxxxxx/PMC1524813.xml,1471-2415-6-17,,,,,
16764733,PMC1524814,10.1186/1746-1596-1-10,PMC001xxxxxx/PMC1524814.xml,1746-1596-1-10,,,,,
16566818,PMC1524815,10.1186/1478-7547-4-5,PMC001xxxxxx/PMC1524815.xml,1478-7547-4-5,,,,,
16792817,PMC1524816,10.1186/1475-2867-6-17,PMC001xxxxxx/PMC1524816.xml,1475-2867-6-17,,,,,
16803625,PMC1524817,10.1186/1475-2867-6-18,PMC001xxxxxx/PMC1524817.xml,1475-2867-6-18,,,,,
16643644,PMC1524818,10.1186/1471-2105-7-226,PMC001xxxxxx/PMC1524818.xml,1471-2105-7-226,,,,,
16817972,PMC1524819,10.1186/1471-2105-7-329,PMC001xxxxxx/PMC1524819.xml,1471-2105-7-329,,,,,
16737545,PMC1524820,10.1186/1471-2105-7-274,PMC001xxxxxx/PMC1524820.xml,1471-2105-7-274,,,,,
16740166,PMC1524931,10.1186/1750-1172-1-20,PMC001xxxxxx/PMC1524931.xml,1750-1172-1-20,,,,,
16722521,PMC1524932,10.1186/1746-4358-1-4,PMC001xxxxxx/PMC1524932.xml,1746-4358-1-4,,,,,
16759384,PMC1524933,10.1186/1742-4755-3-4,PMC001xxxxxx/PMC1524933.xml,1742-4755-3-4,,,,,
16603059,PMC1524934,10.1186/1743-422X-3-26,PMC001xxxxxx/PMC1524934.xml,1743-422X-3-26,,,,,
16716236,PMC1524935,10.1186/1743-422X-3-30,PMC001xxxxxx/PMC1524935.xml,1743-422X-3-30,,,,,
16719926,PMC1524936,10.1186/1745-7580-2-3,PMC001xxxxxx/PMC1524936.xml,1745-7580-2-3,,,,,
16638129,PMC1524937,10.1186/1477-7525-4-27,PMC001xxxxxx/PMC1524937.xml,1477-7525-4-27,,,,,
16813655,PMC1524938,10.1186/1477-7525-4-37,PMC001xxxxxx/PMC1524938.xml,1477-7525-4-37,,,,,
16787533,PMC1524939,10.1186/1472-6947-6-25,PMC001xxxxxx/PMC1524939.xml,1472-6947-6-25,,,,,
16780578,PMC1524940,10.1186/1471-213X-6-29,PMC001xxxxxx/PMC1524940.xml,1471-213X-6-29,,,,,
16817959,PMC1524941,10.1186/1746-160X-2-20,PMC001xxxxxx/PMC1524941.xml,1746-160X-2-20,,,,,
16762064,PMC1524942,10.1186/1471-2350-7-53,PMC001xxxxxx/PMC1524942.xml,1471-2350-7-53,,,,,
16716225,PMC1524943,10.1186/1476-069X-5-13,PMC001xxxxxx/PMC1524943.xml,1476-069X-5-13,,,,,
16803616,PMC1524944,10.1186/1475-2840-5-14,PMC001xxxxxx/PMC1524944.xml,1475-2840-5-14,,,,,
16820049,PMC1524945,10.1186/1471-2458-6-173,PMC001xxxxxx/PMC1524945.xml,1471-2458-6-173,,,,,
16820054,PMC1524946,10.1186/1476-072X-5-29,PMC001xxxxxx/PMC1524946.xml,1476-072X-5-29,,,,,
16646959,PMC1524947,10.1186/1465-9921-7-69,PMC001xxxxxx/PMC1524947.xml,1465-9921-7-69,,,,,
16725031,PMC1524948,10.1186/1465-9921-7-82,PMC001xxxxxx/PMC1524948.xml,1465-9921-7-82,,,,,
16808843,PMC1524949,10.1186/1465-9921-7-93,PMC001xxxxxx/PMC1524949.xml,1465-9921-7-93,,,,,
16813657,PMC1524950,10.1186/1465-9921-7-96,PMC001xxxxxx/PMC1524950.xml,1465-9921-7-96,,,,,
16707020,PMC1524951,10.1186/1471-2164-7-116,PMC001xxxxxx/PMC1524951.xml,1471-2164-7-116,,,,,
16646993,PMC1524952,10.1186/1471-2164-7-100,PMC001xxxxxx/PMC1524952.xml,1471-2164-7-100,,,,,
16759374,PMC1524953,10.1186/1747-1028-1-10,PMC001xxxxxx/PMC1524953.xml,1747-1028-1-10,,,,,
16805918,PMC1524954,10.1186/1747-1028-1-13,PMC001xxxxxx/PMC1524954.xml,1747-1028-1-13,,,,,
16796736,PMC1524955,10.1186/1749-8090-1-16,PMC001xxxxxx/PMC1524955.xml,1749-8090-1-16,,,,,
16723022,PMC1524956,10.1186/1472-6963-6-60,PMC001xxxxxx/PMC1524956.xml,1472-6963-6-60,,,,,
16808845,PMC1524957,10.1186/1746-4811-2-13,PMC001xxxxxx/PMC1524957.xml,1746-4811-2-13,,,,,
16700919,PMC1524958,10.1186/1477-044X-4-4,PMC001xxxxxx/PMC1524958.xml,1477-044X-4-4,,,,,
16507093,PMC1524959,10.1186/1742-9994-3-3,PMC001xxxxxx/PMC1524959.xml,1742-9994-3-3,,,,,
16800873,PMC1524960,10.1186/1476-511X-5-17,PMC001xxxxxx/PMC1524960.xml,1476-511X-5-17,,,,,
16768799,PMC1524961,10.1186/1477-7819-4-32,PMC001xxxxxx/PMC1524961.xml,1477-7819-4-32,,,,,
16800893,PMC1524962,10.1186/1477-7819-4-35,PMC001xxxxxx/PMC1524962.xml,1477-7819-4-35,,,,,
16709244,PMC1524963,10.1186/1478-811X-4-5,PMC001xxxxxx/PMC1524963.xml,1478-811X-4-5,,,,,
16808852,PMC1524964,10.1186/1477-7800-3-16,PMC001xxxxxx/PMC1524964.xml,1477-7800-3-16,,,,,
16722544,PMC1524965,10.1186/1748-717X-1-11,PMC001xxxxxx/PMC1524965.xml,1748-717X-1-11,,,,,
16790059,PMC1524966,10.1186/1748-717X-1-18,PMC001xxxxxx/PMC1524966.xml,1748-717X-1-18,,,,,
16684362,PMC1524967,10.1186/1743-8462-3-3,PMC001xxxxxx/PMC1524967.xml,1743-8462-3-3,,,,,
16643671,PMC1524968,10.1186/1477-7827-4-23,PMC001xxxxxx/PMC1524968.xml,1477-7827-4-23,,,,,
16737536,PMC1524969,10.1186/1477-7827-4-30,PMC001xxxxxx/PMC1524969.xml,1477-7827-4-30,,,,,
16800884,PMC1524970,10.1186/1747-5341-1-9,PMC001xxxxxx/PMC1524970.xml,1747-5341-1-9,,,,,
16640776,PMC1524971,10.1186/1471-2407-6-106,PMC001xxxxxx/PMC1524971.xml,1471-2407-6-106,,,,,
16626496,PMC1524972,10.1186/1471-2407-6-99,PMC001xxxxxx/PMC1524972.xml,1471-2407-6-99,,,,,
16709245,PMC1524973,10.1186/1471-2407-6-133,PMC001xxxxxx/PMC1524973.xml,1471-2407-6-133,,,,,
16677400,PMC1524974,10.1186/1476-7961-4-7,PMC001xxxxxx/PMC1524974.xml,1476-7961-4-7,,,,,
16776835,PMC1524975,10.1186/1477-3155-4-5,PMC001xxxxxx/PMC1524975.xml,1477-3155-4-5,,,,,
16820059,PMC1524976,10.1186/1742-4690-3-41,PMC001xxxxxx/PMC1524976.xml,1742-4690-3-41,,,,,
,PMC1524977,10.1186/1742-5581-3-5,PMC001xxxxxx/PMC1524977.xml,1742-5581-3-5,,,,,
16681858,PMC1524978,10.1186/1742-6413-3-13,PMC001xxxxxx/PMC1524978.xml,1742-6413-3-13,,,,,
16686950,PMC1524979,10.1186/1742-6413-3-14,PMC001xxxxxx/PMC1524979.xml,1742-6413-3-14,,,,,
16805913,PMC1524980,10.1186/1476-4598-5-26,PMC001xxxxxx/PMC1524980.xml,1476-4598-5-26,,,,,
16700912,PMC1524981,10.1186/1745-6215-7-14,PMC001xxxxxx/PMC1524981.xml,1745-6215-7-14,,,,,
16737552,PMC1524982,10.1186/1477-5751-5-8,PMC001xxxxxx/PMC1524982.xml,1477-5751-5-8,,,,,
16768804,PMC1524983,10.1186/1477-5751-5-9,PMC001xxxxxx/PMC1524983.xml,1477-5751-5-9,,,,,
16749938,PMC1524984,10.1186/1471-2156-7-35,PMC001xxxxxx/PMC1524984.xml,1471-2156-7-35,,,,,
16762079,PMC1524985,10.1186/1471-2261-6-26,PMC001xxxxxx/PMC1524985.xml,1471-2261-6-26,,,,,
16808839,PMC1524986,10.1186/1471-2466-6-17,PMC001xxxxxx/PMC1524986.xml,1471-2466-6-17,,,,,
16569248,PMC1524987,10.1186/1476-7120-4-17,PMC001xxxxxx/PMC1524987.xml,1476-7120-4-17,,,,,
16803632,PMC1524988,10.1186/1476-7120-4-25,PMC001xxxxxx/PMC1524988.xml,1476-7120-4-25,,,,,
16729884,PMC1524989,10.1186/1475-2867-6-15,PMC001xxxxxx/PMC1524989.xml,1475-2867-6-15,,,,,
16630347,PMC1524990,10.1186/1471-2105-7-219,PMC001xxxxxx/PMC1524990.xml,1471-2105-7-219,,,,,
16643657,PMC1524991,10.1186/1471-2105-7-228,PMC001xxxxxx/PMC1524991.xml,1471-2105-7-228,,,,,
16725019,PMC1524992,10.1186/1471-2105-7-267,PMC001xxxxxx/PMC1524992.xml,1471-2105-7-267,,,,,
16571141,PMC1524993,10.1186/1471-2105-7-179,PMC001xxxxxx/PMC1524993.xml,1471-2105-7-179,,,,,
16584550,PMC1524994,10.1186/1471-2105-7-184,PMC001xxxxxx/PMC1524994.xml,1471-2105-7-184,,,,,
16600027,PMC1524995,10.1186/1471-2105-7-192,PMC001xxxxxx/PMC1524995.xml,1471-2105-7-192,,,,,
16623940,PMC1524996,10.1186/1471-2105-7-211,PMC001xxxxxx/PMC1524996.xml,1471-2105-7-211,,,,,
16729895,PMC1524997,10.1186/1471-2105-7-270,PMC001xxxxxx/PMC1524997.xml,1471-2105-7-270,,,,,
16729898,PMC1524998,10.1186/1471-2105-7-271,PMC001xxxxxx/PMC1524998.xml,1471-2105-7-271,,,,,
16756676,PMC1524999,10.1186/1471-2105-7-286,PMC001xxxxxx/PMC1524999.xml,1471-2105-7-286,,,,,
16774677,PMC1525000,10.1186/1471-2105-7-298,PMC001xxxxxx/PMC1525000.xml,1471-2105-7-298,,,,,
16780580,PMC1525001,10.1186/1471-2105-7-305,PMC001xxxxxx/PMC1525001.xml,1471-2105-7-305,,,,,
16716228,PMC1525002,10.1186/1471-2105-7-266,PMC001xxxxxx/PMC1525002.xml,1471-2105-7-266,,,,,
16740165,PMC1525160,10.1186/1471-2253-6-6,PMC001xxxxxx/PMC1525160.xml,1471-2253-6-6,,,,,
16716231,PMC1525161,10.1186/1471-244X-6-21,PMC001xxxxxx/PMC1525161.xml,1471-244X-6-21,,,,,
16776831,PMC1525162,10.1186/1471-2210-6-9,PMC001xxxxxx/PMC1525162.xml,1471-2210-6-9,,,,,
16764734,PMC1525163,10.1186/1472-6963-6-72,PMC001xxxxxx/PMC1525163.xml,1472-6963-6-72,,,,,
16776846,PMC1525164,10.1186/1472-6750-6-27,PMC001xxxxxx/PMC1525164.xml,1472-6750-6-27,,,,,
16677372,PMC1525165,10.1186/1471-2350-7-44,PMC001xxxxxx/PMC1525165.xml,1471-2350-7-44,,,,,
16522209,PMC1525166,10.1186/1471-2474-7-23,PMC001xxxxxx/PMC1525166.xml,1471-2474-7-23,,,,,
16737527,PMC1525167,10.1186/1471-2229-6-10,PMC001xxxxxx/PMC1525167.xml,1471-2229-6-10,,,,,
16762082,PMC1525168,10.1186/1471-2229-6-11,PMC001xxxxxx/PMC1525168.xml,1471-2229-6-11,,,,,
16643664,PMC1525169,10.1186/1472-6890-6-4,PMC001xxxxxx/PMC1525169.xml,1472-6890-6-4,,,,,
16756673,PMC1525170,10.1186/1471-2296-7-35,PMC001xxxxxx/PMC1525170.xml,1471-2296-7-35,,,,,
16753053,PMC1525171,10.1186/1471-2296-7-34,PMC001xxxxxx/PMC1525171.xml,1471-2296-7-34,,,,,
16768808,PMC1525172,10.1186/1860-5397-2-11,PMC001xxxxxx/PMC1525172.xml,,,,,,
16635262,PMC1525173,10.1186/1471-2458-6-104,PMC001xxxxxx/PMC1525173.xml,1471-2458-6-104,,,,,
16677388,PMC1525174,10.1186/1471-2458-6-126,PMC001xxxxxx/PMC1525174.xml,1471-2458-6-126,,,,,
16584554,PMC1525175,10.1186/1471-2458-6-85,PMC001xxxxxx/PMC1525175.xml,1471-2458-6-85,,,,,
16780576,PMC1525176,10.1186/1471-2458-6-155,PMC001xxxxxx/PMC1525176.xml,1471-2458-6-155,,,,,
16643663,PMC1525177,10.1186/1471-2458-6-111,PMC001xxxxxx/PMC1525177.xml,1471-2458-6-111,,,,,
16650287,PMC1525178,10.1186/1471-2458-6-114,PMC001xxxxxx/PMC1525178.xml,1471-2458-6-114,,,,,
16800879,PMC1525179,10.1186/1471-2180-6-58,PMC001xxxxxx/PMC1525179.xml,1471-2180-6-58,,,,,
16571140,PMC1525180,10.1186/1471-2334-6-65,PMC001xxxxxx/PMC1525180.xml,1471-2334-6-65,,,,,
16772029,PMC1525181,10.1186/1743-422X-3-45,PMC001xxxxxx/PMC1525181.xml,1743-422X-3-45,,,,,
16509982,PMC1525182,10.1186/1743-422X-3-9,PMC001xxxxxx/PMC1525182.xml,1743-422X-3-9,,,,,
16817967,PMC1525183,10.1186/1471-2164-7-166,PMC001xxxxxx/PMC1525183.xml,1471-2164-7-166,,,,,
16780600,PMC1525184,10.1186/1471-2164-7-156,PMC001xxxxxx/PMC1525184.xml,1471-2164-7-156,,,,,
16768789,PMC1525185,10.1186/1471-2164-7-145,PMC001xxxxxx/PMC1525185.xml,1471-2164-7-145,,,,,
16776839,PMC1525186,10.1186/1471-2164-7-153,PMC001xxxxxx/PMC1525186.xml,1471-2164-7-153,,,,,
16776837,PMC1525187,10.1186/1471-2164-7-152,PMC001xxxxxx/PMC1525187.xml,1471-2164-7-152,,,,,
16800888,PMC1525188,10.1186/1471-2164-7-162,PMC001xxxxxx/PMC1525188.xml,1471-2164-7-162,,,,,
16563168,PMC1525189,10.1186/1471-2164-7-62,PMC001xxxxxx/PMC1525189.xml,1471-2164-7-62,,,,,
16759380,PMC1525190,10.1186/1471-2164-7-140,PMC001xxxxxx/PMC1525190.xml,1471-2164-7-140,,,,,
16709250,PMC1525191,10.1186/1471-2164-7-118,PMC001xxxxxx/PMC1525191.xml,1471-2164-7-118,,,,,
16784522,PMC1525192,10.1186/1471-2164-7-157,PMC001xxxxxx/PMC1525192.xml,1471-2164-7-157,,,,,
16734904,PMC1525193,10.1186/1479-5868-3-12,PMC001xxxxxx/PMC1525193.xml,1479-5868-3-12,,,,,
16817969,PMC1525194,10.1186/1742-4690-3-40,PMC001xxxxxx/PMC1525194.xml,1742-4690-3-40,,,,,
16787543,PMC1525195,10.1186/1471-2466-6-14,PMC001xxxxxx/PMC1525195.xml,1471-2466-6-14,,,,,
16670002,PMC1525196,10.1186/1471-2261-6-19,PMC001xxxxxx/PMC1525196.xml,1471-2261-6-19,,,,,
16719904,PMC1525197,10.1186/1471-2202-7-42,PMC001xxxxxx/PMC1525197.xml,1471-2202-7-42,,,,,
16820046,PMC1525198,10.1186/1471-2407-6-176,PMC001xxxxxx/PMC1525198.xml,1471-2407-6-176,,,,,
16686938,PMC1525199,10.1186/1471-2407-6-124,PMC001xxxxxx/PMC1525199.xml,1471-2407-6-124,,,,,
16723013,PMC1525200,10.1186/1471-2407-6-136,PMC001xxxxxx/PMC1525200.xml,1471-2407-6-136,,,,,
16803633,PMC1525201,10.1186/1471-2407-6-171,PMC001xxxxxx/PMC1525201.xml,1471-2407-6-171,,,,,
16737547,PMC1525202,10.1186/1478-7547-4-10,PMC001xxxxxx/PMC1525202.xml,1478-7547-4-10,,,,,
16729897,PMC1525203,10.1186/1479-5876-4-23,PMC001xxxxxx/PMC1525203.xml,1479-5876-4-23,,,,,
16716226,PMC1525204,10.1186/1471-2105-7-265,PMC001xxxxxx/PMC1525204.xml,1471-2105-7-265,,,,,
16803617,PMC1525205,10.1186/1471-2105-7-325,PMC001xxxxxx/PMC1525205.xml,1471-2105-7-325,,,,,
16504173,PMC1525206,10.1186/1471-2105-7-96,PMC001xxxxxx/PMC1525206.xml,1471-2105-7-96,,,,,
16776821,PMC1525207,10.1186/1471-2105-7-303,PMC001xxxxxx/PMC1525207.xml,1471-2105-7-303,,,,,
16549017,PMC1525208,10.1186/1471-2105-7-160,PMC001xxxxxx/PMC1525208.xml,1471-2105-7-160,,,,,
16611359,PMC1525209,10.1186/1471-2105-7-204,PMC001xxxxxx/PMC1525209.xml,1471-2105-7-204,,,,,
16722554,PMC1526415,10.1186/1750-1172-1-16,PMC001xxxxxx/PMC1526415.xml,1750-1172-1-16,,,,,
16686945,PMC1526416,10.1186/1477-9560-4-6,PMC001xxxxxx/PMC1526416.xml,1477-9560-4-6,,,,,
16803619,PMC1526417,10.1186/1471-2350-7-56,PMC001xxxxxx/PMC1526417.xml,1471-2350-7-56,,,,,
16822298,PMC1526418,10.1186/1746-4358-1-11,PMC001xxxxxx/PMC1526418.xml,1746-4358-1-11,,,,,
16768805,PMC1526419,10.1186/1745-6150-1-17,PMC001xxxxxx/PMC1526419.xml,1745-6150-1-17,,,,,
16824211,PMC1526420,10.1186/1471-2369-7-11,PMC001xxxxxx/PMC1526420.xml,1471-2369-7-11,,,,,
16753062,PMC1526421,10.1186/1471-2431-6-18,PMC001xxxxxx/PMC1526421.xml,1471-2431-6-18,,,,,
16672069,PMC1526422,10.1186/1477-7525-4-28,PMC001xxxxxx/PMC1526422.xml,1477-7525-4-28,,,,,
16573839,PMC1526423,10.1186/1477-7525-4-24,PMC001xxxxxx/PMC1526423.xml,1477-7525-4-24,,,,,
16820068,PMC1526424,10.1186/1472-6750-6-31,PMC001xxxxxx/PMC1526424.xml,1472-6750-6-31,,,,,
16790061,PMC1526425,10.1186/1471-2458-6-164,PMC001xxxxxx/PMC1526425.xml,1471-2458-6-164,,,,,
16822316,PMC1526426,10.1186/1471-2458-6-175,PMC001xxxxxx/PMC1526426.xml,1471-2458-6-175,,,,,
16753068,PMC1526427,10.1186/1471-2458-6-144,PMC001xxxxxx/PMC1526427.xml,1471-2458-6-144,,,,,
16805907,PMC1526428,10.1186/1472-6963-6-81,PMC001xxxxxx/PMC1526428.xml,1472-6963-6-81,,,,,
16756662,PMC1526429,10.1186/1472-6963-6-67,PMC001xxxxxx/PMC1526429.xml,1472-6963-6-67,,,,,
16740151,PMC1526430,10.1186/1472-6963-6-64,PMC001xxxxxx/PMC1526430.xml,1472-6963-6-64,,,,,
16772021,PMC1526431,10.1186/1472-6963-6-73,PMC001xxxxxx/PMC1526431.xml,1472-6963-6-73,,,,,
16813659,PMC1526432,10.1186/1477-7819-4-36,PMC001xxxxxx/PMC1526432.xml,1477-7819-4-36,,,,,
16790047,PMC1526433,10.1186/1477-7819-4-33,PMC001xxxxxx/PMC1526433.xml,1477-7819-4-33,,,,,
16734891,PMC1526434,10.1186/1471-2229-6-9,PMC001xxxxxx/PMC1526434.xml,1471-2229-6-9,,,,,
16790043,PMC1526435,10.1186/1743-422X-3-49,PMC001xxxxxx/PMC1526435.xml,1743-422X-3-49,,,,,
16805914,PMC1526436,10.1186/1743-422X-3-51,PMC001xxxxxx/PMC1526436.xml,1743-422X-3-51,,,,,
16764727,PMC1526437,10.1186/1476-072X-5-26,PMC001xxxxxx/PMC1526437.xml,1476-072X-5-26,,,,,
16768788,PMC1526438,10.1186/1471-2164-7-144,PMC001xxxxxx/PMC1526438.xml,1471-2164-7-144,,,,,
16813663,PMC1526439,10.1186/1471-2164-7-164,PMC001xxxxxx/PMC1526439.xml,1471-2164-7-164,,,,,
16784540,PMC1526440,10.1186/1471-2296-7-38,PMC001xxxxxx/PMC1526440.xml,1471-2296-7-38,,,,,
16820063,PMC1526441,10.1186/1746-1340-14-11,PMC001xxxxxx/PMC1526441.xml,1746-1340-14-11,,,,,
16822313,PMC1526442,10.1186/1744-9081-2-24,PMC001xxxxxx/PMC1526442.xml,1744-9081-2-24,,,,,
,PMC1526443,10.1186/1475-925X-5-34,PMC001xxxxxx/PMC1526443.xml,1475-925X-5-34,,,,,
16820067,PMC1526444,10.1186/1475-2875-5-56,PMC001xxxxxx/PMC1526444.xml,1475-2875-5-56,,,,,
16800878,PMC1526445,10.1186/1745-6673-1-14,PMC001xxxxxx/PMC1526445.xml,1745-6673-1-14,,,,,
16749944,PMC1526446,10.1186/1475-2891-5-15,PMC001xxxxxx/PMC1526446.xml,1475-2891-5-15,,,,,
16822299,PMC1526447,10.1186/1471-2490-6-16,PMC001xxxxxx/PMC1526447.xml,1471-2490-6-16,,,,,
16707023,PMC1526448,10.1186/1476-0711-5-12,PMC001xxxxxx/PMC1526448.xml,1476-0711-5-12,,,,,
16800868,PMC1526449,10.1186/1478-4491-4-14,PMC001xxxxxx/PMC1526449.xml,1478-4491-4-14,,,,,
16790049,PMC1526450,10.1186/1742-5581-3-6,PMC001xxxxxx/PMC1526450.xml,1742-5581-3-6,,,,,
16762081,PMC1526451,10.1186/1471-2407-6-154,PMC001xxxxxx/PMC1526451.xml,1471-2407-6-154,,,,,
16817970,PMC1526452,10.1186/1471-2156-7-41,PMC001xxxxxx/PMC1526452.xml,1471-2156-7-41,,,,,
16716207,PMC1526453,10.1186/1471-2156-7-30,PMC001xxxxxx/PMC1526453.xml,1471-2156-7-30,,,,,
16774684,PMC1526454,10.1186/1471-2156-7-38,PMC001xxxxxx/PMC1526454.xml,1471-2156-7-38,,,,,
16827927,PMC1526455,10.1186/1471-2261-6-32,PMC001xxxxxx/PMC1526455.xml,1471-2261-6-32,,,,,
16796760,PMC1526456,10.1186/1471-2261-6-30,PMC001xxxxxx/PMC1526456.xml,1471-2261-6-30,,,,,
16756683,PMC1526457,10.1186/1471-2105-7-287,PMC001xxxxxx/PMC1526457.xml,1471-2105-7-287,,,,,
