pmid,pmc,doi,File,publisher-id,sici,pii,other,medline,manuscript
15736975,PMC1043859,10.1371/journal.pbio.0030060,PMC001xxxxxx/PMC1043859.xml,,,,,,
15723116,PMC1043860,10.1371/journal.pbio.0030085,PMC001xxxxxx/PMC1043860.xml,,,,,,
,PMC1043861,10.1371/journal.pbio.0030114,PMC001xxxxxx/PMC1043861.xml,,,,,,
15736988,PMC1043862,10.1371/journal.pbio.0030122,PMC001xxxxxx/PMC1043862.xml,,,,,,
15736976,PMC1044830,10.1371/journal.pbio.0030063,PMC001xxxxxx/PMC1044830.xml,,,,,,
15736977,PMC1044831,10.1371/journal.pbio.0030064,PMC001xxxxxx/PMC1044831.xml,,,,,,
15736978,PMC1044832,10.1371/journal.pbio.0030071,PMC001xxxxxx/PMC1044832.xml,,,,,,
15736979,PMC1044833,10.1371/journal.pbio.0030077,PMC001xxxxxx/PMC1044833.xml,,,,,,
15736980,PMC1044834,10.1371/journal.pbio.0030078,PMC001xxxxxx/PMC1044834.xml,,,,,,
15736981,PMC1044835,10.1371/journal.pbio.0030079,PMC001xxxxxx/PMC1044835.xml,,,,,,
15736982,PMC1044836,10.1371/journal.pbio.0030099,PMC001xxxxxx/PMC1044836.xml,,,,,,
15736983,PMC1044837,10.1371/journal.pbio.0030103,PMC001xxxxxx/PMC1044837.xml,,,,,,
15736984,PMC1044838,10.1371/journal.pbio.0030104,PMC001xxxxxx/PMC1044838.xml,,,,,,
15736985,PMC1044839,10.1371/journal.pbio.0030108,PMC001xxxxxx/PMC1044839.xml,,,,,,
15736986,PMC1044840,10.1371/journal.pbio.0030109,PMC001xxxxxx/PMC1044840.xml,,,,,,
15736987,PMC1044841,10.1371/journal.pbio.0030116,PMC001xxxxxx/PMC1044841.xml,,,,,,
15737020,PMC1054879,10.1371/journal.pbio.0030067,PMC001xxxxxx/PMC1054879.xml,,,,,,
15737062,PMC1054880,10.1371/journal.pbio.0030068,PMC001xxxxxx/PMC1054880.xml,,,,,,
15737063,PMC1054881,10.1371/journal.pbio.0030069,PMC001xxxxxx/PMC1054881.xml,,,,,,
15737064,PMC1054882,10.1371/journal.pbio.0030086,PMC001xxxxxx/PMC1054882.xml,,,,,,
15737065,PMC1054883,10.1371/journal.pbio.0030088,PMC001xxxxxx/PMC1054883.xml,,,,,,
15737066,PMC1054884,10.1371/journal.pbio.0030089,PMC001xxxxxx/PMC1054884.xml,,,,,,
,PMC1054885,10.1371/journal.pbio.0030098,PMC001xxxxxx/PMC1054885.xml,,,,,,
,PMC1054886,10.1371/journal.pbio.0030106,PMC001xxxxxx/PMC1054886.xml,,,,,,
15737067,PMC1054887,10.1371/journal.pbio.0030110,PMC001xxxxxx/PMC1054887.xml,,,,,,
,PMC1054888,10.1371/journal.pbio.0030111,PMC001xxxxxx/PMC1054888.xml,,,,,,
,PMC1054889,10.1371/journal.pbio.0030115,PMC001xxxxxx/PMC1054889.xml,,,,,,
,PMC1054890,10.1371/journal.pbio.0030117,PMC001xxxxxx/PMC1054890.xml,,,,,,
,PMC1054891,10.1371/journal.pbio.0030126,PMC001xxxxxx/PMC1054891.xml,,,,,,
15752064,PMC1059451,10.1371/journal.pbio.0030082,PMC001xxxxxx/PMC1059451.xml,,,,,,
,PMC1059452,10.1371/journal.pbio.0030112,PMC001xxxxxx/PMC1059452.xml,,,,,,
15755195,PMC1062889,10.1371/journal.pmed.0020100,PMC001xxxxxx/PMC1062889.xml,,,,,,
15535843,PMC1064074,10.1186/bcr922,PMC001xxxxxx/PMC1064074.xml,bcr922,,,,,
15535845,PMC1064075,10.1186/bcr928,PMC001xxxxxx/PMC1064075.xml,bcr928,,,,,
15535847,PMC1064076,10.1186/bcr929,PMC001xxxxxx/PMC1064076.xml,bcr929,,,,,
15535849,PMC1064077,10.1186/bcr930,PMC001xxxxxx/PMC1064077.xml,bcr930,,,,,
15535848,PMC1064078,10.1186/bcr931,PMC001xxxxxx/PMC1064078.xml,bcr931,,,,,
15535844,PMC1064080,10.1186/bcr933,PMC001xxxxxx/PMC1064080.xml,bcr933,,,,,
15535850,PMC1064081,10.1186/bcr934,PMC001xxxxxx/PMC1064081.xml,bcr934,,,,,
15535846,PMC1064082,10.1186/bcr935,PMC001xxxxxx/PMC1064082.xml,bcr935,,,,,
15535851,PMC1064084,10.1186/bcr937,PMC001xxxxxx/PMC1064084.xml,bcr937,,,,,
15642166,PMC1064093,10.1186/bcr939,PMC001xxxxxx/PMC1064093.xml,bcr939,,,,,
15642157,PMC1064094,10.1186/bcr940,PMC001xxxxxx/PMC1064094.xml,bcr940,,,,,
15642161,PMC1064095,10.1186/bcr941,PMC001xxxxxx/PMC1064095.xml,bcr941,,,,,
15642168,PMC1064097,10.1186/bcr948,PMC001xxxxxx/PMC1064097.xml,bcr948,,,,,
15642169,PMC1064098,10.1186/bcr949,PMC001xxxxxx/PMC1064098.xml,bcr949,,,,,
15642167,PMC1064099,10.1186/bcr950,PMC001xxxxxx/PMC1064099.xml,bcr950,,,,,
15642171,PMC1064100,10.1186/bcr951,PMC001xxxxxx/PMC1064100.xml,bcr951,,,,,
15642173,PMC1064101,10.1186/bcr953,PMC001xxxxxx/PMC1064101.xml,bcr953,,,,,
15642172,PMC1064102,10.1186/bcr954,PMC001xxxxxx/PMC1064102.xml,bcr954,,,,,
15642170,PMC1064103,10.1186/bcr956,PMC001xxxxxx/PMC1064103.xml,bcr956,,,,,
15642158,PMC1064104,10.1186/bcr958,PMC001xxxxxx/PMC1064104.xml,bcr958,,,,,
15642162,PMC1064105,10.1186/bcr959,PMC001xxxxxx/PMC1064105.xml,bcr959,,,,,
15642163,PMC1064108,10.1186/bcr962,PMC001xxxxxx/PMC1064108.xml,bcr962,,,,,
15642160,PMC1064109,10.1186/bcr963,PMC001xxxxxx/PMC1064109.xml,bcr963,,,,,
15642159,PMC1064111,10.1186/bcr965,PMC001xxxxxx/PMC1064111.xml,bcr965,,,,,
15642165,PMC1064114,10.1186/bcr968,PMC001xxxxxx/PMC1064114.xml,bcr968,,,,,
15642164,PMC1064115,10.1186/bcr969,PMC001xxxxxx/PMC1064115.xml,bcr969,,,,,
15743497,PMC1064126,10.1186/bcr971,PMC001xxxxxx/PMC1064126.xml,bcr971,,,,,
15743496,PMC1064127,10.1186/bcr973,PMC001xxxxxx/PMC1064127.xml,bcr973,,,,,
15743498,PMC1064128,10.1186/bcr974,PMC001xxxxxx/PMC1064128.xml,bcr974,,,,,
15743499,PMC1064129,10.1186/bcr975,PMC001xxxxxx/PMC1064129.xml,bcr975,,,,,
15743503,PMC1064130,10.1186/bcr976,PMC001xxxxxx/PMC1064130.xml,bcr976,,,,,
15743500,PMC1064131,10.1186/bcr977,PMC001xxxxxx/PMC1064131.xml,bcr977,,,,,
15743504,PMC1064132,10.1186/bcr978,PMC001xxxxxx/PMC1064132.xml,bcr978,,,,,
15743502,PMC1064134,10.1186/bcr980,PMC001xxxxxx/PMC1064134.xml,bcr980,,,,,
15743501,PMC1064135,10.1186/bcr982,PMC001xxxxxx/PMC1064135.xml,bcr982,,,,,
15743508,PMC1064136,10.1186/bcr983,PMC001xxxxxx/PMC1064136.xml,bcr983,,,,,
15743505,PMC1064138,10.1186/bcr988,PMC001xxxxxx/PMC1064138.xml,bcr988,,,,,
15743506,PMC1064139,10.1186/bcr991,PMC001xxxxxx/PMC1064139.xml,bcr991,,,,,
15743507,PMC1064140,10.1186/bcr996,PMC001xxxxxx/PMC1064140.xml,bcr996,,,,,
15757365,PMC1064849,10.1371/journal.pbio.0030087,PMC001xxxxxx/PMC1064849.xml,,,,,,
15757363,PMC1064850,10.1371/journal.pbio.0030092,PMC001xxxxxx/PMC1064850.xml,,,,,,
15757364,PMC1064851,10.1371/journal.pbio.0030093,PMC001xxxxxx/PMC1064851.xml,,,,,,
15760278,PMC1064852,10.1371/journal.pbio.0030095,PMC001xxxxxx/PMC1064852.xml,,,,,,
15760269,PMC1064853,10.1371/journal.pbio.0030096,PMC001xxxxxx/PMC1064853.xml,,,,,,
15760270,PMC1064854,10.1371/journal.pbio.0030101,PMC001xxxxxx/PMC1064854.xml,,,,,,
,PMC1064855,10.1371/journal.pbio.0030125,PMC001xxxxxx/PMC1064855.xml,,,,,,
,PMC1064856,10.1371/journal.pbio.0030132,PMC001xxxxxx/PMC1064856.xml,,,,,,
,PMC1064857,10.1371/journal.pbio.0030133,PMC001xxxxxx/PMC1064857.xml,,,,,,
,PMC1064858,10.1371/journal.pbio.0030138,PMC001xxxxxx/PMC1064858.xml,,,,,,
,PMC1064859,10.1371/journal.pbio.0030139,PMC001xxxxxx/PMC1064859.xml,,,,,,
,PMC1064860,10.1371/journal.pbio.0030142,PMC001xxxxxx/PMC1064860.xml,,,,,,
15535832,PMC1064861,10.1186/ar1217,PMC001xxxxxx/PMC1064861.xml,ar1217,,,,,
15535830,PMC1064864,10.1186/ar1221,PMC001xxxxxx/PMC1064864.xml,ar1221,,,,,
15535829,PMC1064865,10.1186/ar1223,PMC001xxxxxx/PMC1064865.xml,ar1223,,,,,
15535834,PMC1064866,10.1186/ar1224,PMC001xxxxxx/PMC1064866.xml,ar1224,,,,,
15535833,PMC1064867,10.1186/ar1228,PMC001xxxxxx/PMC1064867.xml,ar1228,,,,,
15535831,PMC1064868,10.1186/ar1440,PMC001xxxxxx/PMC1064868.xml,ar1440,,,,,
15540281,PMC1064871,10.1186/ar1443,PMC001xxxxxx/PMC1064871.xml,ar1443,,,,,
15535835,PMC1064873,10.1186/ar1445,PMC001xxxxxx/PMC1064873.xml,ar1445,,,,,
15642132,PMC1064878,10.1186/ar1448,PMC001xxxxxx/PMC1064878.xml,ar1448,,,,,
15642142,PMC1064879,10.1186/ar1449,PMC001xxxxxx/PMC1064879.xml,ar1449,,,,,
15642129,PMC1064880,10.1186/ar1451,PMC001xxxxxx/PMC1064880.xml,ar1451,,,,,
15642146,PMC1064881,10.1186/ar1452,PMC001xxxxxx/PMC1064881.xml,ar1452,,,,,
15642140,PMC1064882,10.1186/ar1453,PMC001xxxxxx/PMC1064882.xml,ar1453,,,,,
15642145,PMC1064883,10.1186/ar1454,PMC001xxxxxx/PMC1064883.xml,ar1454,,,,,
15642139,PMC1064884,10.1186/ar1455,PMC001xxxxxx/PMC1064884.xml,ar1455,,,,,
15642147,PMC1064885,10.1186/ar1457,PMC001xxxxxx/PMC1064885.xml,ar1457,,,,,
15642130,PMC1064886,10.1186/ar1458,PMC001xxxxxx/PMC1064886.xml,ar1458,,,,,
15642143,PMC1064887,10.1186/ar1460,PMC001xxxxxx/PMC1064887.xml,ar1460,,,,,
15642144,PMC1064888,10.1186/ar1461,PMC001xxxxxx/PMC1064888.xml,ar1461,,,,,
15642131,PMC1064889,10.1186/ar1462,PMC001xxxxxx/PMC1064889.xml,ar1462,,,,,
15642141,PMC1064890,10.1186/ar1463,PMC001xxxxxx/PMC1064890.xml,ar1463,,,,,
15642133,PMC1064891,10.1186/ar1464,PMC001xxxxxx/PMC1064891.xml,ar1464,,,,,
15642135,PMC1064892,10.1186/ar1465,PMC001xxxxxx/PMC1064892.xml,ar1465,,,,,
15642138,PMC1064893,10.1186/ar1466,PMC001xxxxxx/PMC1064893.xml,ar1466,,,,,
15642134,PMC1064895,10.1186/ar1470,PMC001xxxxxx/PMC1064895.xml,ar1470,,,,,
15642136,PMC1064896,10.1186/ar1471,PMC001xxxxxx/PMC1064896.xml,ar1471,,,,,
15642137,PMC1064897,10.1186/ar1473,PMC001xxxxxx/PMC1064897.xml,ar1473,,,,,
15469573,PMC1065018,10.1186/cc2905,PMC001xxxxxx/PMC1065018.xml,cc2905,,,,,
15469572,PMC1065019,10.1186/cc2907,PMC001xxxxxx/PMC1065019.xml,cc2907,,,,,
15469579,PMC1065024,10.1186/cc2924,PMC001xxxxxx/PMC1065024.xml,cc2924,,,,,
15469580,PMC1065025,10.1186/cc2926,PMC001xxxxxx/PMC1065025.xml,cc2926,,,,,
15566579,PMC1065049,10.1186/cc2925,PMC001xxxxxx/PMC1065049.xml,cc2925,,,,,
15566588,PMC1065052,10.1186/cc2947,PMC001xxxxxx/PMC1065052.xml,cc2947,,,,,
15566580,PMC1065053,10.1186/cc2948,PMC001xxxxxx/PMC1065053.xml,cc2948,,,,,
15566582,PMC1065055,10.1186/cc2953,PMC001xxxxxx/PMC1065055.xml,cc2953,,,,,
15566583,PMC1065056,10.1186/cc2954,PMC001xxxxxx/PMC1065056.xml,cc2954,,,,,
15566581,PMC1065057,10.1186/cc2956,PMC001xxxxxx/PMC1065057.xml,cc2956,,,,,
15566584,PMC1065058,10.1186/cc2958,PMC001xxxxxx/PMC1065058.xml,cc2958,,,,,
15566585,PMC1065059,10.1186/cc2959,PMC001xxxxxx/PMC1065059.xml,cc2959,,,,,
15566587,PMC1065063,10.1186/cc2965,PMC001xxxxxx/PMC1065063.xml,cc2965,,,,,
15566586,PMC1065064,10.1186/cc2967,PMC001xxxxxx/PMC1065064.xml,cc2967,,,,,
15566594,PMC1065065,10.1186/cc2969,PMC001xxxxxx/PMC1065065.xml,cc2969,,,,,
15566589,PMC1065066,10.1186/cc2970,PMC001xxxxxx/PMC1065066.xml,cc2970,,,,,
15566590,PMC1065067,10.1186/cc2971,PMC001xxxxxx/PMC1065067.xml,cc2971,,,,,
15566596,PMC1065068,10.1186/cc2972,PMC001xxxxxx/PMC1065068.xml,cc2972,,,,,
15566591,PMC1065070,10.1186/cc2974,PMC001xxxxxx/PMC1065070.xml,cc2974,,,,,
15566593,PMC1065072,10.1186/cc2976,PMC001xxxxxx/PMC1065072.xml,cc2976,,,,,
15566597,PMC1065073,10.1186/cc2983,PMC001xxxxxx/PMC1065073.xml,cc2983,,,,,
15566595,PMC1065074,10.1186/cc2984,PMC001xxxxxx/PMC1065074.xml,cc2984,,,,,
15566598,PMC1065077,10.1186/cc2991,PMC001xxxxxx/PMC1065077.xml,cc2991,,,,,
15693968,PMC1065097,10.1186/cc2977,PMC001xxxxxx/PMC1065097.xml,cc2977,,,,,
15693961,PMC1065100,10.1186/cc2992,PMC001xxxxxx/PMC1065100.xml,cc2992,,,,,
15693962,PMC1065104,10.1186/cc3004,PMC001xxxxxx/PMC1065104.xml,cc3004,,,,,
15693964,PMC1065106,10.1186/cc3010,PMC001xxxxxx/PMC1065106.xml,cc3010,,,,,
15693963,PMC1065107,10.1186/cc3012,PMC001xxxxxx/PMC1065107.xml,cc3012,,,,,
15693965,PMC1065109,10.1186/cc3015,PMC001xxxxxx/PMC1065109.xml,cc3015,,,,,
15693966,PMC1065112,10.1186/cc3018,PMC001xxxxxx/PMC1065112.xml,cc3018,,,,,
15693967,PMC1065114,10.1186/cc3020,PMC001xxxxxx/PMC1065114.xml,cc3020,,,,,
15769184,PMC1065265,10.1371/journal.pbio.0030100,PMC001xxxxxx/PMC1065265.xml,,,,,,
15769185,PMC1065266,10.1371/journal.pbio.0030120,PMC001xxxxxx/PMC1065266.xml,,,,,,
15769183,PMC1065267,10.1371/journal.pbio.0030123,PMC001xxxxxx/PMC1065267.xml,,,,,,
,PMC1065268,10.1371/journal.pbio.0030140,PMC001xxxxxx/PMC1065268.xml,,,,,,
,PMC1065269,10.1371/journal.pbio.0030147,PMC001xxxxxx/PMC1065269.xml,,,,,,
,PMC1065270,10.1371/journal.pbio.0030149,PMC001xxxxxx/PMC1065270.xml,,,,,,
15743467,PMC1065312,10.1186/ar1459,PMC001xxxxxx/PMC1065312.xml,ar1459,,,,,
15743469,PMC1065313,10.1186/ar1467,PMC001xxxxxx/PMC1065313.xml,ar1467,,,,,
15743465,PMC1065314,10.1186/ar1468,PMC001xxxxxx/PMC1065314.xml,ar1468,,,,,
15743466,PMC1065315,10.1186/ar1472,PMC001xxxxxx/PMC1065315.xml,ar1472,,,,,
15743468,PMC1065316,10.1186/ar1475,PMC001xxxxxx/PMC1065316.xml,ar1475,,,,,
15743471,PMC1065317,10.1186/ar1477,PMC001xxxxxx/PMC1065317.xml,ar1477,,,,,
15743474,PMC1065318,10.1186/ar1479,PMC001xxxxxx/PMC1065318.xml,ar1479,,,,,
15743475,PMC1065319,10.1186/ar1480,PMC001xxxxxx/PMC1065319.xml,ar1480,,,,,
15743470,PMC1065320,10.1186/ar1481,PMC001xxxxxx/PMC1065320.xml,ar1481,,,,,
15743478,PMC1065321,10.1186/ar1483,PMC001xxxxxx/PMC1065321.xml,ar1483,,,,,
15743476,PMC1065322,10.1186/ar1484,PMC001xxxxxx/PMC1065322.xml,ar1484,,,,,
15743472,PMC1065323,10.1186/ar1485,PMC001xxxxxx/PMC1065323.xml,ar1485,,,,,
15743482,PMC1065324,10.1186/ar1486,PMC001xxxxxx/PMC1065324.xml,ar1486,,,,,
15743473,PMC1065325,10.1186/ar1487,PMC001xxxxxx/PMC1065325.xml,ar1487,,,,,
15743481,PMC1065326,10.1186/ar1488,PMC001xxxxxx/PMC1065326.xml,ar1488,,,,,
15743480,PMC1065327,10.1186/ar1489,PMC001xxxxxx/PMC1065327.xml,ar1489,,,,,
15743477,PMC1065328,10.1186/ar1490,PMC001xxxxxx/PMC1065328.xml,ar1490,,,,,
15743479,PMC1065329,10.1186/ar1491,PMC001xxxxxx/PMC1065329.xml,ar1491,,,,,
15743485,PMC1065330,10.1186/ar1494,PMC001xxxxxx/PMC1065330.xml,ar1494,,,,,
15743483,PMC1065333,10.1186/ar1498,PMC001xxxxxx/PMC1065333.xml,ar1498,,,,,
15743486,PMC1065334,10.1186/ar1499,PMC001xxxxxx/PMC1065334.xml,ar1499,,,,,
15743488,PMC1065335,10.1186/ar1500,PMC001xxxxxx/PMC1065335.xml,ar1500,,,,,
15743484,PMC1065336,10.1186/ar1501,PMC001xxxxxx/PMC1065336.xml,ar1501,,,,,
15743487,PMC1065337,10.1186/ar1502,PMC001xxxxxx/PMC1065337.xml,ar1502,,,,,
15760271,PMC1065704,10.1371/journal.pbio.0030050,PMC001xxxxxx/PMC1065704.xml,,,,,,
15760272,PMC1065705,10.1371/journal.pbio.0030091,PMC001xxxxxx/PMC1065705.xml,,,,,,
15760273,PMC1065706,10.1371/journal.pbio.0030094,PMC001xxxxxx/PMC1065706.xml,,,,,,
15760274,PMC1065707,10.1371/journal.pbio.0030097,PMC001xxxxxx/PMC1065707.xml,,,,,,
15760275,PMC1065708,10.1371/journal.pbio.0030102,PMC001xxxxxx/PMC1065708.xml,,,,,,
15760276,PMC1065709,10.1371/journal.pbio.0030105,PMC001xxxxxx/PMC1065709.xml,,,,,,
,PMC1065718,10.1371/journal.pbio.0030119,PMC001xxxxxx/PMC1065718.xml,,,,,,
15819604,PMC1069645,10.1371/journal.pbio.0030107,PMC001xxxxxx/PMC1069645.xml,,,,,,
15780005,PMC1069646,10.1371/journal.pbio.0030121,PMC001xxxxxx/PMC1069646.xml,,,,,,
,PMC1069647,10.1371/journal.pbio.0030124,PMC001xxxxxx/PMC1069647.xml,,,,,,
,PMC1069648,10.1371/journal.pbio.0030148,PMC001xxxxxx/PMC1069648.xml,,,,,,
15826219,PMC1069649,10.1371/journal.pbio.0030153,PMC001xxxxxx/PMC1069649.xml,,,,,,
,PMC1069650,10.1371/journal.pbio.0030162,PMC001xxxxxx/PMC1069650.xml,,,,,,
15783250,PMC1069657,10.1371/journal.pmed.0020046,PMC001xxxxxx/PMC1069657.xml,,,,,,
15783251,PMC1069658,10.1371/journal.pmed.0020060,PMC001xxxxxx/PMC1069658.xml,,,,,,
15783252,PMC1069659,10.1371/journal.pmed.0020061,PMC001xxxxxx/PMC1069659.xml,,,,,,
15783253,PMC1069660,10.1371/journal.pmed.0020062,PMC001xxxxxx/PMC1069660.xml,,,,,,
15783254,PMC1069661,10.1371/journal.pmed.0020063,PMC001xxxxxx/PMC1069661.xml,,,,,,
15783255,PMC1069662,10.1371/journal.pmed.0020064,PMC001xxxxxx/PMC1069662.xml,,,,,,
15783256,PMC1069663,10.1371/journal.pmed.0020067,PMC001xxxxxx/PMC1069663.xml,,,,,,
15783257,PMC1069664,10.1371/journal.pmed.0020068,PMC001xxxxxx/PMC1069664.xml,,,,,,
15783258,PMC1069665,10.1371/journal.pmed.0020070,PMC001xxxxxx/PMC1069665.xml,,,,,,
15783259,PMC1069666,10.1371/journal.pmed.0020072,PMC001xxxxxx/PMC1069666.xml,,,,,,
15783260,PMC1069667,10.1371/journal.pmed.0020076,PMC001xxxxxx/PMC1069667.xml,,,,,,
15783261,PMC1069668,10.1371/journal.pmed.0020077,PMC001xxxxxx/PMC1069668.xml,,,,,,
15783262,PMC1069669,10.1371/journal.pmed.0020078,PMC001xxxxxx/PMC1069669.xml,,,,,,
15783263,PMC1069670,10.1371/journal.pmed.0020081,PMC001xxxxxx/PMC1069670.xml,,,,,,
15783264,PMC1069671,10.1371/journal.pmed.0020082,PMC001xxxxxx/PMC1069671.xml,,,,,,
15783265,PMC1069672,10.1371/journal.pmed.0020083,PMC001xxxxxx/PMC1069672.xml,,,,,,
15783266,PMC1069673,10.1371/journal.pmed.0020084,PMC001xxxxxx/PMC1069673.xml,,,,,,
,PMC1069674,10.1371/journal.pmed.0020085,PMC001xxxxxx/PMC1069674.xml,,,,,,
,PMC1069675,10.1371/journal.pmed.0020086,PMC001xxxxxx/PMC1069675.xml,,,,,,
15783268,PMC1069676,10.1371/journal.pmed.0020088,PMC001xxxxxx/PMC1069676.xml,,,,,,
,PMC1069677,10.1371/journal.pmed.0020090,PMC001xxxxxx/PMC1069677.xml,,,,,,
,PMC1069678,10.1371/journal.pmed.0020091,PMC001xxxxxx/PMC1069678.xml,,,,,,
,PMC1069679,10.1371/journal.pmed.0020094,PMC001xxxxxx/PMC1069679.xml,,,,,,
,PMC1069680,10.1371/journal.pmed.0020095,PMC001xxxxxx/PMC1069680.xml,,,,,,
15799695,PMC1073691,10.1371/journal.pbio.0030113,PMC001xxxxxx/PMC1073691.xml,,,,,,
15799708,PMC1073692,10.1371/journal.pbio.0030128,PMC001xxxxxx/PMC1073692.xml,,,,,,
15799709,PMC1073693,10.1371/journal.pbio.0030130,PMC001xxxxxx/PMC1073693.xml,,,,,,
15799710,PMC1073694,10.1371/journal.pbio.0030134,PMC001xxxxxx/PMC1073694.xml,,,,,,
15799711,PMC1073695,10.1371/journal.pbio.0030135,PMC001xxxxxx/PMC1073695.xml,,,,,,
,PMC1073696,10.1371/journal.pbio.0030152,PMC001xxxxxx/PMC1073696.xml,,,,,,
,PMC1073697,10.1371/journal.pbio.0030154,PMC001xxxxxx/PMC1073697.xml,,,,,,
,PMC1073698,10.1371/journal.pbio.0030163,PMC001xxxxxx/PMC1073698.xml,,,,,,
,PMC1073699,10.1371/journal.pbio.0030165,PMC001xxxxxx/PMC1073699.xml,,,,,,
,PMC1073700,10.1371/journal.pbio.0030166,PMC001xxxxxx/PMC1073700.xml,,,,,,
,PMC1073701,10.1371/journal.pbio.0030169,PMC001xxxxxx/PMC1073701.xml,,,,,,
15813990,PMC1074340,10.1186/1742-6405-2-1,PMC001xxxxxx/PMC1074340.xml,1742-6405-2-1,,,,,
15813984,PMC1074341,10.1186/1742-6405-1-1,PMC001xxxxxx/PMC1074341.xml,1742-6405-1-1,,,,,
15813986,PMC1074342,10.1186/1742-6405-1-2,PMC001xxxxxx/PMC1074342.xml,1742-6405-1-2,,,,,
15813979,PMC1074343,10.1186/1476-9255-1-1,PMC001xxxxxx/PMC1074343.xml,1476-9255-1-1,,,,,
15813978,PMC1074344,10.1186/1476-9255-1-2,PMC001xxxxxx/PMC1074344.xml,1476-9255-1-2,,,,,
15813980,PMC1074345,10.1186/1476-9255-1-3,PMC001xxxxxx/PMC1074345.xml,1476-9255-1-3,,,,,
15813981,PMC1074346,10.1186/1476-9255-1-4,PMC001xxxxxx/PMC1074346.xml,1476-9255-1-4,,,,,
15813994,PMC1074347,10.1186/1476-9255-2-1,PMC001xxxxxx/PMC1074347.xml,1476-9255-2-1,,,,,
15813982,PMC1074348,10.1186/1743-8977-1-1,PMC001xxxxxx/PMC1074348.xml,1743-8977-1-1,,,,,
15813985,PMC1074349,10.1186/1743-8977-1-2,PMC001xxxxxx/PMC1074349.xml,1743-8977-1-2,,,,,
15813983,PMC1074350,10.1186/1743-8977-1-3,PMC001xxxxxx/PMC1074350.xml,1743-8977-1-3,,,,,
15813987,PMC1074351,10.1186/1744-8069-1-1,PMC001xxxxxx/PMC1074351.xml,1744-8069-1-1,,,,,
15813991,PMC1074352,10.1186/1744-8069-1-2,PMC001xxxxxx/PMC1074352.xml,1744-8069-1-2,,,,,
15813989,PMC1074353,10.1186/1744-8069-1-3,PMC001xxxxxx/PMC1074353.xml,1744-8069-1-3,,,,,
15813988,PMC1074354,10.1186/1744-8069-1-4,PMC001xxxxxx/PMC1074354.xml,1744-8069-1-4,,,,,
15813992,PMC1074355,10.1186/1744-8069-1-5,PMC001xxxxxx/PMC1074355.xml,1744-8069-1-5,,,,,
15813993,PMC1074356,10.1186/1744-8069-1-6,PMC001xxxxxx/PMC1074356.xml,1744-8069-1-6,,,,,
15813995,PMC1074357,10.1186/1744-8069-1-7,PMC001xxxxxx/PMC1074357.xml,1744-8069-1-7,,,,,
15813996,PMC1074358,10.1186/1744-8069-1-8,PMC001xxxxxx/PMC1074358.xml,1744-8069-1-8,,,,,
15819609,PMC1074751,10.1371/journal.pbio.0030141,PMC001xxxxxx/PMC1074751.xml,,,,,,
,PMC1074752,10.1371/journal.pbio.0030179,PMC001xxxxxx/PMC1074752.xml,,,,,,
15819605,PMC1074811,10.1371/journal.pbio.0030127,PMC001xxxxxx/PMC1074811.xml,,,,,,
15819606,PMC1074812,10.1371/journal.pbio.0030129,PMC001xxxxxx/PMC1074812.xml,,,,,,
15819607,PMC1074813,10.1371/journal.pbio.0030131,PMC001xxxxxx/PMC1074813.xml,,,,,,
,PMC1074814,10.1371/journal.pbio.0030136,PMC001xxxxxx/PMC1074814.xml,,,,,,
15819608,PMC1074815,10.1371/journal.pbio.0030137,PMC001xxxxxx/PMC1074815.xml,,,,,,
15826218,PMC1079781,10.1371/journal.pbio.0030143,PMC001xxxxxx/PMC1079781.xml,,,,,,
15828858,PMC1079782,10.1371/journal.pbio.0030144,PMC001xxxxxx/PMC1079782.xml,,,,,,
15828859,PMC1079783,10.1371/journal.pbio.0030158,PMC001xxxxxx/PMC1079783.xml,,,,,,
,PMC1079784,10.1371/journal.pbio.0030168,PMC001xxxxxx/PMC1079784.xml,,,,,,
,PMC1079785,10.1371/journal.pbio.0030173,PMC001xxxxxx/PMC1079785.xml,,,,,,
,PMC1079786,10.1371/journal.pbio.0030184,PMC001xxxxxx/PMC1079786.xml,,,,,,
15828860,PMC1079787,10.1371/journal.pbio.0030189,PMC001xxxxxx/PMC1079787.xml,,,,,,
,PMC1079788,10.1371/journal.pbio.0030191,PMC001xxxxxx/PMC1079788.xml,,,,,,
15755322,PMC1079789,10.1186/1743-8462-2-4,PMC001xxxxxx/PMC1079789.xml,1743-8462-2-4,,,,,
15801982,PMC1079790,10.1186/1743-8462-2-6,PMC001xxxxxx/PMC1079790.xml,1743-8462-2-6,,,,,
15784146,PMC1079791,10.1186/1742-5581-2-1,PMC001xxxxxx/PMC1079791.xml,1742-5581-2-1,,,,,
15784147,PMC1079792,10.1186/1742-5581-2-2,PMC001xxxxxx/PMC1079792.xml,1742-5581-2-2,,,,,
15762997,PMC1079793,10.1186/1472-6882-5-6,PMC001xxxxxx/PMC1079793.xml,1472-6882-5-6,,,,,
,PMC1079794,10.1186/1472-6882-5-7,PMC001xxxxxx/PMC1079794.xml,1472-6882-5-7,,,,,
15774007,PMC1079795,10.1186/1471-2253-5-1,PMC001xxxxxx/PMC1079795.xml,1471-2253-5-1,,,,,
15760475,PMC1079796,10.1186/1471-2091-6-4,PMC001xxxxxx/PMC1079796.xml,1471-2091-6-4,,,,,
